Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Macaque gene stable ID	Macaque chromosome/scaffold name	Macaque chromosome/scaffold start (bp)	Macaque chromosome/scaffold end (bp)	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	dN with Macaque	dS with Macaque	Macaque orthology confidence [0 low, 1 high]
ENSMUSG00000024425	18	38418975	38464399	ENSMMUG00000016787	6	139900100	139949988	ortholog_one2one	97.2851	97.2851	100	100.00	0.0129	0.2833	1
ENSMUSG00000024989	19	38055025	38074425	ENSMMUG00000014708	9	88721717	88748327	ortholog_one2one	74.4589	74.1379	100	100.00	0.1617	0.6334	1
ENSMUSG00000037013	18	14624198	14682914	ENSMMUG00000018059	18	14514359	14586936	ortholog_one2one	95.933	95.933	100	94.50	0.0191	0.3348	1
ENSMUSG00000024854	19	4231899	4233631	ENSMMUG00000004523	14	7011602	7033468	ortholog_one2one	56.0748	75	100	100.00	0.1617	0.9414	1
ENSMUSG00000052673	12	69371835	69372458												
ENSMUSG00000060375	12	107488632	107489636												
ENSMUSG00000043445	17	24470473	24471591												
ENSMUSG00000092004	6	115227343	115259294												
ENSMUSG00000008482	17	24715839	24718057	ENSMMUG00000007940	20	1951367	1954074	ortholog_one2one	71.1297	69.3878	75	0.00	0.1938	0.9026	1
ENSMUSG00000092097	18	8694077	8694541	ENSMMUG00000012440	20	1340669	1386531	ortholog_one2many	83.7662	17.8918	0	0.00	0.1005	1.2911	0
ENSMUSG00000090673	19	41582370	41586536	ENSMMUG00000010427	9	92323107	92476508	ortholog_one2one	65.1369	48.1261	100	100.00	0.2251	0.6761	0
ENSMUSG00000054134	17	30954679	31010708	ENSMMUG00000018057	3	4768050	4831451	ortholog_one2one	63.5015	59.4032	0	36.77	0.2439	0.8873	0
ENSMUSG00000096379	Y	38574609	38575691												
ENSMUSG00000091285	18	9726197	9726670	ENSMMUG00000021527	2	179897217	179897657	ortholog_one2one	68.7898	73.9726	0		0.1589	0.5099	0
ENSMUSG00000095240	X	39862919	39863604												
ENSMUSG00000095229	X	31336454	31337950												
ENSMUSG00000095602	Y	7405010	7405552												
ENSMUSG00000024485	18	36528157	36541293	ENSMMUG00000003723	6	138140875	138154474	ortholog_one2one	81.916	77.2589	100	100.00	0.1103	0.4696	1
ENSMUSG00000057561	18	46597704	46610225												
ENSMUSG00000053729	18	44166358	44175073												
ENSMUSG00000033825	17	25366550	25368094												
ENSMUSG00000094462	7	42578466	42578588												
ENSMUSG00000097112	2	67432816	67433181												
ENSMUSG00000059734	19	3908870	3912717	ENSMMUG00000023189	14	6605998	6612464	ortholog_one2many	87.7358	88.5714	100	0.00	0.0738	0.9301	1
ENSMUSG00000059734	19	3908870	3912717	ENSMMUG00000048817	2	98751686	98752282	ortholog_one2many	82.5472	88.3838	0		0.0758	0.8886	0
ENSMUSG00000096550	JH584299.1	477246	480331												
ENSMUSG00000079438	5	88154023	88154099												
ENSMUSG00000025025	19	53310506	53375810	ENSMMUG00000014350	9	106102166	106213034	ortholog_one2one	90.5085	92.069	100	99.24	0.0418	0.4208	1
ENSMUSG00000071036	17	86497732	86505232												
ENSMUSG00000094855	JH584299.1	921942	924675												
ENSMUSG00000039954	18	43207697	43317481	ENSMMUG00000019290	6	145296456	145445644	ortholog_one2one	89.9497	90.404	100	99.33	0.0482	0.4349	1
ENSMUSG00000036743	18	14706151	14762299	ENSMMUG00000018066	18	14623935	14680948	ortholog_one2one	95.2	92.9688	100	0.00	0.0277	0.6212	1
ENSMUSG00000039840	18	77938467	78035027	ENSMMUG00000003562	18	34742097	34895362	ortholog_one2one	84.0591	83.9286	75	94.87	0.0924	0.5004	1
ENSMUSG00000031600	8	40511783	40551134	ENSMMUG00000044812	8	16928043	16967958	ortholog_one2many	88.665	90.9561	100	93.97	0.0469	0.3789	1
ENSMUSG00000031600	8	40511783	40551134	ENSMMUG00000041278	6	152594725	152595910	ortholog_one2many	59.6977	72.0365	0		0.1916	0.6182	0
ENSMUSG00000036278	19	7056768	7198061												
ENSMUSG00000045094	18	61493794	61536536	ENSMMUG00000017714	6	147713134	147767824	ortholog_one2one	79.142	79.2593	100	100.00	0.1353	0.6868	1
ENSMUSG00000073789	4	101020298	101020696												
ENSMUSG00000003779	18	34624624	34633265	ENSMMUG00000001511	6	135890554	135899513	ortholog_one2one	87.3732	87.0787	100	100.00	0.0699	0.4893	1
ENSMUSG00000095386	4	104857329	104859137												
ENSMUSG00000042705	18	46958862	47087992	ENSMMUG00000008738	6	113642512	113940067	ortholog_one2one	88.1188	88.1188	75	0.00	0.0644	0.6794	1
ENSMUSG00000095754	X	31253894	31255381	ENSMMUG00000016045	X	56750404	56752663	ortholog_one2many	60.2362	59.3023	0	0.00	0.2878	0.8811	0
ENSMUSG00000073565	18	51117898	51304641	ENSMMUG00000038727	6	118230984	118445837	ortholog_one2one	91.7763	91.7763	25	53.05	0.0419	0.3526	0
ENSMUSG00000096597	18	80089297	80089962												
ENSMUSG00000024510	18	52331536	52332986												
ENSMUSG00000024078	17	74717750	74863570	ENSMMUG00000009372	13	33113838	33285290	ortholog_one2one	84.6517	85.0534	100	91.54	0.0895	0.5154	1
ENSMUSG00000071648	19	8927382	8929356												
ENSMUSG00000054069	8	106500522	106507342												
ENSMUSG00000045730	18	62177817	62179959	ENSMMUG00000002214	6	146944511	146945758	ortholog_one2one	87.799	88.4337	100	100.00	0.0615	0.6359	1
ENSMUSG00000024027	17	30901867	30936510	ENSMMUG00000023387	4	40038307	40075124	ortholog_one2one	82.5054	83.0435	50	25.38	0.1028	0.8163	0
ENSMUSG00000074720	GL456354.1	25923	27230	ENSMMUG00000022977	10	63502238	63524529	ortholog_one2many	27.7778	9.18367	0		0.8626	67.8494	0
ENSMUSG00000071855	18	46282151	46311928	ENSMMUG00000005023	6	112717521	112746241	ortholog_one2one	85.1429	84.4991	50	0.00	0.076	0.7824	0
ENSMUSG00000052713	18	54888045	54990180	ENSMMUG00000004409	6	122061525	122175256	ortholog_one2one	93.5804	93.1489	75	100.00	0.0325	0.3961	1
ENSMUSG00000075480	11	106160850	106161158												
ENSMUSG00000091230	19	47170469	47171134												
ENSMUSG00000000673	17	83831356	83846790												
ENSMUSG00000116275	1	133619871	133661380	ENSMMUG00000010539	1	162772973	162831973	ortholog_one2many	80.6818	78.8889	100	8.57	0.1125	0.4845	1
ENSMUSG00000024687	19	11965844	11994105	ENSMMUG00000001745	14	14472779	14513302	ortholog_one2one	82.6087	97.5073	100	100.00	0.013	0.3936	1
ENSMUSG00000056399	17	25298394	25300161	ENSMMUG00000047001	20	1247043	1248571	ortholog_one2one	43.3962	68.6567	100	100.00	0.2021	1.0535	0
ENSMUSG00000094293	4	42091207	42092287												
ENSMUSG00000024248	17	83501919	83514333	ENSMMUG00000043419	JSUE03192583.1	689	1033	ortholog_one2many	73.1343	85.9649	0		0.0682	0.3904	0
ENSMUSG00000024248	17	83501919	83514333	ENSMMUG00000001767	X	30150562	30150906	ortholog_one2many	65.6716	82.243	0	0.00	0.0887	0.3696	0
ENSMUSG00000024248	17	83501919	83514333	ENSMMUG00000016278	13	42963409	42993889	ortholog_one2many	73.1343	85.9649	50	100.00	0.0682	0.3904	1
ENSMUSG00000048799	18	53681724	53744547	ENSMMUG00000015767	6	120766889	120846389	ortholog_one2one	87.1458	89.3154	75	100.00	0.0571	0.6687	1
ENSMUSG00000063590	19	8062209	8131982												
ENSMUSG00000024530	18	67464849	67480581												
ENSMUSG00000062432	19	37685581	37693398	ENSMMUG00000040561	9	88273278	88281507	ortholog_one2one	87.0656	86.3985	100	100.00	0.0712	0.8677	1
ENSMUSG00000052387	19	22139119	22989884	ENSMMUG00000006156	15	86727513	87637582	ortholog_one2one	94.8286	93.2571	100	84.76	0.0293	0.4601	1
ENSMUSG00000025423	18	77065208	77155708	ENSMMUG00000004498	18	35783920	35878145	ortholog_one2one	96.7794	98.2026	75	79.74	0.0084	0.2694	1
ENSMUSG00000024661	19	9982703	9985092	ENSMMUG00000015146	14	12273301	12281444	ortholog_one2many	92.8571	92.3497	75		0.0392	0.4393	1
ENSMUSG00000024661	19	9982703	9985092	ENSMMUG00000045059	X	143276601	143277165	ortholog_one2many	86.2637	88.7006	0		0.0478	0.4103	0
ENSMUSG00000024661	19	9982703	9985092	ENSMMUG00000048030	15	50124768	50125109	ortholog_one2many	52.7473	84.9557	0		0.0911	0.3999	0
ENSMUSG00000024661	19	9982703	9985092	ENSMMUG00000041724	X	46914533	46915085	ortholog_one2many	85.1648	89.5954	0		0.0523	0.4177	0
ENSMUSG00000024758	19	7425901	7483289	ENSMMUG00000015876	14	10866703	10942544	ortholog_one2one	69.8133	65.4669	50	0.00	0.2045	0.438	0
ENSMUSG00000094845	11	69876684	69878018	ENSMMUG00000006213	16	7339825	7341337	ortholog_one2one	51.7045	43.75	100	100.00	0.3928	0.8443	0
ENSMUSG00000024107	17	88741549	88791976	ENSMMUG00000010368	13	49518995	49581493	ortholog_one2one	79.7143	82.5444	75	100.00	0.0976	0.5523	1
ENSMUSG00000097386	11	69120054	69122589												
ENSMUSG00000024570	18	80192265	80200658	ENSMMUG00000014855	18	69998607	70009714	ortholog_one2one	36.5714	52.8926	100	0.00	0.3868	1.2778	0
ENSMUSG00000094354	Y	40380441	40381523												
ENSMUSG00000094227	Y	13941738	13942280												
ENSMUSG00000024036	17	31295483	31350696	ENSMMUG00000018085	3	4108330	4175877	ortholog_one2one	86.629	86.3039	100	0.00	0.0739	0.7746	1
ENSMUSG00000097078	4	88721805	88722842												
ENSMUSG00000091195	11	31182376	31182462												
ENSMUSG00000091821	X	123221399	123222481												
ENSMUSG00000032937	17	88985170	89200612	ENSMMUG00000017196	13	49774879	49966052	ortholog_one2one	87.7168	87.3381	50	97.20	0.065	0.4879	1
ENSMUSG00000045053	17	83585957	83631895												
ENSMUSG00000056481	19	5068078	5070637	ENSMMUG00000015986	14	8114326	8116599	ortholog_one2one	78.3007	79.1281	100	100.00	0.1199	0.5605	1
ENSMUSG00000091731	10	58713606	58718210												
ENSMUSG00000078488	10	6740629	6761761												
ENSMUSG00000096271	GL456350.1	211325	212455	ENSMMUG00000038157	15	49550518	49556155	ortholog_one2many	69.1729	70.229	0	54.23	0.1864	0.5243	0
ENSMUSG00000094727	X	32973897	32975846												
ENSMUSG00000094661	JH584294.1	102539	104139	ENSMMUG00000016531	15	49576564	49577873	ortholog_one2many	65.7407	68.2692	50	68.67	0.2322	0.4421	0
ENSMUSG00000058881	18	82910879	83005314	ENSMMUG00000017408	18	66513588	66594469	ortholog_one2one	79.2567	79.4627	100	18.30	0.104	1.0041	1
ENSMUSG00000024940	19	5740904	5758532	ENSMMUG00000023479	14	8843456	8863750	ortholog_one2one	87.4701	85.3583	100	30.95	0.0504	0.895	1
ENSMUSG00000090942	18	60293380	60303016												
ENSMUSG00000040888	17	24693191	24696156	ENSMMUG00000044559	20	1965725	1971970	ortholog_one2one	76.2626	73.6585	100		0.127	0.7873	1
ENSMUSG00000091306	14	54640952	54648293												
ENSMUSG00000024565	18	80966376	80986578	ENSMMUG00000000286	18	69031575	69048961	ortholog_one2one	79.7276	77.0124	100	96.94	0.0973	1.6166	1
ENSMUSG00000047379	19	5038826	5041134	ENSMMUG00000015992	14	8084021	8086484	ortholog_one2one	96.1446	96.1446	100	0.00	0.0186	0.7472	1
ENSMUSG00000024131	17	85028347	85064243	ENSMMUG00000006310	13	45012088	45057244	ortholog_one2one	80.146	80.146	100	79.67	0.1106	0.6783	1
ENSMUSG00000074302	8	65075033	65077480												
ENSMUSG00000045008	10	43174704	43176562												
ENSMUSG00000024912	19	5447703	5455945	ENSMMUG00000008653	14	8533161	8543366	ortholog_one2one	87.9121	88.5609	100	100.00	0.0677	0.8029	1
ENSMUSG00000051412	GL456233.1	10738	39148	ENSMMUG00000002015	X	149035967	149095088	ortholog_one2one	65.9091	57.7689	50	85.75	0.2503	0.6505	1
ENSMUSG00000079580	17	29526033	29549593	ENSMMUG00000022006	4	38160126	38205703	ortholog_one2one	53.4392	44.1048	100	0.00	0.3478	1.9674	0
ENSMUSG00000090853	13	41273803	41273977												
ENSMUSG00000056917	19	5651185	5663707	ENSMMUG00000007416	14	8748053	8758577	ortholog_one2one	85.5491	85.9632	100	0.00	0.087	0.7889	1
ENSMUSG00000073682	4	155614413	155645408												
ENSMUSG00000061613	17	31647082	31658754	ENSMMUG00000037777	JSUE03059766.1	16	639	ortholog_one2many	62.3431	78.4211	0		0.1105	0.774	0
ENSMUSG00000061613	17	31647082	31658754	ENSMMUG00000004159	7	11149566	11150267	ortholog_one2many	72.3849	80.0926	0		0.1018	0.6846	0
ENSMUSG00000090291	19	10455371	10457447	ENSMMUG00000031111	14	12775652	12776531	ortholog_one2one	93.1507	95.1049	50	62.00	0.0231	0.6841	0
ENSMUSG00000025200	19	44108644	44135876	ENSMMUG00000011382	2	113738377	113739994	ortholog_one2many	83.9851	88.0859	0		0.0605	0.4127	0
ENSMUSG00000025200	19	44108644	44135876	ENSMMUG00000018472	9	95805425	95840093	ortholog_one2many	90.3166	90.3166	100	58.93	0.0495	0.4005	1
ENSMUSG00000057506	19	44139266	44146446	ENSMMUG00000010827	9	95846641	95857828	ortholog_one2one	87.4126	80.6452	100	0.00	0.082	0.8557	1
ENSMUSG00000033717	19	54045182	54048982	ENSMMUG00000041307	9	107011890	107013287	ortholog_one2one	90.7527	90.7527	100	13.50	0.0405	0.9765	1
ENSMUSG00000024246	17	81026327	81065085	ENSMMUG00000011841	13	40270745	40311468	ortholog_one2one	63.2576	66.4016	75	100.00	0.21	0.7	1
ENSMUSG00000024696	19	12798606	12833807	ENSMMUG00000011713	14	15197180	15246270	ortholog_one2one	84.715	84.715	100	100.00	0.084	0.3882	1
ENSMUSG00000072437	19	60755987	60759913	ENSMMUG00000048654	9	114962593	114972508	ortholog_one2one	76.779	73.2143	75		0.1162	0.9108	1
ENSMUSG00000095755	JH584293.1	83395	84475												
ENSMUSG00000091159	9	22454290	22462062												
ENSMUSG00000090625	2	174330319	174346712												
ENSMUSG00000095567	4	156236010	156247616	ENSMMUG00000015800	1	40822	57414	ortholog_one2one	74.5333	73.5526	75	0.00	0.1485	1.4172	1
ENSMUSG00000066936	1	132229048	132229767												
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000005347	X	48464609	48475294	ortholog_many2many	35.1064	22.7586	0	0.00	0.606	0.374	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000046769	KQ738642.1	6693	14565	ortholog_many2many	42.5532	21.8579	0		0.5041	0.5347	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000046387	X	48355977	48413746	ortholog_many2many	38.2979	19.1489	25		0.5676	0.4927	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000043314	X	48404757	48413744	ortholog_many2many	42.5532	21.2766	50		0.5081	0.6189	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000038283	JSUE03132004.1	614	11775	ortholog_many2many	42.5532	21.2766	0		0.5041	0.5347	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000020044	X	48550636	48558969	ortholog_many2many	37.234	14.2276	0	0.00	0.5888	0.515	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000014463	X	48600977	48610249	ortholog_many2many	35.1064	17.5532	25	0.00	0.6166	0.5395	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000041263	X	48291285	48302303	ortholog_many2many	42.5532	21.2766	25		0.5041	0.5347	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000010112	X	48433110	48448426	ortholog_many2many	37.234	16.2037	25	0.00	0.5683	0.6523	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000041925	JSUE03120034.1	227	11398	ortholog_many2many	42.5532	21.2766	0		0.5041	0.5347	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000046900	JSUE03145906.1	1589	12172	ortholog_many2many	42.5532	21.2766	0		0.5041	0.5347	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000008046	X	48641831	48657245	ortholog_many2many	37.234	15.6951	25	0.00	0.5924	0.5367	0
ENSMUSG00000095316	X	21174439	21175653	ENSMMUG00000019164	X	48333489	48341177	ortholog_many2many	35.1064	14.8649	0	0.00	0.5589	0.4884	0
ENSMUSG00000079773	GL456350.1	173252	174286	ENSMMUG00000043693	15	49602845	49603466	ortholog_one2many	87.3563	87.3563	0		0.0593	0.3458	0
ENSMUSG00000033863	19	23141226	23166911												
ENSMUSG00000024614	18	90510154	90543267	ENSMMUG00000017728	18	58692258	58733674	ortholog_one2one	90.5702	90.9692	0	91.41	0.0483	0.4379	1
ENSMUSG00000033960	18	4634929	4682868	ENSMMUG00000021559	9	30149948	30179323	ortholog_one2one	54.2424	52.8024	75	100.00	0.3334	0.7681	1
ENSMUSG00000096100	GL456211.1	66955	67326												
ENSMUSG00000095860	Y	10553453	10553992												
ENSMUSG00000096930	4	56740070	56741377												
ENSMUSG00000090551	4	108847399	108848619												
ENSMUSG00000050370	19	34473786	34475135												
ENSMUSG00000039615	17	25830636	25833361	ENSMMUG00000049219	20	667388	671080	ortholog_one2one	97.3684	97.6898	100	100.00	0.0098	1.1417	1
ENSMUSG00000024665	19	10064164	10101503	ENSMMUG00000000327	14	12370117	12474580	ortholog_one2one	87.8378	87.8378	100	82.23	0.0601	0.6794	1
ENSMUSG00000091614	17	29519281	29519790												
ENSMUSG00000038498	19	5335741	5344153												
ENSMUSG00000037346	18	13006990	13022882	ENSMMUG00000015065	18	12948711	12968820	ortholog_one2one	53.7084	66.6667	100	100.00	0.245	0.6636	1
ENSMUSG00000066878	17	89908511	89910449	ENSMMUG00000016685	16	58366273	58396295	ortholog_many2many	85.6333	87.2832	0		0.0613	0.5928	0
ENSMUSG00000066878	17	89908511	89910449	ENSMMUG00000039525	5	54376691	54378359	ortholog_many2many	64.0832	77.7523	0		0.1233	0.5216	0
ENSMUSG00000066878	17	89908511	89910449	ENSMMUG00000018256	16	61540771	61554565	ortholog_many2many	93.7618	93.7618	0		0.0314	0.5805	0
ENSMUSG00000096553	10	5069192	5071975												
ENSMUSG00000074739	2	149015732	149017237												
ENSMUSG00000071497	19	53588204	53589067	ENSMMUG00000049043	7	97236610	97237006	ortholog_many2many	75.5906	83.4783	0		0.0679	0.2722	0
ENSMUSG00000071497	19	53588204	53589067	ENSMMUG00000012038	20	52202999	52229766	ortholog_many2many	100	100	0		0	0	0
ENSMUSG00000116057	13	23099071	23100129												
ENSMUSG00000096734	9	124493731	124493793												
ENSMUSG00000095470	12	19954505	19954840												
ENSMUSG00000074219	8	83932329	83955205												
ENSMUSG00000063277	14	7640895	7643972												
ENSMUSG00000079600	X	165003765	165004829												
ENSMUSG00000067085	19	53371566	53371766												
ENSMUSG00000059455	18	42178675	42196709	ENSMMUG00000006551	6	144118058	144140258	ortholog_one2one	75.1412	74.7191	75	0.00	0.1569	0.6313	1
ENSMUSG00000067038	19	59322290	59322783	ENSMMUG00000006463	7	82373034	82373432	ortholog_one2many	100	100	0		0	0	0
ENSMUSG00000044026	19	38395980	38405607	ENSMMUG00000045531	9	89105433	89113213	ortholog_one2one	74.1848	75.4144	100	6.38	0.1492	0.4508	1
ENSMUSG00000005873	18	34344889	34373415	ENSMMUG00000020488	6	110306264	110351234	ortholog_one2one	93.6508	93.6508	50	0.00	0.0275	0.5183	0
ENSMUSG00000024074	17	78200248	78376592	ENSMMUG00000048261	13	36807379	37001599	ortholog_one2one	76.0849	89.8633	25	100.00	0.0519	0.4516	1
ENSMUSG00000096244	GL456219.1	149261	150163												
ENSMUSG00000071586	15	102503722	102503886												
ENSMUSG00000095759	Y	13223386	13223928												
ENSMUSG00000096923	11	6200029	6201643												
ENSMUSG00000090408	3	67365461	67375163												
ENSMUSG00000052085	19	24999529	25202432	ENSMMUG00000016976	15	84096566	84382431	ortholog_one2one	91.6667	91.8416	100	79.63	0.0417	0.5596	1
ENSMUSG00000074737	2	149830524	149831213												
ENSMUSG00000024896	19	32485769	32515370	ENSMMUG00000004766	9	82677114	82723527	ortholog_one2one	83.368	82.3409	75	1.02	0.0937	0.6844	1
