Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Chimpanzee gene stable ID	Chimpanzee chromosome/scaffold name	Chimpanzee chromosome/scaffold start (bp)	Chimpanzee chromosome/scaffold end (bp)	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	dN with Chimpanzee	dS with Chimpanzee	Chimpanzee orthology confidence [0 low, 1 high]
ENSMUSG00000024778	19	34290659	34327770	ENSPTRG00000002730	10	90216989	90251241	ortholog_one2one	44.0367	42.73	100	100.00	0.4905	1.0294	0
ENSMUSG00000094309	X	32560055	32562009												
ENSMUSG00000052928	18	75431224	75697696	ENSPTRG00000010009	18	45857029	46101620	ortholog_one2one	89.4061	92.8333	100	79.56	0.0309	0.7111	1
ENSMUSG00000025014	19	41029275	41059523	ENSPTRG00000002793	10	97634065	97668995	ortholog_one2one	77.7358	80.943	100	100.00	0.1142	0.6965	1
ENSMUSG00000036961	19	44493472	44514273	ENSPTRG00000002849	10	101896843	101918979	ortholog_one2one	89.9457	94.302	75	91.81	0.0315	0.6589	1
ENSMUSG00000024256	17	93199422	93205485	ENSPTRG00000009825	18	17164381	17172207	ortholog_one2one	86.2857	85.7955	25	0.00	0.0596	0.5209	0
ENSMUSG00000038059	18	60474193	60501983	ENSPTRG00000042157	5	151000386	151000568	ortholog_one2one	81.6667	81.6667	50	75.03	0.1024	0.7786	1
ENSMUSG00000025172	19	42036038	42045110	ENSPTRG00000002812	10	98921757	98934333	ortholog_one2one	88.7195	80.8333	75	100.00	0.0593	0.8252	1
ENSMUSG00000096826	4	42655251	42656005	ENSPTRG00000033763	9	35419607	35421231	ortholog_one2many	56.6667	60.7143	75	0.00	0.2956	0.4506	1
ENSMUSG00000025076	19	56397129	56442344	ENSPTRG00000002952	10	115322889	115374027	ortholog_one2one	76.8977	60.0515	100	100.00	0.1493	0.8281	1
ENSMUSG00000071037	17	85090726	85458139	ENSPTRG00000011886	2A	45373800	45790203	ortholog_one2one	83.5913	83.5913	100	84.22	0.0986	0.2249	1
ENSMUSG00000024907	19	3409919	3414472	ENSPTRG00000003985	11	68551097	68557433	ortholog_one2one	69.3548	69.9187	100	0.00	0.1631	1.1432	1
ENSMUSG00000024970	19	7356464	7383026	ENSPTRG00000003812	11	63836485	63850550	ortholog_one2one	82.9396	82.9396	100	0.00	0.0989	0.6508	1
ENSMUSG00000057858	19	60198586	60226697	ENSPTRG00000002984	10	120066738	120102768	ortholog_one2one	77.9661	73.3068	100	100.00	0.1176	0.3968	1
ENSMUSG00000025228	19	46376814	46395735	ENSPTRG00000050040	2A	108665711	108666870	ortholog_one2many	72.0745	82.3708	0		0.069	0.4417	0
ENSMUSG00000025228	19	46376814	46395735	ENSPTRG00000002894	10	103934954	103947887	ortholog_one2many	90.6915	97.151	75	100.00	0.0227	0.5513	1
ENSMUSG00000094791	JH584299.1	314841	317584												
ENSMUSG00000024587	18	64499665	64516557	ENSPTRG00000010047	18	54990530	55011184	ortholog_one2one	92.8444	93.0107	100	100.00	0.036	0.6099	1
ENSMUSG00000040541	9	40148122	40150880	ENSPTRG00000028373	11	124392459	124395922	ortholog_one2one	45.6522	46.6667	100	0.00	0.4521	0.6648	0
ENSMUSG00000094869	Y	29655497	29683370	ENSPTRG00000005355	12	104566382	104577479	ortholog_one2many	25.9036	18.2203	50		0.7125	4.1681	0
ENSMUSG00000071659	19	8819401	8834142	ENSPTRG00000034359	11	62694034	62709014	ortholog_one2one	94.6309	94.3775	100	100.00	0.0229	0.3049	1
ENSMUSG00000024885	19	3913493	3929761	ENSPTRG00000051435	11	67830125	67848993	ortholog_one2one	84.6154	84.6154	100		0.0788	1.0931	1
ENSMUSG00000025092	19	58795751	58860984	ENSPTRG00000002974	10	118422058	118600630	ortholog_one2one	94.0741	91.3669	100	100.00	0.0345	0.656	1
ENSMUSG00000095019	JH584303.1	81607	82689												
ENSMUSG00000034039	17	25318654	25322681												
ENSMUSG00000024352	18	35656690	35662186												
ENSMUSG00000024306	18	21810897	22171396	ENSPTRG00000009961	18	30011746	30490392	ortholog_one2one	50.2309	48.8215	100	100.00	0.434	1.1145	0
ENSMUSG00000067279	19	36731737	36736653	ENSPTRG00000041574	10	92983063	92988083	ortholog_one2one	86.4353	86.4353	100	58.16	0.0686	0.5128	1
ENSMUSG00000091938	4	42629719	42631714	ENSPTRG00000020890	9	35446965	35448733	ortholog_one2many	63.8889	70.4082	100	32.83	0.1922	0.356	1
ENSMUSG00000025016	19	41210842	41264004	ENSPTRG00000002797	10	97852405	97919809	ortholog_one2one	99.3186	93.131	100	100.00	0.0032	0.3713	1
ENSMUSG00000044201	18	34732997	34751533	ENSPTRG00000017284	5	138289511	138344469	ortholog_one2one	62.6398	55.1181	50	100.00	0.2658	0.5502	1
ENSMUSG00000073639	18	6765205	6790231	ENSPTRG00000002384	10	28411501	28447729	ortholog_one2one	99.0291	86.8085	50	83.56	0.0045	0.2669	1
ENSMUSG00000094155	X	34450524	34452020												
ENSMUSG00000024425	18	38418975	38464399	ENSPTRG00000017358	5	142145798	142203627	ortholog_one2one	96.8326	96.8326	100	84.54	0.0152	0.2645	1
ENSMUSG00000024989	19	38055025	38074425	ENSPTRG00000002766	10	94886880	94922610	ortholog_one2one	74.8918	74.569	100	100.00	0.1574	0.5971	1
ENSMUSG00000037013	18	14624198	14682914	ENSPTRG00000009931	18	23108889	23182078	ortholog_one2one	96.4115	96.4115	100	100.00	0.0169	0.3507	1
ENSMUSG00000024854	19	4231899	4233631	ENSPTRG00000003950	11	67451179	67453237	ortholog_one2one	83.1776	83.1776	100	1.28	0.0881	0.6316	1
ENSMUSG00000052673	12	69371835	69372458												
ENSMUSG00000060375	12	107488632	107489636												
ENSMUSG00000043445	17	24470473	24471591	ENSPTRG00000038980	16	2409557	2412397	ortholog_one2one	90.3427	90.3427	75	0.00	0.0471	0.6078	1
ENSMUSG00000092004	6	115227343	115259294												
ENSMUSG00000008482	17	24715839	24718057	ENSPTRG00000007620	16	2163234	2165582	ortholog_one2one	69.4561	67.4797	75	100.00	0.2124	0.7411	1
ENSMUSG00000092097	18	8694077	8694541	ENSPTRG00000007591	16	1545309	1594836	ortholog_one2many	86.3636	18.1446	0	0.00	0.0808	0.9547	0
ENSMUSG00000090673	19	41582370	41586536	ENSPTRG00000002801	10	98247802	98322784	ortholog_one2one	64.5733	51.5424	100	100.00	0.2276	0.6779	1
ENSMUSG00000054134	17	30954679	31010708	ENSPTRG00000013936	21	28603385	28669828	ortholog_one2one	62.4629	58.2699	50	36.77	0.2492	0.9348	0
ENSMUSG00000096379	Y	38574609	38575691												
ENSMUSG00000091285	18	9726197	9726670												
ENSMUSG00000095240	X	39862919	39863604												
ENSMUSG00000095229	X	31336454	31337950												
ENSMUSG00000095602	Y	7405010	7405552												
ENSMUSG00000024485	18	36528157	36541293	ENSPTRG00000017312	5	140372035	140387605	ortholog_one2one	82.5619	79.9791	100	100.00	0.1084	0.4691	1
ENSMUSG00000057561	18	46597704	46610225	ENSPTRG00000021728	X	20183099	20191790	ortholog_one2many	77.0833	89.5161	0		0.0723	1.58	0
ENSMUSG00000053729	18	44166358	44175073												
ENSMUSG00000033825	17	25366550	25368094												
ENSMUSG00000094462	7	42578466	42578588												
ENSMUSG00000097112	2	67432816	67433181												
ENSMUSG00000059734	19	3908870	3912717	ENSPTRG00000003978	11	67851847	67856342	ortholog_one2one	88.2076	89.0476	100	0.00	0.0639	1.1451	1
ENSMUSG00000096550	JH584299.1	477246	480331												
ENSMUSG00000079438	5	88154023	88154099												
ENSMUSG00000025025	19	53310506	53375810	ENSPTRG00000044935	10	111799392	111878947	ortholog_one2one	95.5932	95.5932	100	88.71	0.0211	0.3169	1
ENSMUSG00000071036	17	86497732	86505232												
ENSMUSG00000094855	JH584299.1	921942	924675												
ENSMUSG00000039954	18	43207697	43317481	ENSPTRG00000017379	5	147394047	147547159	ortholog_one2one	87.4372	84.8781	75	99.37	0.0726	0.5666	1
ENSMUSG00000036743	18	14706151	14762299	ENSPTRG00000009933	18	23224689	23281182	ortholog_one2one	94.4	92.1875	75	99.69	0.0318	0.5762	1
ENSMUSG00000039840	18	77938467	78035027	ENSPTRG00000009989	18	43094561	43214296	ortholog_one2one	83.7481	83.456	75	100.00	0.096	0.4975	1
ENSMUSG00000031600	8	40511783	40551134	ENSPTRG00000020019	8	16431675	16471118	ortholog_one2many	90.1763	90.1763	100	93.99	0.0522	0.3483	1
ENSMUSG00000031600	8	40511783	40551134	ENSPTRG00000045130	5	154744512	154746081	ortholog_one2many	63.2242	73.607	0		0.1587	0.517	0
ENSMUSG00000036278	19	7056768	7198061	ENSPTRG00000003818	11	64024758	64191610	ortholog_one2one	85.4489	84.9231	75	100.00	0.0742	0.6841	1
ENSMUSG00000045094	18	61493794	61536536	ENSPTRG00000017402	5	149751459	149834764	ortholog_one2one	79.142	65.4835	100	100.00	0.1298	0.6677	1
ENSMUSG00000073789	4	101020298	101020696												
ENSMUSG00000003779	18	34624624	34633265	ENSPTRG00000017281	5	138172386	138181323	ortholog_one2one	87.035	86.7416	100	100.00	0.0706	0.4931	1
ENSMUSG00000095386	4	104857329	104859137												
ENSMUSG00000042705	18	46958862	47087992	ENSPTRG00000017159	5	115679955	115893890	ortholog_one2one	88.6139	88.6139	50	68.15	0.0608	0.6212	0
ENSMUSG00000095754	X	31253894	31255381	ENSPTRG00000043533	X	56971245	56973114	ortholog_many2many	33.8583	54.7771	25		0.3319	0.7949	0
ENSMUSG00000095754	X	31253894	31255381	ENSPTRG00000045900	X	56986884	56988752	ortholog_many2many	34.252	55.414	25		0.3326	0.7928	0
ENSMUSG00000073565	18	51117898	51304641	ENSPTRG00000017170	5	120266101	120488675	ortholog_one2one	92.4342	92.4342	50	35.47	0.0401	0.3298	0
ENSMUSG00000096597	18	80089297	80089962												
ENSMUSG00000024510	18	52331536	52332986	ENSPTRG00000017171	5	121679313	121680041	ortholog_one2one	77.2152	75.6198	75	100.00	0.12	0.9737	1
ENSMUSG00000024078	17	74717750	74863570	ENSPTRG00000011820	2A	33283744	33495099	ortholog_one2one	84.1795	84.5789	100	98.58	0.0908	0.4932	1
ENSMUSG00000071648	19	8927382	8929356	ENSPTRG00000003773	11	62583562	62585864	ortholog_one2many	84.0456	84.0456	100	100.00	0.0979	0.3809	1
ENSMUSG00000071648	19	8927382	8929356	ENSPTRG00000050642	AACZ04057286.1	16710	19012	ortholog_one2many	84.0456	84.0456	100	100.00	0.0979	0.3809	1
ENSMUSG00000054069	8	106500522	106507342												
ENSMUSG00000045730	18	62177817	62179959	ENSPTRG00000017391	5	149033788	149072869	ortholog_one2one	83.4928	81.352	100	99.42	0.0954	0.7517	1
ENSMUSG00000024027	17	30901867	30936510	ENSPTRG00000018131	6	39506252	39543693	ortholog_one2one	92.4406	92.4406	50	96.92	0.0367	0.7792	1
ENSMUSG00000074720	GL456354.1	25923	27230												
ENSMUSG00000071855	18	46282151	46311928	ENSPTRG00000017147	5	114830631	114860230	ortholog_one2one	80.5714	79.9622	100	79.96	0.0984	0.8416	1
ENSMUSG00000052713	18	54888045	54990180	ENSPTRG00000017183	5	124464111	124576479	ortholog_one2one	93.3819	93.3201	75	100.00	0.0332	0.3758	1
ENSMUSG00000075480	11	106160850	106161158												
ENSMUSG00000091230	19	47170469	47171134	ENSPTRG00000017858	6	28097220	28097900	ortholog_one2many	74.2081	72.5664	0	0.00	0.1625	6.6085	0
ENSMUSG00000000673	17	83831356	83846790	ENSPTRG00000046058	2A	43749345	43774818	ortholog_one2one	86.3636	86.3636	100	100.00	0.0801	0.6007	1
ENSMUSG00000116275	1	133619871	133661380	ENSPTRG00000001876	1	182679237	182737664	ortholog_one2many	80.6818	78.8889	100	5.63	0.1093	0.4898	1
ENSMUSG00000024687	19	11965844	11994105	ENSPTRG00000003696	11	59376265	59416723	ortholog_one2one	96.0248	95.7869	75	97.91	0.0207	0.4052	1
ENSMUSG00000056399	17	25298394	25300161												
ENSMUSG00000094293	4	42091207	42092287												
ENSMUSG00000024248	17	83501919	83514333	ENSPTRG00000011865	2A	43328743	43343523	ortholog_one2one	73.1343	85.9649	100	0.82	0.0672	0.3483	1
ENSMUSG00000048799	18	53681724	53744547	ENSPTRG00000017181	5	123177424	123256044	ortholog_one2one	89.5749	89.7566	100	100.00	0.055	0.6443	1
ENSMUSG00000063590	19	8062209	8131982	ENSPTRG00000003800	11	63387329	63426758	ortholog_one2many	53.2609	53.1646	75	0.00	0.365	0.6502	1
ENSMUSG00000024530	18	67464849	67480581	ENSPTRG00000009880	18	5519770	5544228	ortholog_one2one	84.8837	75.6477	75	100.00	0.0739	0.9208	1
ENSMUSG00000062432	19	37685581	37693398	ENSPTRG00000002762	10	94438830	94446299	ortholog_one2one	87.6448	86.9732	100	100.00	0.0678	0.9573	1
ENSMUSG00000052387	19	22139119	22989884	ENSPTRG00000021014	9	47707096	48628422	ortholog_one2one	97.2109	97.7791	100	98.36	0.0101	0.4154	1
ENSMUSG00000025423	18	77065208	77155708	ENSPTRG00000009998	18	44074630	44181801	ortholog_one2one	97.9066	97.9066	100	58.68	0.0091	0.2677	1
ENSMUSG00000024661	19	9982703	9985092	ENSPTRG00000042813	X	147775658	147777719	ortholog_one2many	79.6703	86.3095	0		0.0761	0.5093	0
ENSMUSG00000024661	19	9982703	9985092	ENSPTRG00000049304	3	74347862	74348417	ortholog_one2many	82.967	87.2832	0		0.0618	0.3921	0
ENSMUSG00000024661	19	9982703	9985092	ENSPTRG00000048053	8	82885715	82887649	ortholog_one2many	70.3297	80.5031	0		0.1169	0.4329	0
ENSMUSG00000024661	19	9982703	9985092	ENSPTRG00000030979	2B	71251978	71252621	ortholog_one2many	80.2198	88.4848	0		0.0574	0.4018	0
ENSMUSG00000024661	19	9982703	9985092	ENSPTRG00000045739	KV421415.1	439744	444696	ortholog_one2many	79.6703	84.7953	0		0.0761	0.5093	0
ENSMUSG00000024661	19	9982703	9985092	ENSPTRG00000050024	5	17698208	17698549	ortholog_one2many	52.7473	84.9557	0		0.0703	0.3605	0
ENSMUSG00000024661	19	9982703	9985092	ENSPTRG00000050975	11	61920430	61928331	ortholog_one2many	92.3077	91.8033	100		0.0364	0.3951	1
ENSMUSG00000024661	19	9982703	9985092	ENSPTRG00000051347	13	7293418	7293759	ortholog_one2many	53.8462	86.7257	0		0.0614	0.3547	0
ENSMUSG00000024758	19	7425901	7483289	ENSPTRG00000003809	11	63704371	63783546	ortholog_one2many	69.8133	65.2132	75	0.00	0.2083	0.4072	1
ENSMUSG00000024758	19	7425901	7483289	ENSPTRG00000041132	4	149072724	149073509	ortholog_one2many	20.1245	80.8333	0		0.0588	0.4243	0
ENSMUSG00000094845	11	69876684	69878018	ENSPTRG00000008680	17	7619116	7621654	ortholog_one2one	52.8409	45.8128	100	50.00	0.3562	0.6959	0
ENSMUSG00000024107	17	88741549	88791976	ENSPTRG00000011912	2A	49830384	49900595	ortholog_one2one	81.5714	81.6881	75	100.00	0.1049	0.5308	1
ENSMUSG00000097386	11	69120054	69122589												
ENSMUSG00000024570	18	80192265	80200658	ENSPTRG00000010137	18	77988144	78035592	ortholog_one2one	57.4286	58.6006	100	0.00	0.2859	0.9161	1
ENSMUSG00000094354	Y	40380441	40381523												
ENSMUSG00000094227	Y	13941738	13942280												
ENSMUSG00000024036	17	31295483	31350696	ENSPTRG00000013945	21	29053533	29123887	ortholog_one2one	86.8173	86.4916	100	92.09	0.0728	0.8555	1
ENSMUSG00000097078	4	88721805	88722842												
ENSMUSG00000091195	11	31182376	31182462												
ENSMUSG00000091821	X	123221399	123222481												
ENSMUSG00000032937	17	88985170	89200612	ENSPTRG00000011914	2A	50110493	50305007	ortholog_one2one	87.5723	87.1942	50	97.37	0.0664	0.4704	1
ENSMUSG00000045053	17	83585957	83631895	ENSPTRG00000011866	2A	43423324	43485943	ortholog_one2one	96.3048	95.6422	100	100.00	0.0174	0.2988	1
ENSMUSG00000056481	19	5068078	5070637	ENSPTRG00000028521	11	66409154	66411427	ortholog_one2one	78.3007	79.1281	100	100.00	0.1208	0.5254	1
ENSMUSG00000091731	10	58713606	58718210												
ENSMUSG00000078488	10	6740629	6761761												
ENSMUSG00000096271	GL456350.1	211325	212455	ENSPTRG00000020891	9	35466413	35467570	ortholog_one2many	71.4286	70.8955	0	17.01	0.1742	0.5044	0
ENSMUSG00000094727	X	32973897	32975846												
ENSMUSG00000094661	JH584294.1	102539	104139	ENSPTRG00000020890	9	35446965	35448733	ortholog_one2many	63.8889	70.4082	50	68.89	0.1922	0.356	0
ENSMUSG00000058881	18	82910879	83005314	ENSPTRG00000010121	18	74097885	74206993	ortholog_one2one	81.5903	81.1694	100	6.08	0.0946	0.9406	1
ENSMUSG00000024940	19	5740904	5758532	ENSPTRG00000003880	11	65601498	65621730	ortholog_one2one	94.174	90.9792	100	100.00	0.0283	0.8445	1
ENSMUSG00000090942	18	60293380	60303016												
ENSMUSG00000040888	17	24693191	24696156	ENSPTRG00000045515	16	2178403	2184346	ortholog_one2one	77.7778	75.4902	100		0.1148	0.9168	1
ENSMUSG00000091306	14	54640952	54648293												
ENSMUSG00000024565	18	80966376	80986578	ENSPTRG00000010126	18	76794096	76811189	ortholog_one2one	81.0096	78.3721	100	96.92	0.095	1.5406	1
ENSMUSG00000047379	19	5038826	5041134	ENSPTRG00000003921	11	66439563	66441810	ortholog_one2one	96.6265	96.6265	100	100.00	0.0163	0.7485	1
ENSMUSG00000024131	17	85028347	85064243	ENSPTRG00000011883	2A	45286887	45332565	ortholog_one2one	81.0219	81.0219	100	100.00	0.1031	0.6846	1
ENSMUSG00000074302	8	65075033	65077480												
ENSMUSG00000045008	10	43174704	43176562												
ENSMUSG00000024912	19	5447703	5455945	ENSPTRG00000003901	11	65959416	65968123	ortholog_one2one	88.6447	89.2989	100	100.00	0.0617	0.7529	1
ENSMUSG00000051412	GL456233.1	10738	39148	ENSPTRG00000046127	X	155411399	155474149	ortholog_one2one	66.3636	56.1538	50	18.39	0.2812	0.6805	0
ENSMUSG00000079580	17	29526033	29549593	ENSPTRG00000018119	6	37614716	37620757	ortholog_one2one	53.4392	44.1048	100	0.00	0.3473	2.1524	0
ENSMUSG00000090853	13	41273803	41273977												
ENSMUSG00000056917	19	5651185	5663707	ENSPTRG00000034510	11	65702203	65713804	ortholog_one2one	89.9807	89.6353	100	66.60	0.0514	0.7435	1
ENSMUSG00000073682	4	155614413	155645408												
ENSMUSG00000061613	17	31647082	31658754	ENSPTRG00000045377	11	72197365	72198408	ortholog_one2one	77.4059	86.0465	0		0.0646	0.625	0
ENSMUSG00000090291	19	10455371	10457447	ENSPTRG00000051448	11	61374246	61375124	ortholog_one2one	95.5479	95.5479	100		0.0194	0.6811	1
ENSMUSG00000025200	19	44108644	44135876	ENSPTRG00000002843	10	101670308	101705986	ortholog_one2one	89.9441	89.777	100	58.99	0.0517	0.3876	1
ENSMUSG00000057506	19	44139266	44146446	ENSPTRG00000038697	10	101709084	101718600	ortholog_one2one	93.7063	94.3662	100	0.00	0.0223	0.6997	1
ENSMUSG00000033717	19	54045182	54048982	ENSPTRG00000029720	10	112684659	112686056	ortholog_one2one	92.4731	92.4731	100	100.00	0.034	1.2035	1
ENSMUSG00000024246	17	81026327	81065085	ENSPTRG00000011860	2A	40522434	40565020	ortholog_one2one	62.8788	66.004	75	100.00	0.218	0.7178	1
ENSMUSG00000024696	19	12798606	12833807	ENSPTRG00000003681	11	58308018	58359692	ortholog_one2one	84.456	83.376	75	100.00	0.0881	0.3935	1
ENSMUSG00000072437	19	60755987	60759913	ENSPTRG00000013314	10	120798977	120799849	ortholog_one2one	83.8951	77.2414	100	50.00	0.0763	0.9732	1
ENSMUSG00000095755	JH584293.1	83395	84475												
ENSMUSG00000091159	9	22454290	22462062												
ENSMUSG00000090625	2	174330319	174346712												
ENSMUSG00000095567	4	156236010	156247616	ENSPTRG00000050965	1	58168	72585	ortholog_one2many	70	76.8668	75		0.1338	1.1204	1
ENSMUSG00000095567	4	156236010	156247616	ENSPTRG00000022530	7	163442383	163458026	ortholog_one2many	74	74.4966	75	0.00	0.1497	1.2176	1
ENSMUSG00000095567	4	156236010	156247616	ENSPTRG00000050461	KV420797.1	25238	28383	ortholog_one2many	68.4	72.4576	0		0.1581	1.2147	0
ENSMUSG00000066936	1	132229048	132229767												
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000021921	X	48343964	48353107	ortholog_many2many	36.1702	15.6682	25	0.00	0.6092	0.5534	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000045826	AACZ04050182.1	403	10395	ortholog_many2many	36.1702	18.0851	25		0.6092	0.4875	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000050259	AACZ04072454.1	9238	19869	ortholog_many2many	35.1064	15.4206	0		0.6126	0.5585	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000047209	KV421443.1	79100	87104	ortholog_many2many	35.1064	14.7982	25		0.6517	0.4075	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000042703	X	48372296	48380300	ortholog_many2many	35.1064	14.8649	0		0.6517	0.4075	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000051358	X	48421778	48487506	ortholog_many2many	37.234	15.6951	0		0.5746	0.5167	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000023969	X	48458603	48468595	ortholog_many2many	36.1702	18.0851	25	0.00	0.6092	0.4875	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000052305	AACZ04050182.1	19136	29128	ortholog_many2many	36.1702	18.0851	0		0.6092	0.4875	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000021919	X	48315108	48327554	ortholog_many2many	38.2979	19.6721	25	0.00	0.5666	0.4728	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000050208	AACZ04072454.1	60716	71271	ortholog_many2many	35.1064	15.4206	25		0.6126	0.5585	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000021857	X	52501842	52509730	ortholog_many2many	40.4255	20.2128	0	0.00	0.5599	0.437	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000047885	KV421443.1	55865	144303	ortholog_many2many	38.2979	19.6721	0		0.5666	0.4728	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000049141	KV421443.1	27757	38195	ortholog_many2many	37.234	18.617	25		0.5746	0.5167	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000048744	KV421443.1	106290	115434	ortholog_many2many	36.1702	15.6682	25		0.6092	0.5534	0
ENSMUSG00000095316	X	21174439	21175653	ENSPTRG00000050948	X	52523364	52530258	ortholog_many2many	23.4043	12.4294	25		0.7194	0.4873	0
ENSMUSG00000079773	GL456350.1	173252	174286	ENSPTRG00000042745	9	35422756	35423386	ortholog_one2many	86.2069	86.2069	0		0.0644	0.3513	0
ENSMUSG00000033863	19	23141226	23166911	ENSPTRG00000044252	9	47543707	47573700	ortholog_one2one	96.7213	96.7213	100	71.75	0.0141	0.265	1
ENSMUSG00000024614	18	90510154	90543267	ENSPTRG00000010099	18	66282870	66324073	ortholog_one2one	89.9123	90.3084	50	98.60	0.0517	0.3948	1
ENSMUSG00000033960	18	4634929	4682868	ENSPTRG00000002395	10	31002545	31043565	ortholog_one2one	54.2424	52.8804	75	1.42	0.3309	0.7655	1
ENSMUSG00000096100	GL456211.1	66955	67326												
ENSMUSG00000095860	Y	10553453	10553992												
ENSMUSG00000096930	4	56740070	56741377												
ENSMUSG00000090551	4	108847399	108848619												
ENSMUSG00000050370	19	34473786	34475135	ENSPTRG00000002731	10	90440793	90441611	ortholog_one2one	71.1409	77.9412	100	89.80	0.1145	1.3721	1
ENSMUSG00000039615	17	25830636	25833361	ENSPTRG00000007553	16	761355	763972	ortholog_one2one	97.3684	97.6898	100	100.00	0.0098	1.2878	1
ENSMUSG00000024665	19	10064164	10101503	ENSPTRG00000003753	11	61694258	61828740	ortholog_one2one	87.3874	87.3874	100	62.53	0.0619	0.7044	1
ENSMUSG00000091614	17	29519281	29519790												
