Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Human gene stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	dN with Human	dS with Human	Human orthology confidence [0 low, 1 high]
MGP_PahariEiJ_G0027017	4	105346926	105387035	ENSG00000283761	1	99970011	100083321	ortholog_one2one	97.4359	31.9776	100	64.88	0.0124	0.4279	0
MGP_PahariEiJ_G0012964	1	18397372	18405875	ENSG00000063176	19	48619291	48630717	ortholog_one2one	82.7141	78.2875	100	100.00	0.1028	0.7911	1
MGP_PahariEiJ_G0017928	14	45889781	45902368	ENSG00000160602	17	28725897	28743455	ortholog_one2one	93.2665	94.0751	100	53.05	0.0288	0.6171	1
MGP_PahariEiJ_G0027639	5	66456718	66537431	ENSG00000130147	2	234951973	235055714	ortholog_one2one	92.2997	92.108	100	100.00	0.0382	0.9645	1
MGP_PahariEiJ_G0021684	19	87149199	87166962	ENSG00000105072	19	16496311	16521352	ortholog_one2one	48.2702	44.5967	100	96.16	0.3877	0.9656	0
MGP_PahariEiJ_G0016246	12	14002262	14008214	ENSG00000099899	22	20111866	20117392	ortholog_one2one	82.5449	78.6936	100	100.00	0.1028	0.857	1
MGP_PahariEiJ_G0026692	4	81084575	81087797	ENSG00000196420	1	153537147	153541765	ortholog_one2one	93.5484	94.5652	100	100.00	0.0219	0.9127	1
MGP_PahariEiJ_G0013396	1	74719143	74721439	ENSG00000175518	11	5514393	5516705	ortholog_one2one	45.5738	58.5263	100	100.00	0.3079	0.5675	0
MGP_PahariEiJ_G0029683	7	79063489	79139548	ENSG00000187105	14	73478484	73558947	ortholog_one2one	64.3158	59.5517	75	100.00	0.2389	0.6047	1
MGP_PahariEiJ_G0024785	3	14135573	14138752	ENSG00000148290	9	133351755	133356676	ortholog_one2one	74.8366	76.3333	100	100.00	0.1452	0.6358	1
MGP_PahariEiJ_G0024524	23	30719084	30748232	ENSG00000136295	7	2631951	2664802	ortholog_one2one	94.2748	94.4551	50	67.21	0.0242	0.9403	0
MGP_PahariEiJ_G0023972	22	29606392	29670311	ENSG00000146267	6	99271169	99350062	ortholog_one2one	98.2885	98.2885	100	100.00	0.0075	0.3468	1
MGP_PahariEiJ_G0015985	11	45265833	45267688	ENSG00000152684	5	52787940	52804046	ortholog_one2one	97.1429	97.1429	75	54.99	0.0125	0.5799	1
MGP_PahariEiJ_G0015361	10	80481394	80628557	ENSG00000118420	6	82892398	83065841	ortholog_one2one	78.2609	74.036	100	100.00	0.1322	0.4403	1
MGP_PahariEiJ_G0031221	9	53920396	54175623	ENSG00000111110	12	62643982	62935037	ortholog_one2one	96.4912	96.3035	100	100.00	0.015	0.4932	1
MGP_PahariEiJ_G0028847	6	80362338	80386852	ENSG00000162521	1	32651142	32686211	ortholog_one2one	100	100	100	55.00	0	0	1
MGP_PahariEiJ_G0019305	16	23086333	23148321	ENSG00000086288	7	37848597	37900401	ortholog_one2one	62.862	62.7551	75	64.64	0.2692	0.6839	1
MGP_PahariEiJ_G0015250	10	61914360	61917847	ENSG00000185088	15	63125872	63158021	ortholog_one2one	100	100	100	100.00	0	0	1
MGP_PahariEiJ_G0024067	22	47730830	47759485	ENSG00000122733	9	34957608	34982544	ortholog_one2one	89	89	100	100.00	0.0584	0.4492	1
MGP_PahariEiJ_G0020986	19	1484694	1492617	ENSG00000129990	19	55171199	55180441	ortholog_one2one	90.6736	90.6736	100	100.00	0.0468	0.8317	1
MGP_PahariEiJ_G0026428	4	46943125	46953424	ENSG00000120686	13	38349849	38363619	ortholog_one2one	78.8235	65.0485	100	52.69	0.1465	1.18	1
MGP_PahariEiJ_G0028792	6	76152742	76181460	ENSG00000163875	1	37492575	37514774	ortholog_one2one	91.6667	87.5622	100	100.00	0.0287	0.6257	1
MGP_PahariEiJ_G0017791	14	38915498	38998606	ENSG00000105483	19	48180770	48255946	ortholog_one2one	26.5873	24.9534	0	0.68	0.7974	61.1589	0
MGP_PahariEiJ_G0028237	5	154920011	155049920	ENSG00000143502	1	223220819	223364202	ortholog_one2one	91.2245	91.2245	100	100.00	0.0443	0.4094	1
MGP_PahariEiJ_G0016862	13	25120002	25142058	ENSG00000099995	22	30331988	30356947	ortholog_one2one	98.1037	97.8562	100	100.00	0.0092	0.4829	1
MGP_PahariEiJ_G0031559	X	29902695	29909900	ENSG00000177485	X	120250752	120258398	ortholog_one2one	87.7612	87.5	100	100.00	0.0639	0.3119	1
MGP_PahariEiJ_G0025719	3	112005326	112043162	ENSG00000153214	2	112055223	112119318	ortholog_one2one	87.9279	87.9279	100	100.00	0.074	0.3751	1
MGP_PahariEiJ_G0019877	17	39739229	39742723	ENSG00000198576	8	142611044	142614472	ortholog_one2one	92.9293	92.9293	100	100.00	0.0326	2.3835	1
MGP_PahariEiJ_G0016294	12	16256273	16266207	ENSG00000090534	3	184371935	184381968	ortholog_one2one	71.3483	71.9547	100	100.00	0.1777	0.3354	1
MGP_PahariEiJ_G0018215	14	65863590	65872650	ENSG00000141738	17	39737927	39747291	ortholog_one2one	89.5327	86.3063	100	100.00	0.0538	0.6747	1
MGP_PahariEiJ_G0031358	9	82276958	82318622	ENSG00000139350	12	96907223	96953777	ortholog_one2one	85.3253	84.5577	100	100.00	0.0843	0.4772	1
MGP_PahariEiJ_G0026704	4	82688113	82695048												
MGP_PahariEiJ_G0027500	5	52965134	52970876	ENSG00000144579	2	218398256	218405941	ortholog_one2one	98.4674	98.4674	100	100.00	0.0034	0.5157	1
MGP_PahariEiJ_G0017978	14	48248450	48533588	ENSG00000176658	17	32492522	32877177	ortholog_one2one	97.2167	97.2167	100	100.00	0.0114	0.5079	1
MGP_PahariEiJ_G0017536	14	26482391	26483407	ENSG00000196944	1	248361581	248362627	ortholog_many2many	76.7516	69.2529	50	45.85	0.1406	0.5161	0
MGP_PahariEiJ_G0017536	14	26482391	26483407	ENSG00000182783	1	248556912	248562772	ortholog_many2many	76.4331	76.1905	50	12.42	0.1298	0.601	0
MGP_PahariEiJ_G0017536	14	26482391	26483407	ENSG00000203661	1	248488589	248491113	ortholog_many2many	76.1146	75.873	25	50.00	0.1312	0.5932	0
MGP_PahariEiJ_G0028003	5	134642337	134649917	ENSG00000117560	1	172659018	172666874	ortholog_one2one	75.3571	75.089	100	79.54	0.1361	0.4099	1
MGP_PahariEiJ_G0019575	16	52511979	52536679	ENSG00000198000	9	92297358	92325636	ortholog_one2one	63.0043	62.8963	75	100.00	0.2303	0.5614	1
MGP_PahariEiJ_G0018430	14	72640407	72700804	ENSG00000011028	17	62627401	62693597	ortholog_one2one	90.0609	90.0609	100	98.01	0.048	0.6624	1
MGP_PahariEiJ_G0026775	4	85355289	85358278	ENSG00000163154	1	151156629	151159749	ortholog_one2one	94.0217	94.0217	100	100.00	0.0327	0.9818	1
MGP_PahariEiJ_G0031481	X	3979718	3984387	ENSG00000165175	X	38801432	38806537	ortholog_one2one	86.8852	86.8852	100	100.00	0.0617	0.8006	1
MGP_PahariEiJ_G0030520	8	64131604	64164379	ENSG00000136159	13	48037567	48047222	ortholog_one2many	84.7059	87.8049	75	66.91	0.0653	0.7922	1
MGP_PahariEiJ_G0027179	4	133957144	133993147	ENSG00000137976	1	84398532	84415018	ortholog_one2one	70.1408	68.9751	100	78.40	0.1994	0.5586	1
MGP_PahariEiJ_G0026929	4	95719301	95737493	ENSG00000134216	1	111290862	111320566	ortholog_one2many	64.7332	58.6134	75	84.33	0.2293	0.7933	1
MGP_PahariEiJ_G0019527	16	44269481	44437625	ENSG00000111859	6	11183298	11382348	ortholog_one2one	88.2353	88.1295	50	100.00	0.0641	0.6516	1
MGP_PahariEiJ_G0014473	1	155068605	155111680	ENSG00000198018	10	99659506	99706240	ortholog_one2one	94.2053	94.2053	75	100.00	0.0316	0.5194	1
MGP_PahariEiJ_G0016046	11	57039691	57048807	ENSG00000113456	5	34905264	34918989	ortholog_one2one	90	89.3617	100	51.50	0.0532	0.4727	1
MGP_PahariEiJ_G0025550	3	99373676	99579773	ENSG00000134138	15	36889204	37101299	ortholog_one2one	99.3711	99.3711	100	100.00	0.0029	0.1835	1
MGP_PahariEiJ_G0018288	14	67525252	67529479												
MGP_PahariEiJ_G0019522	16	44057128	44065944	ENSG00000124827	6	10873223	10881941	ortholog_one2one	68.254	67.9842	100	100.00	0.2043	0.521	1
MGP_PahariEiJ_G0016517	12	50341721	50406769	ENSG00000144820	3	100609589	100695479	ortholog_one2one	71.301	70.138	100	56.18	0.2059	0.6013	1
MGP_PahariEiJ_G0025519	3	95624424	95625386	ENSG00000182854	15	101812202	101820197	ortholog_one2one	84.0625	86.2179	50	53.80	0.0821	0.5624	0
MGP_PahariEiJ_G0014954	10	37530834	37626789	ENSG00000154114	11	121024072	121090775	ortholog_one2many	93.4389	97.4057	100	65.61	0.0124	0.5685	1
MGP_PahariEiJ_G0014954	10	37530834	37626789	ENSG00000285509	11	121024125	121113108	ortholog_one2many	71.267	66.0377	100	71.20	0.1435	0.7436	1
MGP_PahariEiJ_G0023567	21	20733934	20737701	ENSG00000162004	16	722582	726954	ortholog_one2one	46.6819	46.5753	100	100.00	0.4506	1.1808	0
MGP_PahariEiJ_G0028805	6	77351236	77378824	ENSG00000171812	1	36095236	36125220	ortholog_one2one	93.5622	93.0299	100	54.62	0.0392	0.4231	1
MGP_PahariEiJ_G0023199	20	40115740	40141762												
MGP_PahariEiJ_G0027995	5	133910168	133938858	ENSG00000117593	1	173824568	173858808	ortholog_one2one	83.7672	84.8062	100	58.14	0.0862	0.5057	1
MGP_PahariEiJ_G0024260	23	11327081	11340071	ENSG00000135148	12	112125501	112153609	ortholog_one2one	75.1736	74.3986	100	65.21	0.1487	0.5597	1
MGP_PahariEiJ_G0029369	7	9273867	9278557	ENSG00000240857	2	18554723	18560680	ortholog_one2one	88.3234	87.7976	100	100.00	0.0667	0.5808	1
MGP_PahariEiJ_G0027135	4	126421958	126561106	ENSG00000138698	4	98261384	98443861	ortholog_one2one	95.2224	95.0658	100	61.81	0.0247	0.4141	1
MGP_PahariEiJ_G0025331	3	74056908	74057846	ENSG00000181939	11	55554307	55555419	ortholog_one2many	69.5513	58.6486	75	49.55	0.192	0.7689	1
MGP_PahariEiJ_G0031444	X	1834625	1853127	ENSG00000147144	X	49053572	49069857	ortholog_one2one	89.1892	80.6034	100	56.29	0.0613	0.4435	1
MGP_PahariEiJ_G0023227	20	42994699	43026347	ENSG00000103187	16	84565594	84618077	ortholog_one2one	95.0704	95.0704	100	100.00	0.0208	1.2599	1
MGP_PahariEiJ_G0021001	19	1766630	1786492	ENSG00000187902	19	55428740	55442863	ortholog_one2one	91.6667	92.0074	100	100.00	0.0391	0.8023	1
MGP_PahariEiJ_G0024280	23	12203391	12231430	ENSG00000204852	12	110614027	110649430	ortholog_one2one	69.3086	69.4257	100	61.14	0.2022	0.7884	1
MGP_PahariEiJ_G0017704	14	37405880	37422666	ENSG00000141499	17	7686071	7703502	ortholog_one2one	78.0488	75.9124	100	100.00	0.1338	0.5445	1
MGP_PahariEiJ_G0021892	2	43207356	43726213	ENSG00000081803	7	122318425	122886759	ortholog_one2one	95.3221	95.9105	100	100.00	0.0185	0.4239	1
MGP_PahariEiJ_G0014530	1	157926470	157947727	ENSG00000156398	10	102714538	102743492	ortholog_one2one	89.7516	89.7516	100	100.00	0.0477	0.7108	1
MGP_PahariEiJ_G0014228	1	123776180	123820497	ENSG00000166900	11	59713456	59805882	ortholog_one2one	97.9239	97.9239	100	59.30	0.0094	0.4324	1
MGP_PahariEiJ_G0028680	6	68165643	68237770	ENSG00000070785	1	44850522	44986722	ortholog_one2one	92.2535	86.9469	100	100.00	0.038	0.3553	1
MGP_PahariEiJ_G0017608	14	29519294	29525300	ENSG00000166484	17	19377721	19383544	ortholog_one2one	92.3833	92.1569	100	93.45	0.0374	0.5453	1
MGP_PahariEiJ_G0031885	X	94896308	94901852												
MGP_PahariEiJ_G0015977	11	43806741	43833064	ENSG00000178996	5	54517759	54546585	ortholog_one2one	84.065	82.3248	100	58.73	0.09	1.2988	1
MGP_PahariEiJ_G0030939	9	44051672	44059260	ENSG00000141934	19	281040	291504	ortholog_one2one	83.6957	74.7573	50	100.00	0.0981	0.907	1
MGP_PahariEiJ_G0026527	4	70436709	70538341	ENSG00000052795	4	158769138	158908049	ortholog_one2one	74.5732	74.5063	100	52.47	0.15	0.5904	1
MGP_PahariEiJ_G0025457	3	88070242	88126480												
MGP_PahariEiJ_G0021524	19	70536731	70635791	ENSG00000150625	4	175632934	176002664	ortholog_one2one	99.2806	99.2806	100	52.21	0.0034	0.3587	1
MGP_PahariEiJ_G0026735	4	83271978	83273271												
MGP_PahariEiJ_G0013084	1	45694846	45769389	ENSG00000140557	15	92393828	92468728	ortholog_one2one	96.8	96.8	100	84.45	0.0155	0.424	1
MGP_PahariEiJ_G0028362	6	7128091	7140182	ENSG00000136783	9	104747688	104760122	ortholog_many2many	82.9959	82.9959	75	60.50	0.0942	0.5181	1
MGP_PahariEiJ_G0028362	6	7128091	7140182	ENSG00000165028	9	104764157	104777457	ortholog_many2many	77.7328	77.7328	75	75.78	0.1293	0.5435	1
MGP_PahariEiJ_G0027054	4	112882701	112892505												
MGP_PahariEiJ_G0028551	6	53881302	53903819	ENSG00000152760	1	66752459	66778787	ortholog_one2one	62.4277	60.3352	100	95.46	0.3133	0.7192	1
MGP_PahariEiJ_G0022532	2	133296739	133299310												
MGP_PahariEiJ_G0017874	14	43163621	43171632	ENSG00000167711	17	1742836	1755268	ortholog_one2one	73.9308	73.9308	100	68.20	0.1555	0.5759	1
MGP_PahariEiJ_G0030382	8	50297840	50308004	ENSG00000136147	13	49495610	49528987	ortholog_one2many	52.3013	37.7644	75	100.00	0.2914	0.5051	0
MGP_PahariEiJ_G0027902	5	113359209	113531996	ENSG00000134376	1	197268204	197478455	ortholog_one2one	75.9431	75.889	100	62.28	0.1426	0.4529	1
MGP_PahariEiJ_G0029153	6	99585961	99600278	ENSG00000120948	1	11012344	11026420	ortholog_one2one	95.8937	95.8937	100	53.75	0.0189	0.5294	1
MGP_PahariEiJ_G0023758	21	41737006	41819272	ENSG00000203734	6	138795926	138904070	ortholog_one2one	55.5806	54.5354	100	57.39			1
MGP_PahariEiJ_G0023367	21	4370747	4464669	ENSG00000146477	6	160348268	160452581	ortholog_one2one	88.0218	87.2302	100	100.00	0.065	0.5502	1
MGP_PahariEiJ_G0030663	9	5610104	5806940	ENSG00000010810	6	111660332	111873452	ortholog_one2one	90.5085	99.4413	100	70.00	0.0025	0.3017	1
MGP_PahariEiJ_G0017405	14	17631553	17637435												
MGP_PahariEiJ_G0016705	12	87152384	87166239	ENSG00000182093	21	39377698	39428528	ortholog_one2one	94.2529	94.2529	75	100.00	0.0288	0.7894	1
MGP_PahariEiJ_G0028627	6	62566491	62610729												
MGP_PahariEiJ_G0021060	19	9841390	9848477	ENSG00000130726	19	58544091	58550722	ortholog_one2one	93.4132	93.4132	100	100.00	0.0301	0.7621	1
MGP_PahariEiJ_G0023804	21	46901472	46907038												
MGP_PahariEiJ_G0013447	1	75821151	75849952	ENSG00000110171	11	6448613	6474459	ortholog_one2one	98.6559	98.6559	100	100.00	0.0069	0.4713	1
MGP_PahariEiJ_G0012901	1	17508699	17532579	ENSG00000104951	19	49889654	49929539	ortholog_one2one	64.6875	70.2886	100	100.00	0.1794	1.627	1
MGP_PahariEiJ_G0022629	2	140214621	140250278	ENSG00000285238	12	6556886	6607367	ortholog_one2many	84.086	93.5966	75	100.00	0.0175	0.4813	1
MGP_PahariEiJ_G0022629	2	140214621	140250278	ENSG00000111642	12	6570082	6614524	ortholog_one2many	98.0645	95.3975	100	100.00	0.0063	0.4427	1
MGP_PahariEiJ_G0031875	X	93227673	93248856	ENSG00000122145	X	80014756	80031769	ortholog_one2one	70.6215	72.1154	100	100.00	0.1692	0.4332	1
MGP_PahariEiJ_G0027781	5	102766337	102813738	ENSG00000115850	2	135787840	135837180	ortholog_one2one	79.1192	79.2423	100	100.00	0.1259	0.7487	1
MGP_PahariEiJ_G0012725	1	2851739	2864659												
MGP_PahariEiJ_G0026274	4	2040097	2060055	ENSG00000164751	8	76980258	77001044	ortholog_one2one	87.8689	87.8689	100	100.00	0.0667	0.4775	1
MGP_PahariEiJ_G0024566	23	34164632	34248120	ENSG00000164715	7	98106885	98209633	ortholog_one2one	77.7628	76.7798	75	100.00	0.1308	0.7496	1
MGP_PahariEiJ_G0019807	17	21032567	21174593	ENSG00000155792	8	119873717	120050913	ortholog_one2one	97.5369	96.8215	100	100.00	0.0109	0.5473	1
MGP_PahariEiJ_G0012691	1	1737124	1739655	ENSG00000128626	19	38930548	38933162	ortholog_one2one	83.4532	84.058	100	95.06	0.0862	2.9664	1
MGP_PahariEiJ_G0022776	2	153055389	153072077	ENSG00000008394	12	16347142	16609259	ortholog_one2one	81.9355	81.9355	100	100.00	0.1042	1.0651	1
MGP_PahariEiJ_G0019899	17	40590543	40606042	ENSG00000176956	8	143157914	143160711	ortholog_one2one	88.75	88.1988	100	100.00	0.059	0.5417	1
MGP_PahariEiJ_G0031311	9	72443719	72465061	ENSG00000180318	12	85280107	85301784	ortholog_one2one	96.6258	96.6258	100	100.00	0.0152	0.4442	1
MGP_PahariEiJ_G0019631	16	58222124	58240022	ENSG00000196923	5	177483394	177497606	ortholog_one2one	93.2166	93.2166	100	100.00	0.0312	0.6789	1
MGP_PahariEiJ_G0027313	5	19513343	19524920	ENSG00000204640	2	100470482	100483280	ortholog_one2one	64.2384	63.3987	100	100.00	0.2112	0.4703	1
MGP_PahariEiJ_G0031533	X	28466730	28474622	ENSG00000101856	X	119236245	119244466	ortholog_one2one	95.3846	95.3846	100	100.00	0.0205	0.4099	1
MGP_PahariEiJ_G0029766	7	92792506	92800553	ENSG00000140030	14	88005124	88014811	ortholog_one2one	78.635	78.635	100	100.00	0.1272	0.8198	1
MGP_PahariEiJ_G0022486	2	129350303	129362157	ENSG00000254999	3	10115592	10127190	ortholog_one2one	98.6667	98.6667	100	100.00	0.0055	0.3557	1
MGP_PahariEiJ_G0016779	13	11475971	11614800	ENSG00000143995	2	66433452	66573869	ortholog_one2one	81.2903	96.9231	100	100.00	0.02	0.1777	1
MGP_PahariEiJ_G0021853	2	29685348	29887950	ENSG00000219545	7	7640711	7968020	ortholog_one2many	66.0377	76.6423	100	95.94	0.1262	0.4336	1
MGP_PahariEiJ_G0025576	3	102552967	102575130	ENSG00000137824	15	40735884	40755851	ortholog_one2one	84.0426	84.0426	100	100.00	0.084	0.4641	1
MGP_PahariEiJ_G0014030	1	116469740	116484437	ENSG00000179292	11	66291870	66296664	ortholog_one2one	97.0085	97.0085	100	100.00	0.0148	1.5979	1
MGP_PahariEiJ_G0019828	17	24596873	24639772	ENSG00000164983	8	124306189	124372692	ortholog_one2one	93.1624	90.8333	100	100.00	0.032	0.2462	1
MGP_PahariEiJ_G0031082	9	47078527	47079793	ENSG00000185821	12	55426254	55427192	ortholog_one2many	76.7196	46.4744	0	50.00	0.0983	0.6404	0
MGP_PahariEiJ_G0024720	3	12441600	12442987	ENSG00000176101	9	137188647	137190370	ortholog_one2one	96.6387	96.6387	100	80.07	0.0147	1.4828	1
MGP_PahariEiJ_G0014519	1	157477929	157490597	ENSG00000107859	10	102230186	102241474	ortholog_one2one	98.0132	98.0132	100	100.00	0.0071	1.0061	1
MGP_PahariEiJ_G0027532	5	53744350	53762220	ENSG00000054356	2	219289623	219309648	ortholog_one2one	87.0672	87.334	100	100.00	0.0674	0.4822	1
MGP_PahariEiJ_G0023184	20	35299458	35311423	ENSG00000034713	16	75566351	75577881	ortholog_one2one	100	100	100	100.00	0	0	1
MGP_PahariEiJ_G0030216	8	41197589	41211848												
MGP_PahariEiJ_G0020240	17	63155403	63172067	ENSG00000257987	12	48727435	48765786	ortholog_one2one	79.3893	79.3893	100	100.00	0.117	0.7393	1
MGP_PahariEiJ_G0031913	X	107031421	107057747												
MGP_PahariEiJ_G0026714	4	82853158	82853391	ENSG00000184148	1	152970666	152972574	ortholog_one2one	72.7273	70.8861	75	100.00	0.2949	1.0079	1
MGP_PahariEiJ_G0018436	14	73325405	73347080	ENSG00000173826	17	63523334	63548977	ortholog_one2one	89.5789	85.6137	100	100.00	0.0518	0.6415	1
MGP_PahariEiJ_G0024414	23	25536048	25550333	ENSG00000146755	7	73312539	73328082	ortholog_one2one	88.0165	87.4743	75	50.05	0.0611	1.154	1
MGP_PahariEiJ_G0017015	13	54704283	54864976	ENSG00000174145	4	37244220	37449465	ortholog_one2one	94.5465	94.5465	100	100.00	0.0268	0.5328	1
MGP_PahariEiJ_G0019774	17	8658259	8663120	ENSG00000174429	8	106759483	106770245	ortholog_one2one	80.2667	79.0026	100	100.00	0.1169	0.5703	1
MGP_PahariEiJ_G0028212	5	152895636	152927034	ENSG00000182827	1	226144679	226186730	ortholog_one2one	88.381	87.8788	75	100.00	0.0611	0.4527	1
MGP_PahariEiJ_G0028127	5	144781771	144818333	ENSG00000132681	1	160151570	160186977	ortholog_one2one	83.1395	83.3819	75	52.82	0.102	0.7047	1
MGP_PahariEiJ_G0016904	13	27158565	27174207	ENSG00000068078	4	1793293	1808872	ortholog_one2one	92.5187	91.8317	100	99.97	0.0343	1.1565	1
MGP_PahariEiJ_G0012783	1	3795466	3811305	ENSG00000012124	19	35319261	35347355	ortholog_one2one	59.7914	60.9209	100	62.92	0.2821	0.9901	1
MGP_PahariEiJ_G0030005	8	12100564	12150199												
MGP_PahariEiJ_G0024216	23	5898916	5943480	ENSG00000224982	12	119593459	119643066	ortholog_one2one	68.8889	85.3211	100	64.35	0.0764	0.7837	1
MGP_PahariEiJ_G0016657	12	82083727	82114317	ENSG00000159086	21	32733899	32771858	ortholog_one2one	95.5386	95.747	100	100.00	0.0203	0.436	1
MGP_PahariEiJ_G0015005	10	40189527	40212199	ENSG00000160588	11	118226690	118252350	ortholog_one2one	88.1356	88.5106	100	100.00	0.0638	0.5824	1
MGP_PahariEiJ_G0026953	4	97284679	97286628												
MGP_PahariEiJ_G0017077	13	63725535	63771596	ENSG00000109182	4	48986247	49062081	ortholog_one2one	82.5465	82.5465	100	100.00	0.096	0.6221	1
MGP_PahariEiJ_G0025762	3	114175769	114188773	ENSG00000149451	20	3667965	3682246	ortholog_one2one	70.7809	69.1267	100	100.00	0.1866	0.8148	1
MGP_PahariEiJ_G0031195	9	49801410	49806479	ENSG00000175197	12	57516588	57521737	ortholog_one2one	91.6667	80.2083	100	100.00	0.0413	0.3916	1
MGP_PahariEiJ_G0028355	6	6571760	6618108	ENSG00000136824	9	104094260	104141417	ortholog_one2one	92.1914	91.7293	100	100.00	0.0393	0.4625	1
MGP_PahariEiJ_G0012792	1	3979677	3988161	ENSG00000089356	19	35115879	35124324	ortholog_one2many	72.7273	44.4444	100	97.31	0.1742	1.856	0
MGP_PahariEiJ_G0012792	1	3979677	3988161	ENSG00000285526	19	35106510	35124297	ortholog_one2many	72.7273	56.6372	100	86.90	0.1742	1.856	1
MGP_PahariEiJ_G0016888	13	26156565	26163255												
MGP_PahariEiJ_G0024777	3	13754765	13796838												
MGP_PahariEiJ_G0017009	13	45922416	46021707	ENSG00000109680	4	26576437	26755351	ortholog_one2one	97.1483	97.1483	100	100.00	0.0135	0.3171	1
MGP_PahariEiJ_G0016022	11	53346015	53447148	ENSG00000082074	5	39105255	39274528	ortholog_one2one	74.8565	77.7116	100	100.00	0.1268	0.5943	1
MGP_PahariEiJ_G0024361	23	19620238	19647589	ENSG00000198598	12	131828393	131851783	ortholog_one2one	84.4291	80.9287	50	100.00	0.0894	1.0856	1
MGP_PahariEiJ_G0022138	2	70842523	70849908	ENSG00000122592	7	27153716	27157936	ortholog_one2one	91.2664	90.8696	100	100.00	0.0387	0.3831	1
MGP_PahariEiJ_G0030224	8	41371782	41378318	ENSG00000176198	14	20239286	20244349	ortholog_one2many	88.4984	85.4938	25	32.93	0.0694	0.4572	0
MGP_PahariEiJ_G0018193	14	65174795	65196430	ENSG00000273559	17	38800434	38825481	ortholog_one2one	88.9688	87.2941	100	100.00	0.0624	0.793	1
MGP_PahariEiJ_G0013552	1	83110122	83166087	ENSG00000148925	11	13388001	13463297	ortholog_one2one	96.8944	96.8944	100	100.00	0.0141	0.3589	1
MGP_PahariEiJ_G0022065	2	62127385	62131889												
MGP_PahariEiJ_G0028145	5	145673451	145682480												
MGP_PahariEiJ_G0025439	3	85762321	85785456	ENSG00000175104	11	36487027	36510272	ortholog_one2one	87.5472	88.8889	100	78.83	0.0631	0.5072	1
MGP_PahariEiJ_G0016263	12	14626030	14715233	ENSG00000100084	22	19330698	19447450	ortholog_one2one	96.0591	95.8702	50	60.37	0.0196	0.4161	0
MGP_PahariEiJ_G0031492	X	9267690	9326456	ENSG00000189221	X	43654907	43746824	ortholog_one2one	87.4525	87.2865	100	100.00	0.0755	0.5621	1
MGP_PahariEiJ_G0017050	13	58604312	58832485	ENSG00000124406	4	42408373	42657105	ortholog_one2one	97.8522	97.8522	100	100.00	0.0101	0.5621	1
MGP_PahariEiJ_G0020366	17	67520054	67528664	ENSG00000180806	12	53994895	54003337	ortholog_one2one	99.2308	99.2308	75	100.00	0.0031	0.3007	1
MGP_PahariEiJ_G0028272	5	162844336	162868092	ENSG00000174606	1	212992182	213015826	ortholog_one2one	86.7647	86.7647	100	100.00	0.0742	0.5028	1
MGP_PahariEiJ_G0025328	3	74030624	74031559	ENSG00000181939	11	55554307	55555419	ortholog_one2many	73.955	62.1622	50	49.55	0.1569	0.5335	0
