Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Human gene stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	dN with Human	dS with Human	Human orthology confidence [0 low, 1 high]
ENSRNOG00000008345	5	164811816	164844586	ENSG00000011021	1	11806096	11848079	ortholog_one2one	96.4368	96.5478	100	100.00	0.0158	0.5312	1
ENSRNOG00000050876	3	75088126	75089064												
ENSRNOG00000012718	9	38396449	38451656	ENSG00000112200	6	57086844	57170307	ortholog_one2one	77.5665	76.9086	100	99.74	0.1267	0.5299	1
ENSRNOG00000047085	18	28012877	28017925	ENSG00000146006	5	138868923	138875368	ortholog_one2one	98.2524	98.062	100	100.00	0.0084	0.1471	1
ENSRNOG00000028248	11	36512974	36533073	ENSG00000157578	21	39405844	39445805	ortholog_one2one	56.7164	51.0448	75	94.07	0.3537	1.3807	1
ENSRNOG00000057153	11	64882288	64919579	ENSG00000144837	3	119597842	119629811	ortholog_one2one	79.6053	79.6053	100	100.00	0.1239	0.5508	1
ENSRNOG00000001647	11	36075709	36092495	ENSG00000157557	21	38805307	38824955	ortholog_one2one	91.9149	92.1109	100	100.00	0.0386	0.7205	1
ENSRNOG00000017330	1	190964507	190965115												
ENSRNOG00000017265	9	43358588	43454078	ENSG00000075568	2	97756333	97995891	ortholog_one2one	89.9118	86.6171	50	100.00	0.0539	0.4818	1
ENSRNOG00000009675	6	135746754	135830086	ENSG00000198752	14	102932379	103057462	ortholog_one2one	92.0607	92.1683	100	100.00	0.0387	0.6968	1
ENSRNOG00000015850	5	166278187	166282831	ENSG00000162444	1	9997206	10016020	ortholog_one2one	88.0597	88.0597	100	89.93	0.061	0.7605	1
ENSRNOG00000028865	2	193132222	193136520	ENSG00000203786	1	152759561	152762052	ortholog_one2one	51.216	61.8307	100	72.50	0.2701	0.7053	1
ENSRNOG00000010008	16	716683	755990	ENSG00000148606	10	77969251	78029545	ortholog_one2one	97.9856	97.9856	0	98.51	0.0096	0.5643	1
ENSRNOG00000034107	7	118023628	118025287	ENSG00000182307	8	145052378	145066685	ortholog_one2one	62.1622	60.262	50	100.00	0.2954	0.6567	1
ENSRNOG00000024780	10	102199837	102210764	ENSG00000141219	17	73232233	73248947	ortholog_one2one	49.7175	43.3498	100	100.00	0.4335	0.6983	0
ENSRNOG00000013963	2	44289393	44314944	ENSG00000134352	5	55935095	55994993	ortholog_one2one	77.7419	78.7582	100	98.00	0.1223	0.7113	1
ENSRNOG00000010807	7	74723179	74735650												
ENSRNOG00000028869	8	32431580	32431987												
ENSRNOG00000016631	19	56054212	56067581	ENSG00000158805	16	89720400	89740903	ortholog_one2one	81.1166	80.456	100	100.00	0.1081	0.6525	1
ENSRNOG00000008519	8	102088505	102159828	ENSG00000181744	3	143971798	144048719	ortholog_one2one	29.0016	42.5581	100	75.00	0.0201	0.2947	0
ENSRNOG00000024331	1	89060581	89068348	ENSG00000105668	19	35666516	35678483	ortholog_one2one	77.2947	58.6081	100	95.49	0.1671	1.235	1
ENSRNOG00000047768	8	117268337	117280517	ENSG00000172037	3	49121114	49133118	ortholog_one2one	87.9511	88.0979	100	100.00	0.067	0.5275	1
ENSRNOG00000015415	6	10533151	10568581	ENSG00000119729	2	46541806	46583121	ortholog_one2one	99.5122	99.5122	100	100.00	0.0023	0.2682	1
ENSRNOG00000029613	15	27407962	27408258												
ENSRNOG00000037217	2	198831546	198834925	ENSG00000186364	1	145845629	145848953	ortholog_one2one	71.8213	63.7195	100	100.00	0.1661	0.4154	1
ENSRNOG00000027232	18	30904498	30906924	ENSG00000253873	5	141421047	141512979	ortholog_one2one	81.5822	70.5882	100	60.70	0.1047	0.7383	1
ENSRNOG00000038024	4	112357080	112357484												
ENSRNOG00000010804	7	140054592	140055527												
ENSRNOG00000024801	X	15453186	15461713	ENSG00000102100	X	48903180	48911958	ortholog_one2one	96.6837	90.0238	100	100.00	0.0165	0.3919	1
ENSRNOG00000011492	16	21399553	21402858												
ENSRNOG00000026527	1	220874717	220878059	ENSG00000172803	11	65833641	65856896	ortholog_one2one	88.5856	88.5856	50	95.57	0.059	0.69	1
ENSRNOG00000030736	2	198360301	198360678												
ENSRNOG00000028518	6	36876165	36876805	ENSG00000151379	2	17816496	17817101	ortholog_one2one	79.1444	76.6839	100	100.00	0.1109	0.8042	1
ENSRNOG00000015105	5	78334284	78356460	ENSG00000119411	9	113349541	113371233	ortholog_one2one	68.9732	76.8657	100	100.00	0.129	0.6352	1
ENSRNOG00000019212	1	170588035	170594168	ENSG00000166340	11	6612763	6619485	ortholog_one2one	87.9218	87.9218	100	100.00	0.0676	0.449	1
ENSRNOG00000031555	X	24059516	24061857												
ENSRNOG00000020939	1	227136154	227149748	ENSG00000166959	11	60699574	60715811	ortholog_one2one	65.3386	65.6	50	97.60	0.25	0.6258	1
ENSRNOG00000001430	12	23587222	23592774	ENSG00000005075	7	102473118	102478907	ortholog_one2one	100	100	100	100.00	0	0	1
ENSRNOG00000002208	14	16622760	16903242	ENSG00000138771	4	76435100	76783253	ortholog_one2one	69.7534	69.4389	100	70.01	0.1797	0.6918	1
ENSRNOG00000000693	12	48292273	48351084	ENSG00000166111	12	108907741	109021240	ortholog_one2one	96.1679	96.1679	100	100.00	0.0183	0.6246	1
ENSRNOG00000060066	KL567939.1	74712	78732	ENSG00000106006	7	27145396	27150603	ortholog_one2many	96.9957	96.9957	100		0.0123	0.3188	1
ENSRNOG00000054513	14	86652365	86661441	ENSG00000122515	7	44748581	44769881	ortholog_one2many	91.6304	91.6304	75	100.00	0.0423	0.4321	1
ENSRNOG00000020182	1	198420806	198450047	ENSG00000013364	16	29820394	29848039	ortholog_one2one	90.0115	87.794	100	100.00	0.0487	0.698	1
ENSRNOG00000049674	19	28263095	28266488												
ENSRNOG00000011762	15	61826711	61868343	ENSG00000120690	13	40932028	41061440	ortholog_one2one	87.3171	86.7528	50	97.29	0.0679	0.4526	1
ENSRNOG00000028130	4	71588974	71589933	ENSG00000221937	7	143222037	143223079	ortholog_one2one	63.9498	63.1579	100	100.00	0.2272	0.677	1
ENSRNOG00000045816	10	42614713	42760200	ENSG00000155511	5	153489615	153813869	ortholog_one2one	93.7425	85.0437	100	98.13	0.043	0.5768	1
ENSRNOG00000050468	1	175586209	175586802												
ENSRNOG00000021657	10	46142801	46145548	ENSG00000179598	17	17200995	17206315	ortholog_one2one	80.1802	70.6349	75	100.00	0.1095	1.2586	1
ENSRNOG00000039543	15	27973491	27975471												
ENSRNOG00000057043	11	43486904	43487827	ENSG00000232535	3	98306752	98312843	ortholog_many2many	59.2834	58.7097	50	50.00			0
ENSRNOG00000057043	11	43486904	43487827	ENSG00000230301	3	98263252	98265356	ortholog_many2many	70.0326	66.1538	50	50.00	0.2009	0.8534	0
ENSRNOG00000057043	11	43486904	43487827	ENSG00000236032	3	98147479	98156614	ortholog_many2many	69.0554	68.3871	50	50.00	0.1963	0.8528	0
ENSRNOG00000057043	11	43486904	43487827	ENSG00000197938	3	98282888	98283832	ortholog_many2many	71.6612	70.0637	50	50.00	0.1733	0.9589	0
ENSRNOG00000057043	11	43486904	43487827	ENSG00000231192	3	98130721	98138548	ortholog_many2many	71.3355	69.968	50	50.00	0.185	0.785	0
ENSRNOG00000057043	11	43486904	43487827	ENSG00000233412	3	98166696	98169774	ortholog_many2many	68.7296	67.4121	50	50.00	0.199	0.7767	0
ENSRNOG00000024707	5	171355876	171415354	ENSG00000078900	1	3652520	3736201	ortholog_one2one	83.1871	89.4654	100	97.28	0.0536	1.0247	1
ENSRNOG00000011634	15	46784963	47173335	ENSG00000171044	8	10896045	11201366	ortholog_one2one	92.9245	92.1997	100	80.92	0.0329	0.278	1
ENSRNOG00000011222	12	47074200	47076572	ENSG00000088986	12	120469850	120498493	ortholog_one2one	100	100	75	100.00	0	0	1
ENSRNOG00000028919	16	21518873	21524286												
ENSRNOG00000050105	1	81643816	81650094												
ENSRNOG00000027343	6	2886764	2895118												
ENSRNOG00000057389	9	100076958	100078788	ENSG00000188542	2	240560054	240564014	ortholog_one2one	75.4601	69.8864	100	100.00	0.1262	1.1398	1
ENSRNOG00000032009	2	178117466	178231479	ENSG00000164123	4	158893134	159038760	ortholog_one2one	18.3505	47.8495	75	100.00	0.4673	1.2791	0
ENSRNOG00000052383	KL568472.1	9356	10892												
ENSRNOG00000026941	4	83967696	83972540	ENSG00000255690	7	28953358	28958292	ortholog_one2one	88.2861	88.2861	100	100.00	0.054	0.8915	1
ENSRNOG00000010846	X	15742978	15754925	ENSG00000101997	X	49235467	49250526	ortholog_one2one	87.7193	87.7193	100	100.00	0.0653	0.5744	1
ENSRNOG00000046516	8	20993743	20994660	ENSG00000237521	19	9247344	9252625	ortholog_one2many	70.915	64.0118	25	5.87	0.186	0.6099	0
ENSRNOG00000026503	1	164849974	164914499	ENSG00000166435	11	74807739	74949200	ortholog_one2one	72.1728	71.7172	100	100.00	0.177	0.5351	1
ENSRNOG00000057338	5	137873745	137874692												
ENSRNOG00000006139	14	77402953	77492910	ENSG00000168818	4	4415742	4542346	ortholog_one2one	92.515	92.2388	100	100.00	0.0392	0.5551	1
ENSRNOG00000039305	X	17250687	17252877												
ENSRNOG00000045945	9	8898896	8899144												
ENSRNOG00000024499	17	25228437	25439938												
ENSRNOG00000050553	6	42585934	42630983	ENSG00000143882	2	10721100	10785110	ortholog_one2one	91.2281	85.2459	100	99.47	0.0534	0.587	1
ENSRNOG00000004505	7	11152038	11177664	ENSG00000141905	19	3314403	3469217	ortholog_one2one	93.8497	81.1024	100	95.49	0.024	0.9597	1
ENSRNOG00000056144	1	150209396	150210403	ENSG00000241128	1	247722957	247724043	ortholog_one2many	65.9701	70.3822	25	50.00	0.2003	0.8211	0
ENSRNOG00000019019	15	34251606	34253073	ENSG00000139914	14	24131275	24132849	ortholog_one2one	95.5479	95.5479	75	100.00	0.0222	0.5922	1
ENSRNOG00000013579	5	59911431	59913348												
ENSRNOG00000006353	3	81276028	81282157	ENSG00000165905	11	45921621	45929096	ortholog_one2one	84.3478	80.7212	100	100.00	0.0828	0.6551	1
ENSRNOG00000050514	2	210115784	210116038	ENSG00000170906	19	54102728	54109257	ortholog_one2many	80.9524	80.9524	0	0.00	0.1223	0.6309	0
ENSRNOG00000013855	5	145105997	145123861	ENSG00000197056	1	35032172	35115859	ortholog_one2one	63.5176	55.3415	100	95.40	0.2343	0.6981	1
ENSRNOG00000046227	5	171456302	171459488	ENSG00000158109	1	3625002	3630127	ortholog_one2one	92.4812	90.4412	100	100.00	0.0377	0.7446	1
ENSRNOG00000018047	8	128610291	128622337	ENSG00000114745	3	39096659	39108363	ortholog_one2one	79.1111	80.9091	100	100.00	0.1081	0.5527	1
ENSRNOG00000054828	3	19772056	19772382												
ENSRNOG00000060665	14	79919717	79988110	ENSG00000196526	4	7758714	7939926	ortholog_one2one	89.7849	82.0639	100	98.58	0.0539	0.9788	1
ENSRNOG00000014230	3	113251778	113272186	ENSG00000166963	15	43510958	43531620	ortholog_one2one	74.0212	79.5933	100	100.00	0.1159	0.4932	1
ENSRNOG00000032132	X	37026408	37026872												
ENSRNOG00000001592	11	27130172	27141881	ENSG00000156261	21	29055805	29073797	ortholog_one2one	96.7153	96.7153	100	100.00	0.0162	0.539	1
ENSRNOG00000025938	20	50486809	50564987	ENSG00000187772	6	104936616	105083332	ortholog_one2one	78.5978	85.2	100	89.83	0.0804	0.4867	1
ENSRNOG00000001928	11	77463954	77593207	ENSG00000196083	3	190514051	190659750	ortholog_one2one	89.0511	88.7918	100	99.13	0.0608	0.5586	1
ENSRNOG00000046260	10	109911922	109913879												
ENSRNOG00000008680	8	63067300	63092009	ENSG00000129038	15	73925989	73952137	ortholog_one2one	85.0329	90.0697	100	55.99	0.0473	0.863	1
ENSRNOG00000031899	1	72183354	72184265												
ENSRNOG00000033372	11	84615760	84633504	ENSG00000114796	3	183635568	183684477	ortholog_one2one	99.1653	99	75	100.00	0.0038	0.4426	1
ENSRNOG00000049797	9	101307764	101319845	ENSG00000188389	2	241849881	241858908	ortholog_one2many	59.9303	59.7222	25	50.00	0.2901	0.8028	0
ENSRNOG00000049482	15	30018481	30019055	ENSG00000211803	14	22086407	22086961	ortholog_one2many	57.2414	68.595	0	50.00	0.2321	0.5424	0
ENSRNOG00000007359	3	48626038	48661317	ENSG00000115271	2	162318840	162371595	ortholog_one2one	80	81.106	100	100.00	0.108	0.5958	1
ENSRNOG00000048837	9	105246120	105282292												
ENSRNOG00000032558	10	78416946	78417317												
ENSRNOG00000004588	7	129749714	129787093	ENSG00000100426	22	49853842	49890078	ortholog_one2one	82.4082	82.4082	100	100.00	0.0952	0.8747	1
ENSRNOG00000050654	3	74411668	74412633	ENSG00000181693	11	56288462	56292254	ortholog_many2many	71.9626	74.2765	0	50.00	0.1747	0.7356	0
ENSRNOG00000050654	3	74411668	74412633	ENSG00000181767	11	56103687	56107658	ortholog_many2many	70.405	72.4359	50	50.00	0.1879	0.6956	0
ENSRNOG00000050654	3	74411668	74412633	ENSG00000181761	11	56122373	56123311	ortholog_many2many	70.7165	72.7564	50	50.00	0.1792	0.7843	0
ENSRNOG00000048275	1	213577122	213580542												
ENSRNOG00000022890	5	122766879	122828398	ENSG00000203963	1	67092165	67231853	ortholog_one2one	34.4671	38	50	100.00	0.536	0.6801	0
ENSRNOG00000029479	10	76280933	76281283												
ENSRNOG00000029773	8	58015940	58120045	ENSG00000149311	11	108222484	108369102	ortholog_one2one	83.8773	84.0969	100	100.00	0.0895	0.5465	1
ENSRNOG00000004649	3	121876263	121882726	ENSG00000125538	2	112829751	112836903	ortholog_one2one	67.1642	66.9145	50	100.00	0.2423	0.571	1
ENSRNOG00000052232	2	210988869	210991509	ENSG00000174151	1	109494052	109502932	ortholog_one2one	84.7162	77.2908	100	100.00	0.0964	0.3507	1
ENSRNOG00000050521	9	14513037	14514416	ENSG00000112212	6	41042554	41044337	ortholog_one2one	70.3704	67.0588	75	100.00	0.2039	0.713	1
ENSRNOG00000037124	3	118268739	118427851	ENSG00000166262	15	49326962	49620931	ortholog_one2one	53.2286	60.0394	100	100.00	0.2704	0.7086	1
ENSRNOG00000045918	17	20184245	20364714	ENSG00000008083	6	15246296	15522040	ortholog_one2one	92.5446	91.6533	50	88.13	0.0357	0.3915	1
ENSRNOG00000014834	17	57304933	57394985	ENSG00000120616	10	32267751	32378798	ortholog_one2one	93.832	85.5263	0	100.00	0.031	0.3865	1
ENSRNOG00000003357	9	52023295	52059217	ENSG00000168542	2	188974320	189012746	ortholog_one2one	90.499	90.3138	75	100.00	0.0589	0.4384	1
ENSRNOG00000020460	1	220744195	220746224	ENSG00000175334	11	66002079	66004149	ortholog_one2one	96.6292	96.6292	100	82.31	0.0161	0.3079	1
ENSRNOG00000046741	6	30098380	30187337	ENSG00000198399	2	24202864	24360714	ortholog_one2one	92.2494	93.2823	50	100.00	0.0292	0.4264	1
ENSRNOG00000013225	9	23503236	23527496	ENSG00000124490	6	49692358	49713590	ortholog_one2one	67.0782	67.0782	0	54.99	0.201	0.7441	0
ENSRNOG00000032310	1	129227595	129228068	ENSG00000196262	7	44796680	44824564	ortholog_one2one	69.7368	64.2424	0		0.194	0.3581	0
ENSRNOG00000019592	9	97183214	97290639	ENSG00000132321	2	236324147	236507542	ortholog_one2one	69.2488	71.0843	100	91.59	0.2018	1.168	1
ENSRNOG00000011745	1	183733567	183744586	ENSG00000256206	11	14493783	14520344	ortholog_one2one	45.6274	73.1707	75	100.00	0.2129	1.2454	0
ENSRNOG00000001271	2	54810110	54824033	ENSG00000132357	5	40841184	40860175	ortholog_one2one	53.1972	57.7628	75	95.19	0.3013	0.6104	1
ENSRNOG00000020821	1	88750462	88765220	ENSG00000105270	19	36014660	36033343	ortholog_one2many	98.5375	98.5375	100	100.00	0.0068	0.5058	1
ENSRNOG00000021274	3	125566643	125607735	ENSG00000101311	20	6074845	6123544	ortholog_one2one	88.6263	88.6263	100	100.00	0.0609	0.6039	1
ENSRNOG00000014187	1	128924966	129206516	ENSG00000140443	15	98648539	98964530	ortholog_one2one	94.4404	94.4404	25	100.00	0.0306	0.6228	1
ENSRNOG00000016100	7	144503534	144503839	ENSG00000171530	5	77691166	77868780	ortholog_one2many	71.5686	56.5891	0	0.00	0.2343	1.6512	0
ENSRNOG00000003210	10	45939178	45940137												
ENSRNOG00000004438	7	133400485	133586677	ENSG00000018236	12	40692442	41072418	ortholog_one2one	94.907	95.1866	100	100.00	0.0229	0.732	1
ENSRNOG00000000963	12	32808022	33016885	ENSG00000181234	12	128267403	128707915	ortholog_one2one	77.6119	75.0903	100	81.08	0.1208	1.1435	1
ENSRNOG00000042229	4	78371121	78375223	ENSG00000213203	7	150716557	150724284	ortholog_one2one	59.0604	57.5163	100	100.00	0.2691	86.4893	1
ENSRNOG00000009431	15	85930044	86105273	ENSG00000136111	13	75283503	75482114	ortholog_one2one	89.0756	89.8305	100	100.00	0.0545	0.6015	1
ENSRNOG00000057118	8	43566788	43567726												
ENSRNOG00000014743	10	14216155	14230515	ENSG00000063854	16	1795620	1827194	ortholog_one2one	85.4369	85.7143	100	72.08	0.0697	0.9964	1
ENSRNOG00000010821	7	120282822	120295618	ENSG00000100124	22	37830855	37849327	ortholog_one2one	83.2258	86	100	100.00	0.0278	0.678	1
ENSRNOG00000015304	1	78417719	78420427	ENSG00000130748	19	47045907	47048630	ortholog_one2one	94.1489	94.1489	100	100.00	0.0354	0.8994	1
ENSRNOG00000015359	3	154996750	155041816	ENSG00000124143	20	38601934	38651035	ortholog_one2one	67.8571	73.3119	100	100.00	0.1651	0.6058	1
ENSRNOG00000013906	3	119994537	120003090	ENSG00000186281	2	96021946	96039451	ortholog_one2one	82.8964	83.522	50	56.42	0.0987	0.6167	0
ENSRNOG00000054681	17	89772928	89780691												
ENSRNOG00000022669	1	82964683	82987253	ENSG00000204936	19	43353659	43363172	ortholog_one2many	25.7946	48.2838	0	19.04	0.4498	1.1014	0
ENSRNOG00000010492	10	84890932	84920886	ENSG00000167182	17	47896150	47928957	ortholog_one2one	94.1176	93.9641	100	100.00	0.0303	0.4263	1
ENSRNOG00000048917	4	82173293	82263302	ENSG00000106006	7	27145396	27150603	ortholog_one2many	96.9957	96.9957	100	55.66	0.0123	0.3188	1
ENSRNOG00000008518	4	169020683	169036950	ENSG00000111305	12	13083560	13103683	ortholog_one2one	64.1361	72.2714	100	100.00	0.1637	0.5552	1
ENSRNOG00000001964	11	53514595	53575175	ENSG00000196776	3	108043094	108091862	ortholog_one2many	64.9025	72.1362	75	100.00	0.2002	0.7098	1
ENSRNOG00000015636	3	8599148	8615532	ENSG00000119333	9	128633661	128656787	ortholog_one2one	82.8678	83.0224	100	100.00	0.0966	0.8791	1
ENSRNOG00000021578	10	15243429	15245757	ENSG00000127578	16	629239	634116	ortholog_one2one	86.7754	87.4088	100	95.13	0.0666	1.4549	1
ENSRNOG00000013241	1	258074860	258139176	ENSG00000108242	10	94683621	94736190	ortholog_many2many	78.3673	78.3673	50	73.72	0.1265	0.4416	0
ENSRNOG00000013241	1	258074860	258139176	ENSG00000276490	10	94688154	94853073	ortholog_many2many	49.7959	73.0539	50	73.65	0.1724	0.4827	0
ENSRNOG00000046040	10	44568615	44569535	ENSG00000187080	1	247965233	247966386	ortholog_one2many	76.1438	69.5522	25	50.00	0.1561	1.0571	0
ENSRNOG00000019177	18	28781349	28832428	ENSG00000146005	5	139795821	139844466	ortholog_one2one	88.8457	88.8457	100	100.00	0.0567	0.6027	1
ENSRNOG00000008394	3	72385666	72389276	ENSG00000254979	11	57387365	57424059	ortholog_one2many	27.7533	27.7533	100	100.00	0.423	0.7472	0
ENSRNOG00000008394	3	72385666	72389276	ENSG00000186652	11	57386794	57390657	ortholog_one2many	57.7093	59.009	100	100.00	0.3155	0.6264	1
ENSRNOG00000048210	10	34402482	34403435												
ENSRNOG00000045989	10	15577249	15577977	ENSG00000188536	16	172876	173710	ortholog_many2many	74.6479	74.6479	25	50.00	0.1615	2.0242	0
ENSRNOG00000045989	10	15577249	15577977	ENSG00000206172	16	176680	177522	ortholog_many2many	74.6479	74.6479	50	100.00	0.1615	2.0242	1
