Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Chimpanzee gene stable ID	Chimpanzee chromosome/scaffold name	Chimpanzee chromosome/scaffold start (bp)	Chimpanzee chromosome/scaffold end (bp)	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	dN with Chimpanzee	dS with Chimpanzee	Chimpanzee orthology confidence [0 low, 1 high]
MGP_CAROLIEiJ_G0015519	10	72868221	72869248	ENSPTRG00000049200	19	15801409	15802337	ortholog_many2many	61.9565	59.5819	75		0.2137	0.8161	1
MGP_CAROLIEiJ_G0015519	10	72868221	72869248	ENSPTRG00000010605	19	15813170	15814099	ortholog_many2many	67.7536	60.5178	75		0.2248	1.0123	1
MGP_CAROLIEiJ_G0015519	10	72868221	72869248	ENSPTRG00000010604	19	15790282	15791211	ortholog_many2many	67.7536	60.5178	75		0.2135	0.9986	1
MGP_CAROLIEiJ_G0032323	9	59513949	59550597	ENSPTRG00000007219	15	49746149	49788181	ortholog_one2many	89.4737	88.755	75		0.0515	0.5676	1
MGP_CAROLIEiJ_G0032323	9	59513949	59550597	ENSPTRG00000047384	4	168227100	168227804	ortholog_one2many	75.3036	79.4872	0		0.1068	0.542	0
MGP_CAROLIEiJ_G0032323	9	59513949	59550597	ENSPTRG00000004879	12	41458236	41458978	ortholog_one2many	71.6599	79.3722	0		0.1139	0.7654	0
MGP_CAROLIEiJ_G0023393	2	26228283	26248421	ENSPTRG00000021449	9	107231738	107268617	ortholog_one2many	92.4115	92.4115	100		0.0354	0.7867	1
MGP_CAROLIEiJ_G0023393	2	26228283	26248421	ENSPTRG00000044579	KV421085.1	111446	157677	ortholog_one2many	92.4115	92.4115	100		0.0354	0.7982	1
MGP_CAROLIEiJ_G0017181	11	96560695	96571784	ENSPTRG00000009191	17	15479719	15491337	ortholog_one2one	79.2035	79.2035	100	89.25	0.1241	0.9247	1
MGP_CAROLIEiJ_G0025660	3	128751818	128830581	ENSPTRG00000016322	4	105407805	105537430	ortholog_one2one	76.678	76.678	75	39.13	0.1453	0.7458	1
MGP_CAROLIEiJ_G0022571	19	2507845	2520522	ENSPTRG00000003879	11	65587733	65601387	ortholog_one2one	90.8302	90.7178	100	100.00	0.0459	0.5896	1
MGP_CAROLIEiJ_G0033060	X	43594202	43608105	ENSPTRG00000045178	X	132017827	132032897	ortholog_one2many	100	100	75	100.00	0	0	1
MGP_CAROLIEiJ_G0033060	X	43594202	43608105	ENSPTRG00000052815	KV421425.1	100283	116306	ortholog_one2many	100	100	50	100.00	0	0	1
MGP_CAROLIEiJ_G0033453	X	129318486	129416959	ENSPTRG00000023571	X	107417763	107524811	ortholog_one2many	99.1608	96.4626	75	20.50	0.0043	0.2742	1
MGP_CAROLIEiJ_G0033453	X	129318486	129416959	ENSPTRG00000043042	KV421399.1	115462	222605	ortholog_one2many	99.1608	96.4626	25	69.58	0.0043	0.2742	0
MGP_CAROLIEiJ_G0029257	7	17381052	17386922	ENSPTRG00000041643	19	48293450	48306399	ortholog_one2many	37.6	36.1538	0		0.5418	0.9656	0
MGP_CAROLIEiJ_G0029257	7	17381052	17386922	ENSPTRG00000011176	19	48265490	48269821	ortholog_one2many	42.4	42.4	25		0.4362	1.1017	0
MGP_CAROLIEiJ_G0028944	6	128183223	128213099	ENSPTRG00000046438	12	11066494	11078134	ortholog_one2many	28.2132	41.8605	50		0.4849	0.9941	0
MGP_CAROLIEiJ_G0019798	15	49469509	49678739	ENSPTRG00000020539	8	122381347	122627741	ortholog_one2one	89.5996	89.6993	100	97.00	0.0549	0.52	1
MGP_CAROLIEiJ_G0029143	7	1696978	1709633												
MGP_CAROLIEiJ_G0018253	13	14932753	14957897												
MGP_CAROLIEiJ_G0028743	6	109393641	109428107	ENSPTRG00000014622	3	11284922	11313354	ortholog_one2one	97.9967	97.9967	100	85.59	0.0093	0.7811	1
MGP_CAROLIEiJ_G0030036	7	102535218	102597235	ENSPTRG00000004071	11	74841218	74953265	ortholog_one2one	72.2646	71.7172	100	96.75	0.1747	0.4938	1
MGP_CAROLIEiJ_G0021718	17	44974847	44984915	ENSPTRG00000046599	KV420848.1	60033	74632	ortholog_one2many	42.1053	35.5556	75		0.5853	0.8166	0
MGP_CAROLIEiJ_G0021718	17	44974847	44984915	ENSPTRG00000052153	6	41736482	41750609	ortholog_one2many	42.1053	35.5556	100		0.5853	0.8166	0
MGP_CAROLIEiJ_G0022258	18	43727538	43736889	ENSPTRG00000049580	17	72540956	72541378	ortholog_one2many	74.4681	84.6774	0		0.0878	0.5619	0
MGP_CAROLIEiJ_G0022258	18	43727538	43736889	ENSPTRG00000017154	5	115425113	115434971	ortholog_one2many	88.6525	69.0608	50		0.0559	0.5532	0
MGP_CAROLIEiJ_G0030557	7	132540342	132581376	ENSPTRG00000003006	10	123806064	123823748	ortholog_one2one	87.4016	86.4935	100	28.70	0.0661	0.3823	1
MGP_CAROLIEiJ_G0016585	11	64418614	64421572	ENSPTRG00000008692	17	7818419	7821733	ortholog_one2one	82.9167	79.6	100	100.00	0.1009	0.4983	1
MGP_CAROLIEiJ_G0025953	4	37816584	37818035	ENSPTRG00000029270	9	36746755	36747108	ortholog_one2one	55.9633	52.1368	100		0.3766	1.137	1
MGP_CAROLIEiJ_G0024060	2	104328989	104329927												
MGP_CAROLIEiJ_G0031909	9	18492742	18899258	ENSPTRG00000019069	7	32299796	32757955	ortholog_one2one	77.7778	14.2052	75	81.31	0.1609	0.9361	0
MGP_CAROLIEiJ_G0019833	15	56006532	56011549	ENSPTRG00000020581	8	130142191	130147274	ortholog_one2one	89.8678	89.8678	75	39.37	0.0463	0.6551	1
MGP_CAROLIEiJ_G0020012	15	73347718	73359115	ENSPTRG00000029431	22	24743421	24757675	ortholog_one2one	90.3846	85.9756	100		0.0448	0.6898	1
MGP_CAROLIEiJ_G0015559	10	73978450	73997375	ENSPTRG00000051945	19	1007748	1035892	ortholog_one2one	65.5284	77.6381	100		0.1358	1.2958	1
MGP_CAROLIEiJ_G0032748	9	106198078	106200404	ENSPTRG00000045933	3	47613664	47627731	ortholog_one2one	69.7917	75.2809	100		0.0664	1.1082	1
MGP_CAROLIEiJ_G0031328	8	76419182	76419577												
MGP_CAROLIEiJ_G0016045	11	1905187	1915828	ENSPTRG00000014219	22	15888306	15894729	ortholog_one2one	86.8732	86.4905	75	100.00	0.068	0.7462	1
MGP_CAROLIEiJ_G0018461	13	36954503	36955335												
MGP_CAROLIEiJ_G0017054	11	93138361	93174209	ENSPTRG00000051106	17	19244510	19298078	ortholog_one2one	97.5779	97.2414	100	75.03	0.011	0.311	1
MGP_CAROLIEiJ_G0030669	7	143143585	143144869	ENSPTRG00000028772	11	168132	169479	ortholog_one2one	79.8507	81.0606	75		0.0974	0.8506	1
MGP_CAROLIEiJ_G0014403	1	81562368	81643107	ENSPTRG00000013066	2B	126033108	126139747	ortholog_one2one	92.2037	92.108	100	100.00	0.0371	0.9264	1
MGP_CAROLIEiJ_G0015303	10	45955257	46041925	ENSPTRG00000018447	6	103750128	103824114	ortholog_one2one	95.4248	95.176	50	92.75	0.0252	0.5846	1
MGP_CAROLIEiJ_G0031685	8	114420621	114435926	ENSPTRG00000008487	16	81207637	81227691	ortholog_one2one	80.9446	80.9446	100	94.31	0.1048	0.7622	1
MGP_CAROLIEiJ_G0016259	11	43886286	43939884												
MGP_CAROLIEiJ_G0028055	5	143168365	143190691	ENSPTRG00000005760	13	15887819	15913283	ortholog_one2one	93.3566	93.3566	100	100.00	0.0353	0.6885	1
MGP_CAROLIEiJ_G0020137	15	80129207	80171844	ENSPTRG00000014515	22	33483601	33539714	ortholog_one2one	81.1676	79.9629	100	100.00	0.1024	0.8861	1
MGP_CAROLIEiJ_G0029911	7	83459382	83469791	ENSPTRG00000007402	15	65331344	65342659	ortholog_one2one	79.0795	50	75	51.16	0.1282	0.3992	1
MGP_CAROLIEiJ_G0018945	14	1518907	1540952	ENSPTRG00000015062	3	59768309	59831035	ortholog_one2one	90.9722	74.8571	100		0.0405	1.121	1
MGP_CAROLIEiJ_G0028068	6	21391	62101	ENSPTRG00000019402	7	96049908	96087857	ortholog_one2one	85.7451	81.8557	50	100.00	0.0832	0.4542	1
MGP_CAROLIEiJ_G0028075	6	983823	1020458	ENSPTRG00000019409	7	97270234	97305719	ortholog_one2one	90.0146	90.41	100	98.45	0.0603	0.3762	1
MGP_CAROLIEiJ_G0026630	4	124525533	124557051	ENSPTRG00000039847	AACZ04010465.1	5176	8329	ortholog_one2one	21.5311	61.2245	0		0.3008	0.6716	0
MGP_CAROLIEiJ_G0031486	8	96691836	96758731	ENSPTRG00000008232	16	58359852	58361094	ortholog_one2one	79.3893	78.7879	100	48.80	0.1214	0.47	1
MGP_CAROLIEiJ_G0018440	13	33507728	33553321	ENSPTRG00000017702	6	7576406	7621840	ortholog_one2one	94.4155	94.8102	100	94.13	0.0239	0.7048	1
MGP_CAROLIEiJ_G0029345	7	23940251	23944430	ENSPTRG00000011078	19	45407850	45431464	ortholog_one2one	52.8	49.4382	50		0.3573	0.9249	0
MGP_CAROLIEiJ_G0018346	13	19763416	19763805												
MGP_CAROLIEiJ_G0029482	7	28530537	28544343	ENSPTRG00000023510	19	40174182	40193235	ortholog_one2one	97.7387	91.7453	100	0.73	0.0119	0.4218	1
MGP_CAROLIEiJ_G0021439	17	30361345	30368150	ENSPTRG00000018034	6	33518908	33526007	ortholog_one2one	96.3947	94.5996	100	81.68	0.0173	0.3198	1
MGP_CAROLIEiJ_G0013949	1	7082427	7385938	ENSPTRG00000020324	8	69129106	69408730	ortholog_one2one	91.99	90.7407	100	89.23	0.0449	0.6728	1
MGP_CAROLIEiJ_G0025314	3	88656015	88670157	ENSPTRG00000001293	1	129684579	129701707	ortholog_one2one	89.6552	96.7177	100	100.00	0.0191	0.3331	1
MGP_CAROLIEiJ_G0020589	16	17878471	17883109	ENSPTRG00000047600	3	188355802	188362109	ortholog_one2one	100	76.5306	100		0	0	1
MGP_CAROLIEiJ_G0024019	2	97072795	97106301	ENSPTRG00000003493	11	34145510	34198350	ortholog_one2one	97.1711	95.2843	100	32.28	0.0133	0.3301	1
MGP_CAROLIEiJ_G0022819	19	19300245	20137321	ENSPTRG00000021014	9	47707096	48628422	ortholog_one2one	97.1528	97.7206	100	84.46	0.0104	0.415	1
MGP_CAROLIEiJ_G0023051	19	43783555	43817294	ENSPTRG00000002913	10	104929774	104936164	ortholog_one2one	91.9505	91.9505	100	100.00	0.0424	0.8727	1
MGP_CAROLIEiJ_G0023610	2	62001429	62080557	ENSPTRG00000012600	2B	57013632	57387200	ortholog_one2one	63.0383	67.2302	100	94.55	0.166	0.6409	1
MGP_CAROLIEiJ_G0028756	6	110832084	110874503	ENSPTRG00000014636	3	13027350	13044137	ortholog_one2one	45.478	75.2137	100	54.81	0.1265	0.7381	0
MGP_CAROLIEiJ_G0019002	14	13702409	13799287	ENSPTRG00000002647	10	75198667	75317746	ortholog_one2one	99.2495	93.2981	100	98.22	0.0031	0.3814	1
MGP_CAROLIEiJ_G0015333	10	52878078	52981921	ENSPTRG00000012329	2A	108437537	108470805	ortholog_one2one	90.404	89.9497	0		0.0197	0.4761	0
MGP_CAROLIEiJ_G0025222	3	82761036	82819042	ENSPTRG00000001379	1	132291117	132342735	ortholog_one2one	93.2554	93.4234	75	47.75	0.0297	0.2368	1
MGP_CAROLIEiJ_G0027913	5	131021860	131028127	ENSPTRG00000034371	7	103226469	103234367	ortholog_one2many	80.829	80.829	75		0.1206	0.6448	1
MGP_CAROLIEiJ_G0015623	10	75181946	75183160												
MGP_CAROLIEiJ_G0031234	8	66955877	66965868	ENSPTRG00000014300	22	22144634	22154657	ortholog_one2one	95.1128	95.1128	50		0.0239	1.9791	0
MGP_CAROLIEiJ_G0023149	2	1851962	1896668	ENSPTRG00000002298	10	13459863	13497970	ortholog_one2one	75.8562	76.7764	100	14.73	0.1337	0.7686	1
MGP_CAROLIEiJ_G0024720	2	160196493	160218090	ENSPTRG00000013627	20	52782076	52801792	ortholog_one2one	92.8016	92.9825	100	32.47	0.0292	1.8914	1
MGP_CAROLIEiJ_G0021325	17	24431030	24439313	ENSPTRG00000049082	6	36156336	36175127	ortholog_one2one	98.1735	98.1735	100		0.0077	0.9091	1
MGP_CAROLIEiJ_G0015434	10	68994723	69044833	ENSPTRG00000014135	22	9145534	9200191	ortholog_one2one	98.3099	98.3099	75	93.13	0.0068	0.8375	1
MGP_CAROLIEiJ_G0014837	1	160448717	160470872	ENSPTRG00000001601	1	140614108	140638954	ortholog_one2one	99.0909	78.043	75		0.0042	0.3029	1
MGP_CAROLIEiJ_G0025936	4	37571601	37573233	ENSPTRG00000020913	9	36491119	36492782	ortholog_one2one	76.6667	70.4082	100	100.00	0.1305	0.4555	1
MGP_CAROLIEiJ_G0033170	X	69031721	69090754	ENSPTRG00000044429	KV421470.1	81678	87520	ortholog_one2many	89.6208	91.0751	50	2.73	0.0346	0.4303	0
MGP_CAROLIEiJ_G0033170	X	69031721	69090754	ENSPTRG00000048003	X	153692146	153760673	ortholog_one2many	94.6108	95.1807	100	2.73	0.0252	0.374	1
MGP_CAROLIEiJ_G0020003	15	73072345	73091445	ENSPTRG00000014352	22	24394851	24432781	ortholog_one2one	99.6454	92.5865	100		0.0015	0.9499	1
MGP_CAROLIEiJ_G0031133	8	62358402	62375060	ENSPTRG00000010731	19	20247110	20271820	ortholog_one2many	71.9198	68.2065	100	58.81	0.1686	1.0402	1
MGP_CAROLIEiJ_G0015533	10	73647208	73654429	ENSPTRG00000049019	19	418743	430129	ortholog_one2one	83.4984	87.2414	100	100.00	0.0694	2.3383	1
MGP_CAROLIEiJ_G0025126	3	78984943	79575672	ENSPTRG00000047882	4	154707379	154715904	ortholog_one2many	7.6384	89.7119	0	57.65	0.0699	0.7275	0
MGP_CAROLIEiJ_G0025126	3	78984943	79575672	ENSPTRG00000052157	4	154717221	154730667	ortholog_one2many	8.82971	95.0943	50	66.67	0.0344	0.4165	0
MGP_CAROLIEiJ_G0025126	3	78984943	79575672	ENSPTRG00000044700	4	154833279	154833506	ortholog_one2many	2.41766	92	75	16.26	0.0399	0.2202	0
MGP_CAROLIEiJ_G0025126	3	78984943	79575672	ENSPTRG00000023095	4	154047791	154276262	ortholog_one2many	25.0876	95.8501	25	41.51	0.0191	0.5065	0
MGP_CAROLIEiJ_G0026770	4	134195967	134214425	ENSPTRG00000000170	1	12236283	12251403	ortholog_one2one	75	75.7732	75	35.78	0.1549	0.5893	1
MGP_CAROLIEiJ_G0016953	11	84247322	84267720	ENSPTRG00000009432	17	56141631	56167746	ortholog_one2one	72.126	72.6984	100	78.37	0.1706	0.9441	1
MGP_CAROLIEiJ_G0032788	9	113915752	113995845	ENSPTRG00000014746	3	37973875	38092840	ortholog_one2one	70.2343	68.1676	50	96.63	0.2118	1.0387	1
MGP_CAROLIEiJ_G0019778	15	41786311	42983212	ENSPTRG00000020517	8	114315709	115541754	ortholog_one2one	97.5288	95.8187	100	100.00	0.0115	0.4421	1
MGP_CAROLIEiJ_G0030602	7	137702181	137852211	ENSPTRG00000003054	10	129978215	130082290	ortholog_one2one	93.2761	93.1429	100	84.26	0.0321	0.7105	1
MGP_CAROLIEiJ_G0023471	2	30758708	30776955												
MGP_CAROLIEiJ_G0018021	12	94817343	94827713												
MGP_CAROLIEiJ_G0020379	15	97247862	97267023	ENSPTRG00000005041	12	35272280	35290160	ortholog_one2one	77.2021	84.6591	100		0.0591	0.3804	1
MGP_CAROLIEiJ_G0021652	17	42355501	42382700	ENSPTRG00000018214	6	44644050	44672839	ortholog_one2one	98.0769	98.0769	100	100.00	0.0082	0.4255	1
MGP_CAROLIEiJ_G0015597	10	74683220	74699574	ENSPTRG00000010221	19	2105806	2131176	ortholog_one2one	94.47	94.47	100	92.63	0.0222	3.7405	1
MGP_CAROLIEiJ_G0015471	10	70602590	70608771	ENSPTRG00000014016	21	32912903	32933734	ortholog_one2one	83.6257	84.1176	100		0.0788	1.5131	1
MGP_CAROLIEiJ_G0024961	3	35439148	35479819	ENSPTRG00000016436	4	130983795	131057910	ortholog_one2one	94.3925	24.3961	100	2.19	0.0192	0.3291	0
MGP_CAROLIEiJ_G0030677	7	143290961	143300421	ENSPTRG00000003115	11	281573	294248	ortholog_one2one	73.3496	61.4754	100	100.00	0.1836	1.0061	1
MGP_CAROLIEiJ_G0028440	6	52347801	52348821												
MGP_CAROLIEiJ_G0024632	2	156024920	156026209	ENSPTRG00000013536	20	46792303	46793340	ortholog_one2one	51.7647	39.6396	100		0.4993	1.3253	0
MGP_CAROLIEiJ_G0015239	10	32582731	32610622	ENSPTRG00000018519	6	117540967	117571812	ortholog_one2one	99.5902	83.6489	100	6.53	0.0018	0.4592	1
MGP_CAROLIEiJ_G0022354	18	62435323	62489225												
MGP_CAROLIEiJ_G0032415	9	68982362	69241246	ENSPTRG00000007109	15	37738153	38102826	ortholog_one2one	95.4674	95.4674	100	46.59	0.0217	0.3349	1
MGP_CAROLIEiJ_G0019443	14	58018251	58020386												
MGP_CAROLIEiJ_G0029962	7	89074921	89075942												
MGP_CAROLIEiJ_G0028457	6	59193833	59195966	ENSPTRG00000031141	4	96298423	96299493	ortholog_one2one	88.0342	86.7978	75	100.00	0.0585	0.5665	1
MGP_CAROLIEiJ_G0017902	12	75259645	75314777	ENSPTRG00000006487	14	54115745	54173492	ortholog_one2one	83.2817	88.7789	100	90.40	0.0535	0.353	1
MGP_CAROLIEiJ_G0028087	6	2969533	2995866												
MGP_CAROLIEiJ_G0028725	6	108494560	108498545	ENSPTRG00000051760	3	10074742	10080950	ortholog_one2one	72.6744	71.2251	100	100.00	0.1827	0.6315	1
MGP_CAROLIEiJ_G0022623	19	3646864	3649610	ENSPTRG00000003826	11	64270224	64272672	ortholog_one2one	97.1429	95.7747	75		0.0128	0.6181	1
MGP_CAROLIEiJ_G0028483	6	68168536	68182452	ENSPTRG00000012167	2A	88767413	88768189	ortholog_one2one	73.4375	72.8682	100	0.86	0.1417	0.3253	1
MGP_CAROLIEiJ_G0014081	1	35077980	35113016	ENSPTRG00000012302	2A	101390988	101417894	ortholog_one2one	54.6468	66.8182	100	97.38	0.2256	0.7858	1
MGP_CAROLIEiJ_G0017417	11	111662692	111670989	ENSPTRG00000009646	17	75062796	75071051	ortholog_one2one	77.7143	77.4194	100		0.14	0.733	1
MGP_CAROLIEiJ_G0021753	17	52527626	52534475												
MGP_CAROLIEiJ_G0032335	9	60815017	60925455	ENSPTRG00000007199	15	48006247	48136328	ortholog_one2one	96.9412	93.2127	100	58.71	0.0072	0.5453	1
MGP_CAROLIEiJ_G0019317	14	47184002	47185790	ENSPTRG00000034127	14	8002714	8003883	ortholog_one2one	91.6667	84.8329	100	100.00	0.0386	0.7985	1
MGP_CAROLIEiJ_G0031710	8	115868550	115880027	ENSPTRG00000002102	1	209987961	210009847	ortholog_one2one	80.0752	78.5978	100		0.1115	0.8608	1
MGP_CAROLIEiJ_G0026474	4	116070556	116097880	ENSPTRG00000000532	1	35414029	35445473	ortholog_one2one	93.5806	71.2269	100	100.00	0.0422	0.3835	1
MGP_CAROLIEiJ_G0018724	13	69277419	69291191												
MGP_CAROLIEiJ_G0031537	8	98571543	98689571	ENSPTRG00000008288	16	60707753	60903439	ortholog_one2one	95.6322	95.6322	50	87.95	0.0203	0.5211	1
MGP_CAROLIEiJ_G0027057	5	24871974	24966300	ENSPTRG00000050060	2A	27006052	27107697	ortholog_one2one	94.4917	94.4917	100	92.06	0.0246	0.7381	1
MGP_CAROLIEiJ_G0032915	X	2301433	2324334	ENSPTRG00000048815	X	48622212	48648024	ortholog_one2one	86.9272	93.75	100		0.0327	0.5409	1
MGP_CAROLIEiJ_G0022298	18	55422826	55442684	ENSPTRG00000017202	5	128990791	129010217	ortholog_one2one	94.6128	94.2953	100	100.00	0.0292	0.6173	1
MGP_CAROLIEiJ_G0023085	19	51784911	52094562	ENSPTRG00000002948	10	114070942	114451115	ortholog_one2one	95.3917	95.3917	100	92.73	0.021	0.4444	1
MGP_CAROLIEiJ_G0016276	11	44546796	44548299	ENSPTRG00000041205	5	181217327	181218807	ortholog_one2one	57.6923	57.6923	100		0.3421	1.392	1
MGP_CAROLIEiJ_G0030278	7	110272648	110273758												
MGP_CAROLIEiJ_G0020808	16	52358230	52393146	ENSPTRG00000015177	3	104505922	104557690	ortholog_one2one	77.5176	76.5318	75		0.1365	0.5825	1
MGP_CAROLIEiJ_G0018272	13	16668494	16669958	ENSPTRG00000017872	6	28487948	28489147	ortholog_one2one	67.4242	66.9173	100		0.1883	0.7607	1
MGP_CAROLIEiJ_G0024678	2	156909617	156948171	ENSPTRG00000013578	20	47721985	47762738	ortholog_one2one	98.2441	98.2441	100	21.72	0.0088	0.543	1
MGP_CAROLIEiJ_G0018360	13	21031354	21050012	ENSPTRG00000017770	6	24462355	24483662	ortholog_one2one	91.3265	91.7949	100	100.00	0.0437	0.5722	1
MGP_CAROLIEiJ_G0028018	5	138740521	138805226												
MGP_CAROLIEiJ_G0020366	15	96815610	96865806	ENSPTRG00000052329	12	35741304	35746522	ortholog_one2one	99.5496	99.5496	0	100.00	0.002	0.044	1
MGP_CAROLIEiJ_G0029022	6	138286384	138462050	ENSPTRG00000050442	12	19831217	20084380	ortholog_one2one	86.6562	85.9813	25	52.96	0.0768	0.5469	0
MGP_CAROLIEiJ_G0014871	1	161676419	161684345	ENSPTRG00000001565	1	139208582	139214711	ortholog_one2one	97.7419	97.7419	100		0.0092	0.4124	1
MGP_CAROLIEiJ_G0026810	4	138993853	138995583												
MGP_CAROLIEiJ_G0014032	1	30916782	30926460	ENSPTRG00000048188	2A	95613657	95621922	ortholog_one2one	70.0787	67.9389	50		0.18	1.2039	0
MGP_CAROLIEiJ_G0029051	6	143647761	143655059	ENSPTRG00000004779	12	64723499	64726644	ortholog_one2one	78.0488	66.39	75	100.00	0.1275	0.6773	1
MGP_CAROLIEiJ_G0023701	2	74340629	74378582	ENSPTRG00000012703	2B	72262046	72319416	ortholog_one2one	80.4469	78.5659	100	97.39	0.12	0.6394	1
MGP_CAROLIEiJ_G0015571	10	74214444	74231272	ENSPTRG00000010195	19	1342001	1365627	ortholog_one2one	56.5982	52.7322	100	16.54	0.3326	1.4322	1
MGP_CAROLIEiJ_G0019121	14	26712628	26803610	ENSPTRG00000002706	10	88159800	88254143	ortholog_one2many	97.5564	97.5564	100	98.96	0.0116	0.4006	1
MGP_CAROLIEiJ_G0019121	14	26712628	26803610	ENSPTRG00000040684	6	133020057	133024894	ortholog_one2many	89.8496	95.2191	0		0.0257	0.4226	0
MGP_CAROLIEiJ_G0021810	17	53802779	53828080	ENSPTRG00000010373	19	6997720	7035377	ortholog_one2one	21.4801	76.7742	100		0.1402	0.7045	0
MGP_CAROLIEiJ_G0032931	X	4018891	4148251	ENSPTRG00000049249	KV421449.1	217	41307	ortholog_one2many	44.648	51.3304	25		0.352	0.7393	0
MGP_CAROLIEiJ_G0032931	X	4018891	4148251	ENSPTRG00000052456	X	38358727	38416518	ortholog_one2many	51.109	51.9608	100	4.39	0.3226	0.738	1
MGP_CAROLIEiJ_G0033191	X	70600112	70614027	ENSPTRG00000022449	X	154291890	154305862	ortholog_one2many	88.4454	81.9066	50		0.0466	0.4192	0
MGP_CAROLIEiJ_G0033191	X	70600112	70614027	ENSPTRG00000043416	KV421465.1	109885	147626	ortholog_one2many	87.605	70.5584	25		0.0483	0.4373	0
MGP_CAROLIEiJ_G0022736	19	9320241	9321312												
MGP_CAROLIEiJ_G0023094	19	53257649	53292583	ENSPTRG00000002957	10	115795533	115848896	ortholog_one2one	81.3522	83.0735	100	100.00	0.0921	0.804	1
MGP_CAROLIEiJ_G0015566	10	74125345	74132537	ENSPTRG00000010190	19	1221260	1224345	ortholog_one2one	87.5	87.5	100		0.0693	2	1
MGP_CAROLIEiJ_G0026763	4	133075276	133081005												
