Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Human gene stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	dN with Human	dS with Human	Human orthology confidence [0 low, 1 high]
ENSMUSG00000039954	18	43207697	43317481	ENSG00000169302	5	147234963	147387852	ortholog_one2one	88.6935	86.7322	100	100.00	0.0548	0.5213	1
ENSMUSG00000036743	18	14706151	14762299	ENSG00000154611	18	26133852	26193355	ortholog_one2one	94.8	92.5781	100	96.69	0.0297	0.5633	1
ENSMUSG00000039840	18	77938467	78035027	ENSG00000152223	18	45847609	45967339	ortholog_one2one	83.7092	83.482	100	100.00	0.0965	0.4934	1
ENSMUSG00000031600	8	40511783	40551134	ENSG00000155975	8	17246571	17302427	ortholog_one2one	90.4282	90.4282	100	100.00	0.0508	0.3657	1
ENSMUSG00000036278	19	7056768	7198061	ENSG00000133315	11	63998558	64166106	ortholog_one2one	83.5913	83.0769	75	100.00	0.0848	0.8041	1
ENSMUSG00000045094	18	61493794	61536536	ENSG00000183111	5	149551947	149634968	ortholog_one2one	79.4379	79.5556	100	100.00	0.128	0.6911	1
ENSMUSG00000073789	4	101020298	101020696												
ENSMUSG00000003779	18	34624624	34633265	ENSG00000112984	5	138178719	138187715	ortholog_one2one	87.1477	86.8539	100	100.00	0.07	0.4932	1
ENSMUSG00000095386	4	104857329	104859137												
ENSMUSG00000042705	18	46958862	47087992	ENSG00000145781	5	116084991	116412762	ortholog_one2one	89.1089	89.1089	100	100.00	0.0608	0.5991	1
ENSMUSG00000095754	X	31253894	31255381	ENSG00000147059	X	57134530	57137625	ortholog_many2many	60.6299	59.6899	25	0.00	0.2853	0.8312	0
ENSMUSG00000095754	X	31253894	31255381	ENSG00000186787	X	57118551	57121546	ortholog_many2many	60.2362	59.3023	0	0.00	0.2886	0.8144	0
ENSMUSG00000073565	18	51117898	51304641	ENSG00000184838	5	120464278	120687332	ortholog_one2one	92.4342	92.4342	100	97.29	0.0401	0.3247	1
ENSMUSG00000096597	18	80089297	80089962												
ENSMUSG00000024510	18	52331536	52332986	ENSG00000181867	5	121851955	121852833	ortholog_one2one	77.2152	75.6198	75	100.00	0.122	0.9375	1
ENSMUSG00000024078	17	74717750	74863570	ENSG00000018699	2	32628032	32821051	ortholog_one2one	84.1795	84.5789	100	98.05	0.0908	0.4989	1
ENSMUSG00000071648	19	8927382	8929356	ENSG00000149489	11	62611722	62615120	ortholog_one2one	84.0456	84.0456	100	100.00	0.0984	0.3798	1
ENSMUSG00000054069	8	106500522	106507342												
ENSMUSG00000045730	18	62177817	62179959	ENSG00000169252	5	148825245	148828687	ortholog_one2one	87.0813	88.1356	100	100.00	0.0645	0.623	1
ENSMUSG00000024027	17	30901867	30936510	ENSG00000112164	6	39048798	39087743	ortholog_one2one	92.0086	92.0086	50	99.67	0.0388	0.7973	1
ENSMUSG00000074720	GL456354.1	25923	27230												
ENSMUSG00000071855	18	46282151	46311928	ENSG00000164221	5	115267188	115296831	ortholog_one2one	84.9524	84.31	100	100.00	0.077	0.7793	1
ENSMUSG00000052713	18	54888045	54990180	ENSG00000168916	5	124636913	124748807	ortholog_one2one	93.1171	93.0556	100	100.00	0.0345	0.3743	1
ENSMUSG00000075480	11	106160850	106161158												
ENSMUSG00000091230	19	47170469	47171134	ENSG00000184357	6	27866849	27867529	ortholog_one2many	74.6606	73.0089	0	0.00	0.1588	6.6839	0
ENSMUSG00000000673	17	83831356	83846790	ENSG00000162882	2	42767089	42792593	ortholog_one2one	85.3147	85.3147	100	100.00	0.0841	0.614	1
ENSMUSG00000116275	1	133619871	133661380	ENSG00000058673	1	203795654	203854999	ortholog_one2many	80.6818	78.8889	25	59.12	0.1093	0.4835	0
ENSMUSG00000024687	19	11965844	11994105	ENSG00000110048	11	59574398	59616144	ortholog_one2one	95.9006	95.6629	100	100.00	0.0201	0.3966	1
ENSMUSG00000056399	17	25298394	25300161												
ENSMUSG00000094293	4	42091207	42092287												
ENSMUSG00000024248	17	83501919	83514333	ENSG00000115944	2	42333546	42425088	ortholog_one2one	73.1343	85.9649	100	100.00	0.0672	0.3483	1
ENSMUSG00000048799	18	53681724	53744547	ENSG00000168944	5	123344885	123423592	ortholog_one2one	89.5749	89.7566	100	100.00	0.0545	0.6494	1
ENSMUSG00000063590	19	8062209	8131982	ENSG00000149742	11	63369789	63410294	ortholog_one2many	53.2609	53.1646	75	0.17	0.3692	0.6459	1
ENSMUSG00000024530	18	67464849	67480581	ENSG00000141391	18	12407896	12432238	ortholog_one2one	90.1163	90.1163	75	82.81	0.0461	0.8301	1
ENSMUSG00000062432	19	37685581	37693398	ENSG00000187553	10	93060808	93069536	ortholog_one2one	87.6448	86.9732	100	100.00	0.0688	0.9674	1
ENSMUSG00000052387	19	22139119	22989884	ENSG00000083067	9	70529063	71446904	ortholog_one2one	93.7246	94.4933	100	99.74	0.0325	0.45	1
ENSMUSG00000025423	18	77065208	77155708	ENSG00000078043	18	46803224	46920160	ortholog_one2one	97.9066	97.9066	100	97.74	0.0091	0.2571	1
ENSMUSG00000024661	19	9982703	9985092	ENSG00000167996	11	61959718	61967660	ortholog_one2one	92.3077	91.8033	100	92.92	0.0363	0.3842	1
ENSMUSG00000024758	19	7425901	7483289	ENSG00000133318	11	63681446	63759891	ortholog_one2one	70.0207	65.407	100	99.10	0.2065	0.4075	1
ENSMUSG00000094845	11	69876684	69878018	ENSG00000182896	17	7355123	7357219	ortholog_one2one	53.4091	46.3054	100	100.00	0.3525	0.7072	0
ENSMUSG00000024107	17	88741549	88791976	ENSG00000279956	2	48632291	48755724	ortholog_one2many	22.2857	75	100	100.00	0.1628	0.5195	0
ENSMUSG00000024107	17	88741549	88791976	ENSG00000138039	2	48686775	48755730	ortholog_one2many	81.8571	81.9743	75	100.00	0.1036	0.523	1
ENSMUSG00000097386	11	69120054	69122589												
ENSMUSG00000024570	18	80192265	80200658	ENSG00000101546	18	80034358	80046397	ortholog_one2one	57.4286	58.6006	100	98.22	0.2837	0.9101	1
ENSMUSG00000094354	Y	40380441	40381523												
ENSMUSG00000094227	Y	13941738	13942280												
ENSMUSG00000024036	17	31295483	31350696	ENSG00000160190	21	42496008	42581440	ortholog_one2one	86.629	86.3039	100	100.00	0.0736	0.8309	1
ENSMUSG00000097078	4	88721805	88722842												
ENSMUSG00000091195	11	31182376	31182462												
ENSMUSG00000091821	X	123221399	123222481												
ENSMUSG00000032937	17	88985170	89200612	ENSG00000170820	2	48962157	49154537	ortholog_one2one	87.8613	87.482	75	100.00	0.0675	0.4629	1
ENSMUSG00000045053	17	83585957	83631895	ENSG00000171126	2	42442017	42494097	ortholog_one2one	96.3048	95.6422	100	100.00	0.0173	0.2954	1
ENSMUSG00000056481	19	5068078	5070637	ENSG00000174807	11	66314487	66317044	ortholog_one2one	78.1699	78.996	100	100.00	0.1193	0.5253	1
ENSMUSG00000091731	10	58713606	58718210												
ENSMUSG00000078488	10	6740629	6761761												
ENSMUSG00000096271	GL456350.1	211325	212455	ENSG00000137077	9	34709005	34710124	ortholog_one2many	71.4286	70.8955	0	99.90	0.1742	0.5044	1
ENSMUSG00000094727	X	32973897	32975846												
ENSMUSG00000094661	JH584294.1	102539	104139	ENSG00000172724	9	34689567	34691277	ortholog_one2many	64.8148	71.4286	50	67.98	0.1938	0.3516	0
ENSMUSG00000058881	18	82910879	83005314	ENSG00000101493	18	76358190	76495190	ortholog_one2one	81.4175	80.9974	100	100.00	0.0959	0.9275	1
ENSMUSG00000024940	19	5740904	5758532	ENSG00000168056	11	65538805	65558930	ortholog_one2one	94.4134	90.7905	100	100.00	0.0279	0.8598	1
ENSMUSG00000090942	18	60293380	60303016												
ENSMUSG00000040888	17	24693191	24696156	ENSG00000127554	16	1984207	1987749	ortholog_one2one	77.7778	75.1219	100	100.00	0.1174	0.9062	1
ENSMUSG00000091306	14	54640952	54648293												
ENSMUSG00000024565	18	80966376	80986578	ENSG00000256463	18	78980275	79002677	ortholog_one2one	81.891	78.6154	100	99.99	0.0876	1.4661	1
ENSMUSG00000047379	19	5038826	5041134	ENSG00000174684	11	66345372	66347692	ortholog_one2one	96.6265	96.6265	100	100.00	0.0163	0.7418	1
ENSMUSG00000024131	17	85028347	85064243	ENSG00000138079	2	44275458	44321494	ortholog_one2one	80.438	80.438	100	97.92	0.1051	0.6941	1
ENSMUSG00000074302	8	65075033	65077480												
ENSMUSG00000045008	10	43174704	43176562												
ENSMUSG00000024912	19	5447703	5455945	ENSG00000175592	11	65892049	65900573	ortholog_one2one	88.6447	89.2989	100	100.00	0.0617	0.7417	1
ENSMUSG00000051412	GL456233.1	10738	39148	ENSG00000124333	X	155881293	155943769	ortholog_one2one	66.3636	56.1538	50	100.00	0.2818	0.66	1
ENSMUSG00000079580	17	29526033	29549593	ENSG00000172738	6	37212180	37258155	ortholog_one2one	53.4392	44.1048	100	87.75	0.3504	2.1763	0
ENSMUSG00000090853	13	41273803	41273977												
ENSMUSG00000056917	19	5651185	5663707	ENSG00000213445	11	65638097	65650930	ortholog_one2one	89.9807	89.6353	100	100.00	0.0514	0.7506	1
ENSMUSG00000073682	4	155614413	155645408												
ENSMUSG00000061613	17	31647082	31658754	ENSG00000275895	21	6484623	6499261	ortholog_one2one	100	99.5833	50	100.00	0	0	1
ENSMUSG00000090291	19	10455371	10457447	ENSG00000204950	11	61508800	61511018	ortholog_one2one	95.2055	95.2055	100	100.00	0.0208	0.6719	1
ENSMUSG00000025200	19	44108644	44135876	ENSG00000095485	10	100232298	100267680	ortholog_one2one	89.1993	89.0335	100	100.00	0.057	0.3815	1
ENSMUSG00000057506	19	44139266	44146446	ENSG00000196072	10	100273280	100286712	ortholog_one2one	93.007	93.662	100	94.42	0.0253	0.6827	1
ENSMUSG00000033717	19	54045182	54048982	ENSG00000150594	10	111077163	111080907	ortholog_one2one	92.2581	92.2581	100	100.00	0.0349	1.2329	1
ENSMUSG00000024246	17	81026327	81065085	ENSG00000138050	2	39736060	39779267	ortholog_one2one	62.5	65.6064	75	100.00	0.2198	0.7182	1
ENSMUSG00000024696	19	12798606	12833807	ENSG00000110031	11	58526871	58578220	ortholog_one2one	84.715	83.6317	100	100.00	0.0868	0.3935	1
ENSMUSG00000072437	19	60755987	60759913	ENSG00000188613	10	119029716	119033732	ortholog_one2one	83.8951	76.7123	100	100.00	0.0813	0.9508	1
ENSMUSG00000095755	JH584293.1	83395	84475												
ENSMUSG00000091159	9	22454290	22462062												
ENSMUSG00000090625	2	174330319	174346712												
ENSMUSG00000095567	4	156236010	156247616	ENSG00000188976	1	944204	959309	ortholog_one2one	73.7333	73.8318	75	99.69	0.1502	1.2048	1
ENSMUSG00000066936	1	132229048	132229767												
ENSMUSG00000095316	X	21174439	21175653	ENSG00000187754	X	52644090	52654900	ortholog_many2many	36.1702	18.0851	25	70.51	0.6029	0.4103	0
ENSMUSG00000095316	X	21174439	21175653	ENSG00000268447	X	52751132	52790305	ortholog_many2many	35.1064	14.7982	0	65.29	0.6773	0.4739	0
ENSMUSG00000095316	X	21174439	21175653	ENSG00000165583	X	48186220	48196763	ortholog_many2many	38.2979	15.7205	25	71.04	0.5668	0.3951	0
ENSMUSG00000095316	X	21174439	21175653	ENSG00000269791	X	48402078	48411910	ortholog_many2many	36.1702	18.0851	25	69.53	0.6051	0.4904	0
ENSMUSG00000095316	X	21174439	21175653	ENSG00000268009	X	48383516	48393347	ortholog_many2many	36.1702	18.0851	50	69.52	0.6051	0.4904	0
ENSMUSG00000095316	X	21174439	21175653	ENSG00000241476	X	52696896	52707189	ortholog_many2many	35.1064	14.7982	25	61.99	0.6773	0.4739	0
ENSMUSG00000095316	X	21174439	21175653	ENSG00000165584	X	48346428	48356707	ortholog_many2many	37.234	18.617	50	66.73	0.5471	0.4631	0
ENSMUSG00000095316	X	21174439	21175653	ENSG00000126752	X	48255317	48267444	ortholog_many2many	40.4255	20.2128	25	50.00	0.5406	0.4836	0
ENSMUSG00000079773	GL456350.1	173252	174286	ENSG00000187186	9	34664163	34666112	ortholog_one2many	86.2069	86.2069	0	0.00	0.0644	0.3513	0
ENSMUSG00000033863	19	23141226	23166911	ENSG00000119138	9	70384597	70414624	ortholog_one2one	96.7213	96.7213	100	100.00	0.0141	0.2704	1
ENSMUSG00000024614	18	90510154	90543267	ENSG00000166479	18	68673688	68715298	ortholog_one2one	90.3509	90.7489	50	100.00	0.0493	0.3921	1
ENSMUSG00000033960	18	4634929	4682868	ENSG00000165757	10	30012800	30115494	ortholog_one2one	54.8485	53.2745	75	100.00	0.3293	0.7756	1
ENSMUSG00000096100	GL456211.1	66955	67326												
ENSMUSG00000095860	Y	10553453	10553992												
ENSMUSG00000096930	4	56740070	56741377												
ENSMUSG00000090551	4	108847399	108848619												
ENSMUSG00000050370	19	34473786	34475135	ENSG00000138135	10	89205629	89207314	ortholog_one2one	71.1409	77.9412	100	100.00	0.1141	1.3292	1
ENSMUSG00000039615	17	25830636	25833361	ENSG00000103266	16	680224	682870	ortholog_one2one	97.3684	97.6898	100	100.00	0.0099	1.2643	1
ENSMUSG00000024665	19	10064164	10101503	ENSG00000134824	11	61792980	61867354	ortholog_one2one	87.3874	87.3874	75	90.47	0.0617	0.6915	1
ENSMUSG00000091614	17	29519281	29519790												
ENSMUSG00000038498	19	5335741	5344153	ENSG00000175294	11	66016752	66026517	ortholog_one2one	49.2711	43.3333	100	99.08	0.4133	1.2662	0
ENSMUSG00000037346	18	13006990	13022882	ENSG00000134489	18	24460629	24479957	ortholog_one2one	68.2864	68.4615	100	100.00	0.2214	0.6486	1
ENSMUSG00000066878	17	89908511	89910449	ENSG00000182481	17	68035519	68046842	ortholog_one2many	94.1399	94.1399	0	0.00	0.0294	0.5589	0
ENSMUSG00000096553	10	5069192	5071975												
ENSMUSG00000074739	2	149015732	149017237												
ENSMUSG00000071497	19	53588204	53589067	ENSG00000102898	16	67846732	67872567	ortholog_one2one	100	100	0		0	0	0
ENSMUSG00000116057	13	23099071	23100129												
ENSMUSG00000096734	9	124493731	124493793												
ENSMUSG00000095470	12	19954505	19954840												
ENSMUSG00000074219	8	83932329	83955205												
ENSMUSG00000063277	14	7640895	7643972												
ENSMUSG00000079600	X	165003765	165004829												
ENSMUSG00000067085	19	53371566	53371766												
ENSMUSG00000059455	18	42178675	42196709	ENSG00000173261	5	146084386	146104369	ortholog_one2one	77.9661	77.9661	100	100.00	0.131	0.6357	1
ENSMUSG00000067038	19	59322290	59322783	ENSG00000112306	6	132814441	132817564	ortholog_one2many	100	100	0	50.00	0	0	0
ENSMUSG00000044026	19	38395980	38405607	ENSG00000176273	10	93893973	93956062	ortholog_one2one	77.9891	78.6301	100	100.00	0.131	0.4591	1
ENSMUSG00000005873	18	34344889	34373415	ENSG00000129625	5	112876379	112922539	ortholog_one2one	93.6508	93.6508	50	97.65	0.027	0.5391	1
ENSMUSG00000024074	17	78200248	78376592	ENSG00000150938	2	36355926	36551135	ortholog_one2one	89.1032	89.1892	100	100.00	0.0552	0.4392	1
ENSMUSG00000096244	GL456219.1	149261	150163												
ENSMUSG00000071586	15	102503722	102503886												
ENSMUSG00000095759	Y	13223386	13223928												
ENSMUSG00000096923	11	6200029	6201643												
ENSMUSG00000090408	3	67365461	67375163												
ENSMUSG00000052085	19	24999529	25202432	ENSG00000107099	9	214854	465259	ortholog_one2one	91.9048	91.9485	75	99.21	0.0401	0.5517	1
ENSMUSG00000074737	2	149830524	149831213												
ENSMUSG00000024896	19	32485769	32515370	ENSG00000107789	10	87504875	87553460	ortholog_one2one	82.9522	81.9302	50	100.00	0.0971	0.6762	1
ENSMUSG00000025047	19	47090766	47131143	ENSG00000148843	10	103396626	103446292	ortholog_one2one	80.8808	80.4917	100	100.00	0.1124	0.5737	1
ENSMUSG00000048138	19	25672420	25679010	ENSG00000173253	9	1049858	1057552	ortholog_one2one	84.3137	84.3137	100	100.00	0.0811	0.5124	1
ENSMUSG00000072673	11	77516660	77519198												
ENSMUSG00000006435	19	47178820	47259440	ENSG00000107954	10	103493979	103592552	ortholog_one2one	94.2509	94.2509	100	100.00	0.0251	0.6538	1
ENSMUSG00000024922	19	5549137	5560575	ENSG00000172818	11	65787022	65797219	ortholog_one2one	95.5056	95.5056	75	100.00	0.019	0.7092	1
ENSMUSG00000072693	5	115097689	115098295												
ENSMUSG00000096808	GL456221.1	151235	152734												
ENSMUSG00000066810	9	25089422	25089490												
ENSMUSG00000024815	19	30003790	30006020	ENSG00000170777	9	6328375	6331900	ortholog_one2one	40.6926	67.1429	100	98.20	0.2138	0.5171	0
ENSMUSG00000012282	18	34542313	34548273	ENSG00000061492	5	138083892	138092365	ortholog_one2one	76.5537	73.4417	100	100.00	0.1403	0.6634	1
ENSMUSG00000033597	17	24488783	24508905	ENSG00000167971	16	2177180	2196525	ortholog_one2one	89.8672	89.8672	75	100.00	0.05	0.9052	1
ENSMUSG00000096083	11	62753100	62753498												
ENSMUSG00000035049	19	41862852	41896153	ENSG00000052749	10	97356358	97426076	ortholog_one2one	90.5791	90.4395	100	100.00	0.0456	0.5585	1
ENSMUSG00000095034	X	123246440	123246907												
ENSMUSG00000025019	19	41482645	41562246	ENSG00000196233	10	96832282	96995959	ortholog_one2one	97.9215	97.9215	100	100.00	0.0098	0.0957	1
ENSMUSG00000094044	X	124500563	124501060												
ENSMUSG00000075405	2	32574184	32575684												
ENSMUSG00000001380	18	36766530	36783205	ENSG00000170445	5	140673904	140691862	ortholog_one2one	94.8919	94.8919	100	99.94	0.0293	0.5071	1
