Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gorilla gene stable ID	Gorilla chromosome/scaffold name	Gorilla chromosome/scaffold start (bp)	Gorilla chromosome/scaffold end (bp)	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	dN with Gorilla	dS with Gorilla	Gorilla orthology confidence [0 low, 1 high]
MGP_PahariEiJ_G0028792	6	76152742	76181460	ENSGGOG00000017191	1	37814349	37837848	ortholog_one2one	76.5625	85.9649	100	99.22	0.0319	0.6642	1
MGP_PahariEiJ_G0017791	14	38915498	38998606	ENSGGOG00000000259	19	47456908	47510453	ortholog_one2one	25.3968	24.5211	0		0.7978	59.9563	0
MGP_PahariEiJ_G0028237	5	154920011	155049920	ENSGGOG00000003026	1	203344327	203504100	ortholog_one2one	91.2245	91.2245	100	100.00	0.0431	0.4066	1
MGP_PahariEiJ_G0016862	13	25120002	25142058	ENSGGOG00000012631	22	13860106	13883331	ortholog_one2one	98.1037	97.8562	100	19.43	0.0091	0.4686	1
MGP_PahariEiJ_G0031559	X	29902695	29909900	ENSGGOG00000010306	X	120127246	120129264	ortholog_one2one	87.9104	87.6488	75		0.0632	0.3114	1
MGP_PahariEiJ_G0025719	3	112005326	112043162	ENSGGOG00000013820	2B	574468	632784	ortholog_one2one	87.5676	87.7256	100	55.13	0.0738	0.3815	1
MGP_PahariEiJ_G0019877	17	39739229	39742723	ENSGGOG00000004690	8	144280082	144281272	ortholog_one2one	92.9293	92.9293	100	100.00	0.0315	2.2931	1
MGP_PahariEiJ_G0016294	12	16256273	16266207	ENSGGOG00000000109	3	187485737	187492674	ortholog_one2one	71.9101	72.5212	100		0.1738	0.345	1
MGP_PahariEiJ_G0018215	14	65863590	65872650	ENSGGOG00000015455	5	43735889	43745228	ortholog_one2one	89.5327	86.3063	100	100.00	0.0535	0.6899	1
MGP_PahariEiJ_G0031358	9	82276958	82318622	ENSGGOG00000010743	12	96633931	96680501	ortholog_one2one	85.174	84.4078	75	99.04	0.0845	0.4763	1
MGP_PahariEiJ_G0026704	4	82688113	82695048												
MGP_PahariEiJ_G0027500	5	52965134	52970876	ENSGGOG00000013361	2B	111605904	111613418	ortholog_one2one	98.4674	98.4674	100	100.00	0.0034	0.5055	1
MGP_PahariEiJ_G0017978	14	48248450	48533588	ENSGGOG00000000276	5	50590542	50877180	ortholog_one2one	94.4334	97.5359	100	17.23	0.0112	0.522	1
MGP_PahariEiJ_G0017536	14	26482391	26483407	ENSGGOG00000010877	1	228515915	228516862	ortholog_one2many	76.4331	76.1905	50		0.1305	0.6036	0
MGP_PahariEiJ_G0028003	5	134642337	134649917	ENSGGOG00000023617	1	151728749	151736464	ortholog_one2one	75.7143	75.7143	100	100.00	0.1319	0.4059	1
MGP_PahariEiJ_G0019575	16	52511979	52536679	ENSGGOG00000023838	4	178241376	178247333	ortholog_one2many	50.3863	58.2341	0		0.2775	0.5915	0
MGP_PahariEiJ_G0019575	16	52511979	52536679	ENSGGOG00000025612	9	74266287	74291679	ortholog_one2many	52.3605	56.4292	75	58.55	0.2957	0.6849	1
MGP_PahariEiJ_G0018430	14	72640407	72700804	ENSGGOG00000001818	5	20598208	20666465	ortholog_one2one	89.9256	89.9256	75	94.47	0.0485	0.6386	1
MGP_PahariEiJ_G0026775	4	85355289	85358278	ENSGGOG00000014042	1	130163047	130163601	ortholog_one2one	94.5652	94.5652	100		0.0275	0.9599	1
MGP_PahariEiJ_G0031481	X	3979718	3984387												
MGP_PahariEiJ_G0030520	8	64131604	64164379	ENSGGOG00000008232	13	29943952	29953418	ortholog_one2many	84.7059	87.8049	50		0.0654	0.7658	0
MGP_PahariEiJ_G0027179	4	133957144	133993147	ENSGGOG00000007963	1	85321466	85338358	ortholog_one2one	69.8592	68.6981	75	64.96	0.2004	0.5535	1
MGP_PahariEiJ_G0026929	4	95719301	95737493	ENSGGOG00000008523	1	112770768	112780977	ortholog_one2many	65.1972	59.0336	75		0.2258	0.7925	1
MGP_PahariEiJ_G0019527	16	44269481	44437625	ENSGGOG00000016280	6	11487292	11613892	ortholog_one2one	87.8752	87.2467	50	74.77	0.0654	0.6469	0
MGP_PahariEiJ_G0014473	1	155068605	155111680	ENSGGOG00000014030	10	114241696	114288638	ortholog_one2one	93.543	93.3884	100	81.04	0.0359	0.5167	1
MGP_PahariEiJ_G0016046	11	57039691	57048807	ENSGGOG00000004219	17	60413366	60425009	ortholog_one2one	90	89.3617	100	100.00	0.0532	0.4807	1
MGP_PahariEiJ_G0025550	3	99373676	99579773	ENSGGOG00000006792	15	14782347	14994154	ortholog_one2one	99.3711	99.3711	100	100.00	0.0029	0.1859	1
MGP_PahariEiJ_G0018288	14	67525252	67529479												
MGP_PahariEiJ_G0019522	16	44057128	44065944	ENSGGOG00000023360	6	11160701	11169320	ortholog_one2one	68.6508	68.3794	100		0.2022	0.5028	1
MGP_PahariEiJ_G0016517	12	50341721	50406769	ENSGGOG00000010890	3	101799618	101888878	ortholog_one2one	71.301	70.138	100	37.15	0.2053	0.5997	1
MGP_PahariEiJ_G0025519	3	95624424	95625386												
MGP_PahariEiJ_G0014954	10	37530834	37626789	ENSGGOG00000024606	11	121045571	121110834	ortholog_one2one	93.6652	97.6415	100	76.39	0.0112	0.568	1
MGP_PahariEiJ_G0023567	21	20733934	20737701	ENSGGOG00000013922	16	744631	748851	ortholog_one2one	46.6819	46.5753	100		0.457	1.2999	0
MGP_PahariEiJ_G0028805	6	77351236	77378824	ENSGGOG00000003772	1	36419478	36439470	ortholog_one2one	93.5622	93.0299	100	100.00	0.0385	0.4069	1
MGP_PahariEiJ_G0023199	20	40115740	40141762												
MGP_PahariEiJ_G0027995	5	133910168	133938858	ENSGGOG00000000323	1	152888081	152930545	ortholog_one2one	84.2266	85.2713	100	35.78	0.0829	0.5071	1
MGP_PahariEiJ_G0024260	23	11327081	11340071	ENSGGOG00000001166	12	112067196	112097000	ortholog_one2one	74.8264	74.4387	100		0.1485	0.5543	1
MGP_PahariEiJ_G0029369	7	9273867	9278557												
MGP_PahariEiJ_G0027135	4	126421958	126561106	ENSGGOG00000004556	4	109543862	109726240	ortholog_one2one	95.3872	95.2303	100	40.08	0.0238	0.4107	1
MGP_PahariEiJ_G0025331	3	74056908	74057846												
MGP_PahariEiJ_G0031444	X	1834625	1853127	ENSGGOG00000000586	X	49650571	49659542	ortholog_one2one	89.1892	80.6034	100	94.62	0.0613	0.4511	1
MGP_PahariEiJ_G0023227	20	42994699	43026347	ENSGGOG00000036489	16	75830786	75882881	ortholog_one2one	76.7606	93.9655	100		0.0261	1.0045	1
MGP_PahariEiJ_G0021001	19	1766630	1786492												
MGP_PahariEiJ_G0024280	23	12203391	12231430	ENSGGOG00000004028	12	110544408	110579605	ortholog_one2one	68.2968	67.5	100	92.12	0.2121	0.8893	1
MGP_PahariEiJ_G0017704	14	37405880	37422666	ENSGGOG00000005026	17	7707737	7725960	ortholog_one2one	78.2364	76.0949	100		0.1332	0.5375	1
MGP_PahariEiJ_G0021892	2	43207356	43726213	ENSGGOG00000034978	7	121661445	122232300	ortholog_one2one	95.3988	95.9877	100	100.00	0.0182	0.4288	1
MGP_PahariEiJ_G0014530	1	157926470	157947727	ENSGGOG00000009385	10	117392173	117416821	ortholog_one2one	89.7516	89.7516	100	63.08	0.0476	0.7453	1
MGP_PahariEiJ_G0014228	1	123776180	123820497	ENSGGOG00000037145	11	58931619	58943809	ortholog_one2one	25.6055	67.8899	100		0.2771	1.139	0
MGP_PahariEiJ_G0028680	6	68165643	68237770	ENSGGOG00000000267	1	45370596	45519125	ortholog_one2one	80.7512	85.5721	100	19.49	0.0418	0.3736	1
MGP_PahariEiJ_G0017608	14	29519294	29525300	ENSGGOG00000006045	5	59432238	59438055	ortholog_one2one	92.9975	92.9975	100		0.033	0.5446	1
MGP_PahariEiJ_G0031885	X	94896308	94901852												
MGP_PahariEiJ_G0015977	11	43806741	43833064	ENSGGOG00000042382	17	41439414	41464694	ortholog_one2one	68.7805	98.3721	100	57.53	0.0058	0.7361	1
MGP_PahariEiJ_G0030939	9	44051672	44059260	ENSGGOG00000014856	19	53995	64728	ortholog_one2one	83.3333	77.9661	50		0.0939	0.9211	0
MGP_PahariEiJ_G0026527	4	70436709	70538341	ENSGGOG00000009399	4	171333600	171480999	ortholog_one2one	74.2138	74.1472	100	15.47	0.1508	0.5893	1
MGP_PahariEiJ_G0025457	3	88070242	88126480												
MGP_PahariEiJ_G0021524	19	70536731	70635791	ENSGGOG00000002629	4	188465472	188835360	ortholog_one2one	99.2806	99.2806	100	74.93	0.0034	0.3459	1
MGP_PahariEiJ_G0026735	4	83271978	83273271												
MGP_PahariEiJ_G0013084	1	45694846	45769389	ENSGGOG00000012531	15	71011683	71086421	ortholog_one2one	96.8	96.8	75	95.11	0.0156	0.4387	1
MGP_PahariEiJ_G0028362	6	7128091	7140182	ENSGGOG00000010422	9	86941240	86953759	ortholog_many2many	82.5911	82.5911	75		0.0961	0.524	1
MGP_PahariEiJ_G0028362	6	7128091	7140182	ENSGGOG00000042090	9	86957510	86971826	ortholog_many2many	76.9231	76.9231	50		0.1343	0.5571	0
MGP_PahariEiJ_G0027054	4	112882701	112892505												
MGP_PahariEiJ_G0028551	6	53881302	53903819	ENSGGOG00000002407	1	67617308	67643863	ortholog_one2one	64.1618	62.0112	100	10.69	0.3001	0.7722	1
MGP_PahariEiJ_G0022532	2	133296739	133299310												
MGP_PahariEiJ_G0017874	14	43163621	43171632	ENSGGOG00000026220	17	1613577	1625921	ortholog_one2one	74.1344	74.1344	100	21.51	0.1545	0.5525	1
MGP_PahariEiJ_G0030382	8	50297840	50308004	ENSGGOG00000014624	13	31383589	31415433	ortholog_one2many	52.3013	41.806	75	100.00	0.2897	0.4862	0
MGP_PahariEiJ_G0027902	5	113359209	113531996	ENSGGOG00000028567	1	176798832	177024974	ortholog_one2one	75.4448	75.3912	100	72.33	0.1452	0.4625	1
MGP_PahariEiJ_G0029153	6	99585961	99600278	ENSGGOG00000028580	13	42312134	42313372	ortholog_one2many	49.0338	87.5	0		0.0672	0.5378	0
MGP_PahariEiJ_G0029153	6	99585961	99600278	ENSGGOG00000042352	20	6117680	6119636	ortholog_one2many	42.2705	60.5536	0		0.3957	0.8251	0
MGP_PahariEiJ_G0023758	21	41737006	41819272	ENSGGOG00000012824	6	141366163	141476954	ortholog_one2one	55.2424	54.2035	100	44.92			1
MGP_PahariEiJ_G0023367	21	4370747	4464669	ENSGGOG00000001951	6	163195389	163299301	ortholog_one2one	87.8403	87.0504	100	77.72	0.066	0.5535	1
MGP_PahariEiJ_G0030663	9	5610104	5806940	ENSGGOG00000008065	6	113871764	113954420	ortholog_one2one	90.5085	99.4413	100	65.00	0.0025	0.2964	1
MGP_PahariEiJ_G0017405	14	17631553	17637435												
MGP_PahariEiJ_G0016705	12	87152384	87166239	ENSGGOG00000013144	21	30566478	30596060	ortholog_one2one	93.6782	93.6782	100	1.31	0.0315	0.8206	1
MGP_PahariEiJ_G0028627	6	62566491	62610729												
MGP_PahariEiJ_G0021060	19	9841390	9848477	ENSGGOG00000013347	19	57886760	57892579	ortholog_one2one	80.3593	95.7204	100		0.0198	0.6988	1
MGP_PahariEiJ_G0023804	21	46901472	46907038												
MGP_PahariEiJ_G0013447	1	75821151	75849952	ENSGGOG00000013289	11	6172350	6201146	ortholog_one2one	98.7903	98.7903	100	100.00	0.0063	0.465	1
MGP_PahariEiJ_G0012901	1	17508699	17532579	ENSGGOG00000010229	19	49194683	49240362	ortholog_one2one	65	70.6282	100	100.00	0.1773	1.6319	1
MGP_PahariEiJ_G0022629	2	140214621	140250278	ENSGGOG00000001930	12	6647006	6684581	ortholog_one2one	98.0107	95.3452	100		0.0065	0.446	1
MGP_PahariEiJ_G0031875	X	93227673	93248856	ENSGGOG00000008990	X	79630297	79647413	ortholog_one2one	70.6215	72.1154	100	100.00	0.1698	0.4398	1
MGP_PahariEiJ_G0027781	5	102766337	102813738	ENSGGOG00000002058	2B	27714646	27764638	ortholog_one2one	79.3782	79.5018	100	100.00	0.1229	0.7512	1
MGP_PahariEiJ_G0012725	1	2851739	2864659												
MGP_PahariEiJ_G0026274	4	2040097	2060055	ENSGGOG00000038623	8	38384778	38386111	ortholog_one2one	87.8689	87.8689	100	100.00	0.0669	0.4751	1
MGP_PahariEiJ_G0024566	23	34164632	34248120	ENSGGOG00000003052	7	79878602	79983981	ortholog_one2one	78.1671	77.1277	100	83.72	0.1266	0.7566	1
MGP_PahariEiJ_G0019807	17	21032567	21174593	ENSGGOG00000004394	8	121102856	121280818	ortholog_one2one	97.5369	96.8215	100	59.03	0.0109	0.5576	1
MGP_PahariEiJ_G0012691	1	1737124	1739655	ENSGGOG00000002500	19	38454489	38457219	ortholog_one2one	83.4532	84.058	100		0.0888	3.3276	1
MGP_PahariEiJ_G0022776	2	153055389	153072077	ENSGGOG00000006707	12	16260834	16305059	ortholog_one2one	81.9355	81.9355	100	73.96	0.104	1.093	1
MGP_PahariEiJ_G0019899	17	40590543	40606042	ENSGGOG00000001927	8	144779401	144782557	ortholog_one2one	88.125	68.4466	100	100.00	0.0651	0.51	1
MGP_PahariEiJ_G0031311	9	72443719	72465061	ENSGGOG00000000168	12	84760167	84781835	ortholog_one2one	96.6258	96.6258	100	100.00	0.0152	0.4601	1
MGP_PahariEiJ_G0019631	16	58222124	58240022	ENSGGOG00000014435	5	161588329	161602488	ortholog_one2one	92.9978	87.4486	100		0.0323	0.6927	1
MGP_PahariEiJ_G0027313	5	19513343	19524920	ENSGGOG00000022806	2A	5399211	5412059	ortholog_one2one	63.5762	62.7451	75		0.2161	0.4503	1
MGP_PahariEiJ_G0031533	X	28466730	28474622												
MGP_PahariEiJ_G0029766	7	92792506	92800553	ENSGGOG00000024995	14	71850916	71851929	ortholog_one2one	78.635	78.635	100	21.74	0.1256	0.8031	1
MGP_PahariEiJ_G0022486	2	129350303	129362157	ENSGGOG00000025598	3	10378141	10389870	ortholog_one2one	98.6667	98.6667	100		0.0055	0.4033	1
MGP_PahariEiJ_G0016779	13	11475971	11614800	ENSGGOG00000005446	2A	40301350	40440239	ortholog_one2one	98.0645	98.4881	100	96.51	0.0081	0.1374	1
MGP_PahariEiJ_G0021853	2	29685348	29887950	ENSGGOG00000008291	7	7517239	7809554	ortholog_one2many	66.0377	76.6423	75	63.04	0.1263	0.4514	1
MGP_PahariEiJ_G0025576	3	102552967	102575130	ENSGGOG00000002156	15	18713448	18732907	ortholog_one2one	84.2553	84.2553	100	100.00	0.0832	0.4617	1
MGP_PahariEiJ_G0014030	1	116469740	116484437	ENSGGOG00000009775	11	65492954	65497852	ortholog_one2one	97.2222	97.2222	100	71.16	0.0138	1.4932	1
MGP_PahariEiJ_G0019828	17	24596873	24639772	ENSGGOG00000041843	8	125700134	125760221	ortholog_one2one	93.1624	90.8333	100		0.0321	0.245	1
MGP_PahariEiJ_G0031082	9	47078527	47079793												
MGP_PahariEiJ_G0024720	3	12441600	12442987	ENSGGOG00000011694	9	120648438	120650200	ortholog_one2one	95.7983	95.7983	100	100.00	0.0185	1.4998	1
MGP_PahariEiJ_G0014519	1	157477929	157490597	ENSGGOG00000026128	10	116901251	116912530	ortholog_one2one	98.0132	98.0132	100	100.00	0.0071	0.9752	1
MGP_PahariEiJ_G0027532	5	53744350	53762220	ENSGGOG00000011854	2B	112516022	112535984	ortholog_one2one	87.4745	87.7426	100	100.00	0.0658	0.4714	1
MGP_PahariEiJ_G0023184	20	35299458	35311423	ENSGGOG00000012299	16	66703339	66715181	ortholog_one2one	100	100	100		0	0	1
MGP_PahariEiJ_G0030216	8	41197589	41211848												
MGP_PahariEiJ_G0020240	17	63155403	63172067	ENSGGOG00000041865	12	37392482	37430223	ortholog_one2one	78.626	78.626	100		0.1257	0.7716	1
MGP_PahariEiJ_G0031913	X	107031421	107057747												
MGP_PahariEiJ_G0026714	4	82853158	82853391	ENSGGOG00000012423	1	132030639	132032029	ortholog_one2one	71.4286	63.2184	100	100.00	0.366	1.1725	1
MGP_PahariEiJ_G0018436	14	73325405	73347080	ENSGGOG00000016845	5	19707761	19733736	ortholog_one2one	89.6842	85.7143	100	88.53	0.0514	0.6367	1
MGP_PahariEiJ_G0024414	23	25536048	25550333	ENSGGOG00000015750	7	71905660	71917358	ortholog_one2one	88.0165	87.4743	50		0.0625	1.1234	0
MGP_PahariEiJ_G0017015	13	54704283	54864976	ENSGGOG00000016156	4	36970244	37173539	ortholog_one2one	94.6039	94.6039	100	92.55	0.0262	0.5271	1
MGP_PahariEiJ_G0019774	17	8658259	8663120	ENSGGOG00000016286	8	107843322	107854060	ortholog_one2one	80	78.7402	75		0.1171	0.5754	1
MGP_PahariEiJ_G0028212	5	152895636	152927034	ENSGGOG00000001129	1	205858789	205901219	ortholog_one2one	79.2381	89.8488	75	100.00	0.0502	0.4406	1
MGP_PahariEiJ_G0028127	5	144781771	144818333	ENSGGOG00000013011	1	139136598	139171691	ortholog_one2one	82.8488	83.0904	75	61.80	0.1034	0.7102	1
MGP_PahariEiJ_G0016904	13	27158565	27174207	ENSGGOG00000015081	4	1748323	1761755	ortholog_one2one	89.4015	88.7376	100		0.0497	1.0939	1
MGP_PahariEiJ_G0012783	1	3795466	3811305	ENSGGOG00000009101	19	34843264	34858740	ortholog_one2one	59.5597	60.6848	100	100.00	0.2815	0.9669	1
MGP_PahariEiJ_G0030005	8	12100564	12150199												
MGP_PahariEiJ_G0024216	23	5898916	5943480	ENSGGOG00000028450	12	119630585	119681652	ortholog_one2one	68.8889	85.3211	100	65.71	0.076	0.8031	1
MGP_PahariEiJ_G0016657	12	82083727	82114317	ENSGGOG00000016944	21	23809870	23847795	ortholog_one2one	95.4298	94.9134	100	100.00	0.0208	0.4329	1
MGP_PahariEiJ_G0015005	10	40189527	40212199	ENSGGOG00000004232	11	118231658	118258800	ortholog_one2one	88.1356	88.5106	100	11.26	0.0632	0.5555	1
MGP_PahariEiJ_G0026953	4	97284679	97286628												
MGP_PahariEiJ_G0017077	13	63725535	63771596	ENSGGOG00000014483	4	48870763	48945102	ortholog_one2one	79.5422	82.7381	100	98.18	0.0946	0.6266	1
MGP_PahariEiJ_G0025762	3	114175769	114188773	ENSGGOG00000016957	20	3510725	3524800	ortholog_one2one	70.6549	69.0887	100	100.00	0.1877	0.8179	1
MGP_PahariEiJ_G0031195	9	49801410	49806479	ENSGGOG00000001987	12	28606997	28610924	ortholog_one2one	91.0714	90.5325	100	100.00	0.0443	0.3637	1
MGP_PahariEiJ_G0028355	6	6571760	6618108	ENSGGOG00000024791	9	86283091	86329980	ortholog_one2one	91.9395	91.4787	100	95.42	0.0411	0.4699	1
MGP_PahariEiJ_G0012792	1	3979677	3988161	ENSGGOG00000027820	19	34614066	34622517	ortholog_one2one	72.7273	44.4444	100	97.08	0.174	1.5727	0
MGP_PahariEiJ_G0016888	13	26156565	26163255												
MGP_PahariEiJ_G0024777	3	13754765	13796838												
MGP_PahariEiJ_G0017009	13	45922416	46021707	ENSGGOG00000025239	4	26188534	26364280	ortholog_one2one	94.8669	96.8932	75	30.84	0.0148	0.3105	1
MGP_PahariEiJ_G0016022	11	53346015	53447148	ENSGGOG00000001364	17	56054608	56216547	ortholog_one2one	74.6269	77.4732	100	63.89	0.1293	0.617	1
MGP_PahariEiJ_G0024361	23	19620238	19647589	ENSGGOG00000007390	12	132068782	132092458	ortholog_one2one	84.6021	81.0945	50		0.0887	1.0939	0
MGP_PahariEiJ_G0022138	2	70842523	70849908	ENSGGOG00000002220	7	27208506	27212071	ortholog_one2one	91.2664	90.8696	100	100.00	0.0388	0.415	1
MGP_PahariEiJ_G0030224	8	41371782	41378318	ENSGGOG00000022650	14	25152864	25153838	ortholog_one2many	88.1789	85.1852	0		0.0693	0.4843	0
MGP_PahariEiJ_G0018193	14	65174795	65196430	ENSGGOG00000007083	5	44667017	44692322	ortholog_one2one	88.4892	86.8235	100	67.34	0.0649	0.7817	1
MGP_PahariEiJ_G0013552	1	83110122	83166087	ENSGGOG00000036163	12	33419208	33422944	ortholog_one2many	76.1905	82.1429	0		0.0906	0.4507	0
MGP_PahariEiJ_G0013552	1	83110122	83166087	ENSGGOG00000000246	11	13234713	13324138	ortholog_one2many	96.6874	96.6874	100	37.16	0.015	0.3556	1
MGP_PahariEiJ_G0022065	2	62127385	62131889												
MGP_PahariEiJ_G0028145	5	145673451	145682480	ENSGGOG00000037710	1	138471094	138472027	ortholog_one2many	70.418	76.3066	100				1
MGP_PahariEiJ_G0025439	3	85762321	85785456	ENSGGOG00000023215	10	50945867	50947427	ortholog_one2many	73.3962	80.2062	0		0.1161	0.5484	0
MGP_PahariEiJ_G0025439	3	85762321	85785456	ENSGGOG00000005854	11	36659232	36679155	ortholog_one2many	87.9245	89.272	100		0.0611	0.5224	1
MGP_PahariEiJ_G0016263	12	14626030	14715233	ENSGGOG00000000992	22	2603219	2710956	ortholog_one2one	93.1034	92.4658	50	60.37	0.042	0.4615	0
MGP_PahariEiJ_G0031492	X	9267690	9326456	ENSGGOG00000008930	X	44176455	44273821	ortholog_one2one	87.4525	87.2865	100	1.29	0.0755	0.5598	1
MGP_PahariEiJ_G0017050	13	58604312	58832485	ENSGGOG00000027123	4	42242411	42491994	ortholog_one2one	97.9381	97.9381	100	11.18	0.0097	0.5671	1
MGP_PahariEiJ_G0020366	17	67520054	67528664	ENSGGOG00000006282	12	32166816	32169701	ortholog_one2one	99.2308	99.2308	100	92.52	0.0031	0.2804	1
MGP_PahariEiJ_G0028272	5	162844336	162868092	ENSGGOG00000009560	1	192808728	192831988	ortholog_one2one	84.375	85.316	100	100.00	0.0884	0.5614	1
MGP_PahariEiJ_G0025328	3	74030624	74031559												
MGP_PahariEiJ_G0016375	12	27447333	27456337	ENSGGOG00000013275	3	199613381	199642722	ortholog_one2one	83.3333	84.507	100		0.0959	0.5475	1
MGP_PahariEiJ_G0031903	X	99576352	99577197												
MGP_PahariEiJ_G0018960	15	37319026	37321733	ENSGGOG00000012435	5	129910593	129912089	ortholog_one2one	99.1124	99.1124	100		0.0038	0.5487	1
