Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Macaque gene stable ID	Macaque chromosome/scaffold name	Macaque chromosome/scaffold start (bp)	Macaque chromosome/scaffold end (bp)	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	dN with Macaque	dS with Macaque	Macaque orthology confidence [0 low, 1 high]
MGP_PahariEiJ_G0024785	3	14135573	14138752	ENSMMUG00000022344	15	5016297	5021737	ortholog_one2one	74.183	75.6667	100		0.1532	0.5891	1
MGP_PahariEiJ_G0024524	23	30719084	30748232	ENSMMUG00000019005	3	36547715	36584427	ortholog_one2one	91.6031	91.2548	100	40.98	0.0475	1.1002	1
MGP_PahariEiJ_G0023972	22	29606392	29670311	ENSMMUG00000005923	4	97789404	97854953	ortholog_one2one	98.2885	98.2885	100	51.63	0.0075	0.3208	1
MGP_PahariEiJ_G0015985	11	45265833	45267688	ENSMMUG00000039101	6	53698857	53700560	ortholog_one2one	97.6623	97.6623	100	38.31	0.0103	0.5904	1
MGP_PahariEiJ_G0015361	10	80481394	80628557	ENSMMUG00000015780	4	81060550	81242818	ortholog_one2one	78.5326	74.4845	100	100.00	0.1246	0.477	1
MGP_PahariEiJ_G0031221	9	53920396	54175623	ENSMMUG00000011952	11	61488026	61857487	ortholog_one2one	88.3041	91.1469	100	35.28	0.0528	0.6007	1
MGP_PahariEiJ_G0028847	6	80362338	80386852	ENSMMUG00000045726	JSUE03171138.1	338	646	ortholog_one2one	23.7647	98.0583	0		0	0	0
MGP_PahariEiJ_G0019305	16	23086333	23148321	ENSMMUG00000010167	3	70895710	70949136	ortholog_one2one	62.1806	62.0748	100	55.14	0.272	0.6925	1
MGP_PahariEiJ_G0015250	10	61914360	61917847												
MGP_PahariEiJ_G0024067	22	47730830	47759485	ENSMMUG00000006927	15	49311917	49388914	ortholog_one2one	87.25	79.6804	75	54.82	0.0675	0.4705	1
MGP_PahariEiJ_G0020986	19	1484694	1492617	ENSMMUG00000007653	19	50375760	50382629	ortholog_one2one	76.1658	76.9633	100	100.00	0.1625	1.7106	1
MGP_PahariEiJ_G0026428	4	46943125	46953424	ENSMMUG00000014990	17	17746949	17757617	ortholog_one2one	80	66.0194	100	98.11	0.133	0.9143	1
MGP_PahariEiJ_G0028792	6	76152742	76181460	ENSMMUG00000010328	1	36684172	36706315	ortholog_one2one	91.6667	85.4369	100	99.22	0.0316	0.6627	1
MGP_PahariEiJ_G0017791	14	38915498	38998606	ENSMMUG00000017111	19	43539361	43570144	ortholog_one2many	23.8095	33.6134	25		0.6615	62.2061	0
MGP_PahariEiJ_G0017791	14	38915498	38998606	ENSMMUG00000042157	19	43584616	43613756	ortholog_one2many	26.7857	25.3283	25		0.7739	61.741	0
MGP_PahariEiJ_G0028237	5	154920011	155049920	ENSMMUG00000012695	1	142881902	143029402	ortholog_one2one	90.6122	90.4277	100	100.00	0.0472	0.4171	1
MGP_PahariEiJ_G0016862	13	25120002	25142058	ENSMMUG00000005547	10	72171076	72195248	ortholog_one2one	98.2301	97.9823	100	19.66	0.0086	0.4792	1
MGP_PahariEiJ_G0031559	X	29902695	29909900	ENSMMUG00000011076	X	113958295	113965807	ortholog_one2one	87.7612	87.5	75		0.0639	0.3146	1
MGP_PahariEiJ_G0025719	3	112005326	112043162	ENSMMUG00000002231	13	107094123	107156417	ortholog_one2one	87.3874	87.2302	100	55.09	0.0761	0.4193	1
MGP_PahariEiJ_G0019877	17	39739229	39742723	ENSMMUG00000018519	8	141864214	141867699	ortholog_one2one	92.6768	92.6768	100		0.0327	1.869	1
MGP_PahariEiJ_G0016294	12	16256273	16266207	ENSMMUG00000007525	2	108669623	108674479	ortholog_one2one	71.9101	72.5212	100		0.1772	0.3418	1
MGP_PahariEiJ_G0018215	14	65863590	65872650	ENSMMUG00000020775	16	45534501	45547644	ortholog_one2one	89.3458	85.6631	100	100.00	0.0546	0.7079	1
MGP_PahariEiJ_G0031358	9	82276958	82318622	ENSMMUG00000004093	11	96755315	96801228	ortholog_one2one	84.4175	84.5455	100	99.11	0.0905	0.4528	1
MGP_PahariEiJ_G0026704	4	82688113	82695048												
MGP_PahariEiJ_G0027500	5	52965134	52970876	ENSMMUG00000015268	12	100506628	100513153	ortholog_one2one	98.0843	98.4615	100	100.00	0.0051	0.5354	1
MGP_PahariEiJ_G0017978	14	48248450	48533588	ENSMMUG00000014689	16	26498494	26880403	ortholog_one2one	97.1173	97.1173	75	100.00	0.0118	0.5034	1
MGP_PahariEiJ_G0017536	14	26482391	26483407	ENSMMUG00000048289	JSUE03143056.1	5674	6616	ortholog_one2many	68.7898	76.3251	50		0.1379	0.5636	0
MGP_PahariEiJ_G0028003	5	134642337	134649917	ENSMMUG00000007285	1	194883201	194894104	ortholog_one2one	75.7143	75.7143	100	100.00	0.1327	0.4719	1
MGP_PahariEiJ_G0019575	16	52511979	52536679	ENSMMUG00000004629	15	42491386	42518553	ortholog_one2many	64.2918	63.9078	50	56.87	0.2231	0.5369	0
MGP_PahariEiJ_G0019575	16	52511979	52536679	ENSMMUG00000039189	5	165827177	165830973	ortholog_one2many	51.6738	56.7389	0		0.3012	0.5984	0
MGP_PahariEiJ_G0018430	14	72640407	72700804	ENSMMUG00000002167	16	56239180	56305179	ortholog_one2one	88.2353	88.8965	100	98.01	0.0572	0.6724	1
MGP_PahariEiJ_G0026775	4	85355289	85358278	ENSMMUG00000007897	1	125648952	125652600	ortholog_one2one	94.5652	94.5652	0		0.0302	0.9421	0
MGP_PahariEiJ_G0031481	X	3979718	3984387	ENSMMUG00000003201	X	38674253	38676598	ortholog_one2one	86.8852	86.8852	75	100.00	0.0614	0.828	1
MGP_PahariEiJ_G0030520	8	64131604	64164379	ENSMMUG00000047736	6	137250952	137252206	ortholog_one2many	67.6471	56.6502	25		0.1242	0.8546	0
MGP_PahariEiJ_G0027179	4	133957144	133993147	ENSMMUG00000000406	1	84632341	84650243	ortholog_one2one	69.2958	68.144	75	64.85	0.2005	0.5552	1
MGP_PahariEiJ_G0026929	4	95719301	95737493	ENSMMUG00000008857	1	112284245	112309228	ortholog_one2many	59.8608	56.5789	75		0.2617	0.8477	1
MGP_PahariEiJ_G0019527	16	44269481	44437625	ENSMMUG00000016135	4	11382626	11583088	ortholog_one2one	88.3553	87.7235	50	84.76	0.0632	0.6924	1
MGP_PahariEiJ_G0014473	1	155068605	155111680	ENSMMUG00000023761	9	95242873	95292682	ortholog_one2one	94.5364	94.5364	100	82.24	0.0299	0.4973	1
MGP_PahariEiJ_G0016046	11	57039691	57048807	ENSMMUG00000045918	6	35252396	35275969	ortholog_one2many	90	90	100	15.10	0.0527	0.4827	1
MGP_PahariEiJ_G0016046	11	57039691	57048807	ENSMMUG00000000441	9	115588993	115589843	ortholog_one2many	67.5	76.2097	0		0.141	0.5223	0
MGP_PahariEiJ_G0025550	3	99373676	99579773	ENSMMUG00000006840	7	13128141	13343144	ortholog_one2one	99.3711	99.3711	50	100.00	0.0029	0.1999	1
MGP_PahariEiJ_G0018288	14	67525252	67529479	ENSMMUG00000040413	16	47289630	47294305	ortholog_one2one	85.6813	82.4444	100		0.0833	0.5833	1
MGP_PahariEiJ_G0019522	16	44057128	44065944	ENSMMUG00000007719	4	11071961	11080051	ortholog_one2one	68.254	67.9842	100		0.2028	0.502	1
MGP_PahariEiJ_G0016517	12	50341721	50406769	ENSMMUG00000002862	2	21578136	21639296	ortholog_one2one	57.1429	65.7856	75	40.82	0.2431	0.581	1
MGP_PahariEiJ_G0025519	3	95624424	95625386												
MGP_PahariEiJ_G0014954	10	37530834	37626789	ENSMMUG00000039397	14	113896842	113904956	ortholog_one2one	25.3394	72.2581	100	99.99	0.2453	1.069	0
MGP_PahariEiJ_G0023567	21	20733934	20737701	ENSMMUG00000006452	20	710409	714030	ortholog_one2one	49.6567	49.7706	100		0.411	1.0071	0
MGP_PahariEiJ_G0028805	6	77351236	77378824	ENSMMUG00000012031	1	35280921	35285889	ortholog_one2one	86.6953	94.9843	100	96.22	0.033	0.3889	1
MGP_PahariEiJ_G0023199	20	40115740	40141762												
MGP_PahariEiJ_G0027995	5	133910168	133938858	ENSMMUG00000022798	1	193709657	193749723	ortholog_one2one	83.7672	84.8062	100		0.0877	0.5381	1
MGP_PahariEiJ_G0024260	23	11327081	11340071	ENSMMUG00000005255	11	112133508	112163067	ortholog_one2one	75	74.2268	75		0.1525	0.6019	1
MGP_PahariEiJ_G0029369	7	9273867	9278557												
MGP_PahariEiJ_G0027135	4	126421958	126561106	ENSMMUG00000022417	5	96895525	97068637	ortholog_one2one	95.8814	95.8814	100	42.82	0.021	0.4182	1
MGP_PahariEiJ_G0025331	3	74056908	74057846												
MGP_PahariEiJ_G0031444	X	1834625	1853127	ENSMMUG00000010617	X	49300457	49310123	ortholog_one2one	88.5533	79.7994	100	94.60	0.0649	0.4607	1
MGP_PahariEiJ_G0023227	20	42994699	43026347	ENSMMUG00000007039	20	69271329	69326538	ortholog_one2one	94.3662	94.3662	100	97.21	0.0241	1.4959	1
MGP_PahariEiJ_G0021001	19	1766630	1786492	ENSMMUG00000042351	19	50649318	50658915	ortholog_one2one	75.3704	77.5238	100		0.1492	1.264	1
MGP_PahariEiJ_G0024280	23	12203391	12231430	ENSMMUG00000039526	11	110608721	110644764	ortholog_one2one	69.3086	70.017	100	92.26	0.2045	0.8255	1
MGP_PahariEiJ_G0017704	14	37405880	37422666	ENSMMUG00000008637	16	7672133	7690877	ortholog_one2one	77.8612	75.7299	100		0.1329	0.5795	1
MGP_PahariEiJ_G0021892	2	43207356	43726213	ENSMMUG00000021543	3	148285545	148860207	ortholog_one2one	95.7055	96.2221	100	100.00	0.0171	0.4404	1
MGP_PahariEiJ_G0014530	1	157926470	157947727	ENSMMUG00000047714	9	98448857	98458504	ortholog_one2one	13.9752	65.2174	100	91.76	0.2291	17.0125	0
MGP_PahariEiJ_G0014228	1	123776180	123820497	ENSMMUG00000022319	14	14328949	14381425	ortholog_one2one	97.9239	97.5862	100	15.39	0.0094	0.4661	1
MGP_PahariEiJ_G0028680	6	68165643	68237770	ENSMMUG00000005342	1	44417162	44558088	ortholog_one2one	81.4554	86.5337	100	27.03	0.0366	0.3584	1
MGP_PahariEiJ_G0017608	14	29519294	29525300	ENSMMUG00000008536	16	19182638	19188190	ortholog_one2one	92.0147	90.241	100		0.0388	0.5783	1
MGP_PahariEiJ_G0031885	X	94896308	94901852	ENSMMUG00000022977	10	63502238	63524529	ortholog_one2many	31.1688	29.3878	75		0.7018	3.5358	0
MGP_PahariEiJ_G0015977	11	43806741	43833064	ENSMMUG00000023157	6	55441826	55466488	ortholog_one2one	83.4146	82.4759	100	59.75	0.0995	1.3522	1
MGP_PahariEiJ_G0030939	9	44051672	44059260	ENSMMUG00000023716	19	41672	53924	ortholog_one2one	83.3333	76.1589	50	100.00	0.0703	0.8599	1
MGP_PahariEiJ_G0026527	4	70436709	70538341	ENSMMUG00000030046	5	158714765	158849304	ortholog_one2one	76.2803	74.0192	100	14.68	0.152	0.5476	1
MGP_PahariEiJ_G0025457	3	88070242	88126480												
MGP_PahariEiJ_G0021524	19	70536731	70635791	ENSMMUG00000007814	5	175979028	176352427	ortholog_one2one	95.3237	96.3636	100	32.25	0.0222	0.3976	1
MGP_PahariEiJ_G0026735	4	83271978	83273271												
MGP_PahariEiJ_G0013084	1	45694846	45769389	ENSMMUG00000013814	7	70657856	70730880	ortholog_one2one	89.8667	78.1903	100	59.78	0.0664	0.6078	1
MGP_PahariEiJ_G0028362	6	7128091	7140182	ENSMMUG00000020607	15	34778832	34794867	ortholog_many2many	78.9474	78.9474	75		0.1235	0.5572	1
MGP_PahariEiJ_G0028362	6	7128091	7140182	ENSMMUG00000003197	15	34803042	34815878	ortholog_many2many	84.6154	84.6154	75		0.0853	0.5721	1
MGP_PahariEiJ_G0027054	4	112882701	112892505												
MGP_PahariEiJ_G0028551	6	53881302	53903819												
MGP_PahariEiJ_G0022532	2	133296739	133299310												
MGP_PahariEiJ_G0017874	14	43163621	43171632	ENSMMUG00000002382	16	1630975	1644689	ortholog_one2one	74.5417	65.9459	100	34.45	0.1565	0.5917	1
MGP_PahariEiJ_G0030382	8	50297840	50308004	ENSMMUG00000013476	17	28749177	28777723	ortholog_one2many	52.7197	38.0665	75	38.90	0.2805	0.498	0
MGP_PahariEiJ_G0027902	5	113359209	113531996	ENSMMUG00000012322	1	169370708	169578679	ortholog_one2one	72.0285	73.2272	50	100.00	0.1421	0.4515	1
MGP_PahariEiJ_G0029153	6	99585961	99600278	ENSMMUG00000003940	17	40005130	40007474	ortholog_one2one	48.5507	71.7857	0		0.1908	0.7755	0
MGP_PahariEiJ_G0023758	21	41737006	41819272	ENSMMUG00000040900	4	128378695	128494696	ortholog_one2one	55.2424	54.2035	100	66.27			1
MGP_PahariEiJ_G0023367	21	4370747	4464669	ENSMMUG00000005717	4	161475012	161577888	ortholog_one2one	87.1143	86.4865	100	77.07	0.0672	0.561	1
MGP_PahariEiJ_G0030663	9	5610104	5806940	ENSMMUG00000017017	4	156177796	156298361	ortholog_one2one	85.7627	93.8775	100	100.00	0.0364	0.4414	1
MGP_PahariEiJ_G0017405	14	17631553	17637435												
MGP_PahariEiJ_G0016705	12	87152384	87166239	ENSMMUG00000020654	3	7288281	7305522	ortholog_one2one	94.2529	94.2529	100	1.75	0.0288	0.7228	1
MGP_PahariEiJ_G0028627	6	62566491	62610729												
MGP_PahariEiJ_G0021060	19	9841390	9848477	ENSMMUG00000020051	19	50791244	50797104	ortholog_one2one	85.6287	86.8773	100	62.70	0.0796	0.8852	1
MGP_PahariEiJ_G0023804	21	46901472	46907038												
MGP_PahariEiJ_G0013447	1	75821151	75849952	ENSMMUG00000007728	14	60308329	60334700	ortholog_one2one	98.5215	98.5215	100	14.56	0.0076	0.4862	1
MGP_PahariEiJ_G0012901	1	17508699	17532579	ENSMMUG00000011627	19	45314408	45326719	ortholog_one2one	64.6875	70.2886	100	100.00	0.1822	1.6227	1
MGP_PahariEiJ_G0022629	2	140214621	140250278	ENSMMUG00000018685	11	6805921	6847849	ortholog_one2one	97.8495	93.9597	100		0.0068	0.4634	1
MGP_PahariEiJ_G0031875	X	93227673	93248856	ENSMMUG00000009102	X	73917760	73938750	ortholog_one2one	71.9397	73.6031	100	99.07	0.1607	0.4436	1
MGP_PahariEiJ_G0027781	5	102766337	102813738	ENSMMUG00000012250	12	21284144	21339991	ortholog_one2one	79.6891	79.7718	100	100.00	0.1212	0.7531	1
MGP_PahariEiJ_G0012725	1	2851739	2864659												
MGP_PahariEiJ_G0026274	4	2040097	2060055	ENSMMUG00000044796	8	75218272	75236751	ortholog_one2one	88.8525	88.8525	100	100.00	0.0617	0.4808	1
MGP_PahariEiJ_G0024566	23	34164632	34248120	ENSMMUG00000015477	3	123432159	123543880	ortholog_one2one	77.4259	76.2442	75	84.27	0.1342	0.7669	1
MGP_PahariEiJ_G0019807	17	21032567	21174593	ENSMMUG00000002594	8	119071556	119251355	ortholog_one2one	96.798	96.3235	75	60.22	0.0143	0.5627	1
MGP_PahariEiJ_G0012691	1	1737124	1739655												
MGP_PahariEiJ_G0022776	2	153055389	153072077	ENSMMUG00000002359	11	17115998	17145353	ortholog_one2one	81.2903	81.2903	100	99.89	0.1109	0.9751	1
MGP_PahariEiJ_G0019899	17	40590543	40606042	ENSMMUG00000014830	8	142409952	142412003	ortholog_one2one	88.125	87.5776	100	100.00	0.0651	0.5772	1
MGP_PahariEiJ_G0031311	9	72443719	72465061												
MGP_PahariEiJ_G0019631	16	58222124	58240022	ENSMMUG00000003146	6	176138783	176154128	ortholog_one2one	86.8709	87.8319	100		0.069	0.8829	1
MGP_PahariEiJ_G0027313	5	19513343	19524920	ENSMMUG00000030707	13	95780357	95794098	ortholog_one2one	65.5629	64.7059	75		0.2056	0.4302	1
MGP_PahariEiJ_G0031533	X	28466730	28474622	ENSMMUG00000014466	X	112999490	113006479	ortholog_one2one	85.641	94.3503	75		0.0294	0.4793	1
MGP_PahariEiJ_G0029766	7	92792506	92800553	ENSMMUG00000017260	7	150115509	150123698	ortholog_one2one	77.4481	77.4481	100	84.04	0.1396	0.7946	1
MGP_PahariEiJ_G0022486	2	129350303	129362157	ENSMMUG00000045652	2	56201658	56215869	ortholog_one2many	98.6667	98.6667	100	2.40	0.0057	0.3775	1
MGP_PahariEiJ_G0022486	2	129350303	129362157	ENSMMUG00000008892	14	63070024	63070251	ortholog_one2many	93.3333	93.3333	0		0.0298	0.3668	0
MGP_PahariEiJ_G0016779	13	11475971	11614800	ENSMMUG00000011216	13	67384821	67527627	ortholog_one2one	98.0645	98.4881	50	96.55	0.008	0.1342	1
MGP_PahariEiJ_G0021853	2	29685348	29887950	ENSMMUG00000042110	3	100851362	101122861	ortholog_one2many	48.4277	75.4902	75	29.90	0.1206	0.3701	0
MGP_PahariEiJ_G0025576	3	102552967	102575130	ENSMMUG00000000306	7	17086428	17123493	ortholog_one2one	82.766	80.5383	100	100.00	0.1007	0.5035	1
MGP_PahariEiJ_G0014030	1	116469740	116484437	ENSMMUG00000006955	14	8126514	8128769	ortholog_one2one	94.0171	94.2184	100	100.00	0.0335	1.3947	1
MGP_PahariEiJ_G0019828	17	24596873	24639772												
MGP_PahariEiJ_G0031082	9	47078527	47079793	ENSMMUG00000019050	11	54126443	54127371	ortholog_one2many	76.1905	48.8136	0		0.081	0.7257	0
MGP_PahariEiJ_G0024720	3	12441600	12442987	ENSMMUG00000047902	15	1088291	1089464	ortholog_one2one	65.5462	96.2963	100	91.35	0.0172	1.7903	1
MGP_PahariEiJ_G0014519	1	157477929	157490597												
MGP_PahariEiJ_G0027532	5	53744350	53762220	ENSMMUG00000012008	12	101410813	101440604	ortholog_one2one	86.6599	86.8367	75	87.22	0.0738	0.4765	1
MGP_PahariEiJ_G0023184	20	35299458	35311423												
MGP_PahariEiJ_G0030216	8	41197589	41211848												
MGP_PahariEiJ_G0020240	17	63155403	63172067												
MGP_PahariEiJ_G0031913	X	107031421	107057747												
MGP_PahariEiJ_G0026714	4	82853158	82853391	ENSMMUG00000017743	1	127493092	127493346	ortholog_one2one	72.7273	66.6667	100	100.00	0.2403	0.6933	1
MGP_PahariEiJ_G0018436	14	73325405	73347080	ENSMMUG00000005183	16	57129641	57152795	ortholog_one2one	84.2105	88.3978	75	65.09	0.0545	0.7118	1
MGP_PahariEiJ_G0024414	23	25536048	25550333	ENSMMUG00000022778	3	41869470	41887144	ortholog_one2one	87.6033	86.8852	100	100.00	0.0613	1.049	1
MGP_PahariEiJ_G0017015	13	54704283	54864976	ENSMMUG00000003676	5	36894074	37097279	ortholog_one2one	94.3169	94.3169	100	92.54	0.0284	0.5485	1
MGP_PahariEiJ_G0019774	17	8658259	8663120	ENSMMUG00000017850	8	105525576	105535039	ortholog_one2one	78.1333	81.8436	100		0.0967	0.6308	1
MGP_PahariEiJ_G0028212	5	152895636	152927034	ENSMMUG00000019058	1	140103720	140151478	ortholog_one2one	88.1905	87.6894	100	68.91	0.0646	0.4658	1
MGP_PahariEiJ_G0028127	5	144781771	144818333	ENSMMUG00000017833	1	134850936	134921672	ortholog_one2one	82.8488	83.0904	100	75.48	0.1032	0.7167	1
MGP_PahariEiJ_G0016904	13	27158565	27174207	ENSMMUG00000019945	5	1908461	1921382	ortholog_one2one	92.02	91.2237	100	100.00	0.0368	1.0087	1
MGP_PahariEiJ_G0012783	1	3795466	3811305	ENSMMUG00000017621	19	31263198	31281545	ortholog_one2one	57.8216	58.9835	100	100.00	0.2992	0.9943	1
MGP_PahariEiJ_G0030005	8	12100564	12150199												
MGP_PahariEiJ_G0024216	23	5898916	5943480	ENSMMUG00000041733	11	119778944	119828834	ortholog_one2one	68.8889	85.3211	100	63.52	0.0716	0.8632	1
MGP_PahariEiJ_G0016657	12	82083727	82114317	ENSMMUG00000043714	3	13897485	13927797	ortholog_one2many	81.8281	91.9315	100	84.93	0.0446	0.4889	1
MGP_PahariEiJ_G0016657	12	82083727	82114317	ENSMMUG00000012291	3	13897293	13935266	ortholog_one2many	11.099	94.4444	100	100.00	0.0271	0.3834	0
MGP_PahariEiJ_G0015005	10	40189527	40212199	ENSMMUG00000023594	14	111065596	111088277	ortholog_one2one	88.983	89.3617	75	1.64	0.0587	0.5937	1
MGP_PahariEiJ_G0026953	4	97284679	97286628												
MGP_PahariEiJ_G0017077	13	63725535	63771596	ENSMMUG00000014714	5	49016589	49109002	ortholog_one2one	82.5465	82.5465	50	62.27	0.095	0.6424	0
MGP_PahariEiJ_G0025762	3	114175769	114188773	ENSMMUG00000022076	10	36531236	36544087	ortholog_one2one	71.1587	68.1544	100	100.00	0.1838	0.8238	1
MGP_PahariEiJ_G0031195	9	49801410	49806479	ENSMMUG00000011286	11	56308923	56315446	ortholog_one2one	92.2619	80.7292	100	100.00	0.0375	0.3825	1
MGP_PahariEiJ_G0028355	6	6571760	6618108	ENSMMUG00000020463	15	35418153	35464599	ortholog_one2one	91.5197	91.061	100	99.92	0.043	0.4848	1
MGP_PahariEiJ_G0012792	1	3979677	3988161	ENSMMUG00000022127	19	31012807	31018958	ortholog_one2one	79.5455	48.6111	25		0.1367	4.1447	0
MGP_PahariEiJ_G0016888	13	26156565	26163255												
MGP_PahariEiJ_G0024777	3	13754765	13796838												
MGP_PahariEiJ_G0017009	13	45922416	46021707	ENSMMUG00000019239	5	25992377	26157142	ortholog_one2one	97.3384	97.3384	75	31.15	0.0126	0.3165	1
MGP_PahariEiJ_G0016022	11	53346015	53447148	ENSMMUG00000021218	6	39598506	39761023	ortholog_one2one	74.3972	77.2348	100	80.89	0.1293	0.6331	1
MGP_PahariEiJ_G0024361	23	19620238	19647589	ENSMMUG00000010331	11	132262646	132286594	ortholog_one2one	80.9689	78.7879	50		0.0918	1.1377	0
MGP_PahariEiJ_G0022138	2	70842523	70849908	ENSMMUG00000013458	3	81013072	81016697	ortholog_one2one	93.0131	92.6087	100	100.00	0.031	0.419	1
MGP_PahariEiJ_G0030224	8	41371782	41378318												
MGP_PahariEiJ_G0018193	14	65174795	65196430	ENSMMUG00000002944	16	44502888	44517724	ortholog_one2one	75.5396	78.75	100	100.00	0.1336	0.9018	1
MGP_PahariEiJ_G0013552	1	83110122	83166087	ENSMMUG00000009695	14	52956348	53006939	ortholog_one2one	90.0621	87.3494	100	54.88	0.0673	0.4939	1
MGP_PahariEiJ_G0022065	2	62127385	62131889												
MGP_PahariEiJ_G0028145	5	145673451	145682480	ENSMMUG00000013423	1	134058191	134059118	ortholog_one2many	63.0225	75.969	75				1
MGP_PahariEiJ_G0025439	3	85762321	85785456	ENSMMUG00000016656	9	73608040	73609598	ortholog_one2many	65.283	74.8918	0		0.1713	0.6601	0
MGP_PahariEiJ_G0025439	3	85762321	85785456	ENSMMUG00000018266	14	29400508	29421480	ortholog_one2many	86.9811	88.3142	100		0.0664	0.5197	1
MGP_PahariEiJ_G0016263	12	14626030	14715233	ENSMMUG00000009650	10	61032316	61136980	ortholog_one2one	92.1182	95.9959	0	21.53	0.0185	0.4291	0
MGP_PahariEiJ_G0031492	X	9267690	9326456	ENSMMUG00000019489	X	43706588	43833584	ortholog_one2one	87.2624	55.5018	50	42.09	0.0774	0.6182	0
MGP_PahariEiJ_G0017050	13	58604312	58832485	ENSMMUG00000017733	5	42218232	42480158	ortholog_one2one	96.6495	96.6495	100	100.00	0.0171	0.6027	1
MGP_PahariEiJ_G0020366	17	67520054	67528664												
MGP_PahariEiJ_G0028272	5	162844336	162868092	ENSMMUG00000011735	1	153524189	153548229	ortholog_one2one	86.3971	86.3971	100	9.88	0.0754	0.5122	1
MGP_PahariEiJ_G0025328	3	74030624	74031559												
MGP_PahariEiJ_G0016375	12	27447333	27456337												
MGP_PahariEiJ_G0031903	X	99576352	99577197												
MGP_PahariEiJ_G0018960	15	37319026	37321733												
MGP_PahariEiJ_G0031163	9	48917951	48965681	ENSMMUG00000019330	11	55310171	55376078	ortholog_one2one	88.6842	82.801	75	72.56	0.0614	0.4666	1
MGP_PahariEiJ_G0030705	9	9703857	9742404												
MGP_PahariEiJ_G0022746	2	149897862	149902937	ENSMMUG00000044308	11	13371341	13377903	ortholog_one2one	87.3096	86.8687	100	31.71	0.0595	0.5849	1
MGP_PahariEiJ_G0018906	15	32553485	32558666												
MGP_PahariEiJ_G0017442	14	19370857	19371863												
